interac_r,avgDegree,stdDegree
40.0,2.42212987012987,1.2258635477406137
45.0,2.8207792207792206,1.3069382940687326
50.0,3.2303376623376625,1.3926837178384033
55.0,3.6592727272727275,1.4941647507029507
60.0,4.142181818181818,1.6184784960779752
65.0,4.699428571428571,1.7725305663187652
70.0,5.385454545454546,1.9718134217039416
80.0,6.535844155844156,2.276255383983791
90.0,7.733714285714286,2.578331479284354
100.0,9.01064935064935,2.9200855429839265
