interac_r,avgDegree,stdDegree
35.0,1.5601820915469429,1.0375497740395732
40.0,2.0692449047778148,1.142236878881444
45.0,2.4956426105356946,1.2221427361334758
50.0,2.945929390800757,1.3100802024689044
60.0,3.9801898875153134,1.5223664278789848
70.0,5.451609310613654,1.9125510633249323
80.0,6.935488361732933,2.2361272872653863
90.0,8.561337565430449,2.5826081885913212
