binCenters,prob,dprob,poisson
0.0,6.868131868131868e-05,6.86789600790521e-05,0.0006699940285427387
1.0,0.0010302197802197,0.0002658645480832,0.004896478337168664
2.0,0.0080357142857142,0.0007399111536002,0.017892323726011097
3.0,0.0318681318681318,0.0014556765080574,0.043587142468804685
4.0,0.079532967032967,0.0022423170749368,0.07963634367823778
5.0,0.13125,0.0027984424325107,0.11640033046859789
6.0,0.142032967032967,0.0028930050551682,0.14178029263395792
7.0,0.1491071428571428,0.0029519294631419,0.1480235221604611
8.0,0.1411401098901099,0.0028853978156018,0.13522396073188825
9.0,0.123282967032967,0.0027245863315478,0.10980548850395884
10.0,0.0925824175824175,0.0024020783345561,0.08024850563687672
11.0,0.0574175824175824,0.0019279751457324,0.05331595272108378
12.0,0.0297390109890109,0.0014077542861274,0.03247048933805565
13.0,0.0093406593406593,0.0007972054307914,0.01825401431468631
14.0,0.002815934065934,0.0004391553910688,0.009528910690723808
15.0,0.0006868131868131,0.0002171148026541,0.0046426388680336035
16.0,6.868131868131868e-05,6.86789600790521e-05,0.002120595452737464
