interac_r,avgDegree,stdDegree
35.0,2.3360799824214458,1.2180516794637728
40.0,2.8943913425620744,1.313216193063843
45.0,3.38768951878708,1.3927228946022279
50.0,3.910349373764008,1.4852270071233478
60.0,5.114727532410459,1.723161775816179
70.0,6.848961766644694,2.1751316189448286
80.0,8.503131179960448,2.5322716197699147
90.0,10.290128543177325,2.919267159432956
