interac_r,avgGC,stdGC
40.0,5.737447429405202,1.9984942337538736
50.0,10.393013475238178,3.8019752747455318
60.0,18.27963264955798,6.191276050662137
70.0,27.929877263754186,5.585822859892713
80.0,32.92730237747833,3.288406106451039
90.0,34.45944554115527,1.9020650663037708
