interac_r,avgGC,stdGC
35.0,5.252660487469962,1.1744566391575637
40.0,13.8911774802609,3.6350178885671895
50.0,43.08032955715757,16.14612303338297
60.0,205.36010985238585,59.7242583801104
70.0,426.07895640233437,30.12708999678492
80.0,481.31719876416065,7.906484590042313
