interac_r,avgDegree,stdDegree
40.0,1.6272602739726028,1.0369157415883612
50.0,2.333679060665362,1.1970073441418188
60.0,3.1328962818003916,1.3905221629029632
65.0,3.606712328767123,1.5190318890870151
70.0,4.185851272015656,1.6919457555487756
75.0,4.713581213307241,1.8284872033453625
80.0,5.255420743639922,1.9598926068566074
85.0,5.841213307240705,2.1095236696971997
90.0,6.384951076320939,2.238498008531923
100.0,7.610293542074364,2.5694478668475704
