interac_r,avgGC,stdGC
40.0,14.48249227600412,3.7722384249493026
50.0,46.680046879578086,17.391315101476188
60.0,260.594,65.4971233261431
70.0,438.149,23.09200725359318
80.0,481.217,7.837213216443713
90.0,489.239,2.7910354709318907
100.0,491.054,1.4822563880786617
