interac_r,avgGC,stdGC
40.0,13.811643835616438,5.127364276223422
50.0,23.67808219178082,6.507040372104926
60.0,31.804794520547944,4.0178852236104206
65.0,33.284246575342465,2.8844217472333913
70.0,34.102739726027394,2.0977138634249917
75.0,34.52739726027397,1.726883349406742
80.0,34.67465753424658,1.5834032899446744
85.0,34.8458904109589,1.2164188801970444
90.0,34.95890410958904,0.6450731330395126
100.0,35.0,0.0
