interac_r,avgDegree,stdDegree
40.0,2.7636300897170463,1.257673014666621
45.0,3.2078363384188626,1.336412966920208
50.0,3.6452035886818495,1.4298646373894848
55.0,4.094452149791955,1.5190732851869293
60.0,4.66023763470572,1.6748409083928322
65.0,5.253952843273232,1.8299410093326909
70.0,6.031456043956044,2.058011568529131
80.0,7.308241758241758,2.3858933376150806
90.0,8.63076923076923,2.7175788071589
100.0,10.055769230769233,3.110518262096121
