loops,interac_r,coms,counts,probs
0,60.0,88,2,4.26121231490359e-05
0,60.0,89,1,2.130606157451795e-05
0,60.0,90,2,4.26121231490359e-05
0,60.0,91,1,2.130606157451795e-05
0,60.0,92,5,0.00010653030787258975
0,60.0,93,9,0.00019175455417066154
0,60.0,94,10,0.0002130606157451795
0,60.0,96,2,4.26121231490359e-05
0,60.0,97,2,4.26121231490359e-05
0,60.0,99,1,2.130606157451795e-05
0,60.0,100,5,0.00010653030787258975
0,60.0,101,1,2.130606157451795e-05
0,60.0,102,2,4.26121231490359e-05
0,60.0,104,1,2.130606157451795e-05
0,60.0,105,1,2.130606157451795e-05
0,60.0,106,1,2.130606157451795e-05
0,60.0,107,3,6.391818472355386e-05
0,60.0,109,4,8.52242462980718e-05
0,60.0,110,2,4.26121231490359e-05
0,60.0,111,2,4.26121231490359e-05
0,60.0,112,2,4.26121231490359e-05
0,60.0,113,5,0.00010653030787258975
0,60.0,114,4,8.52242462980718e-05
0,60.0,115,5,0.00010653030787258975
0,60.0,116,2,4.26121231490359e-05
0,60.0,117,6,0.0001278363694471077
0,60.0,118,3,6.391818472355386e-05
0,60.0,120,6,0.0001278363694471077
0,60.0,121,5,0.00010653030787258975
0,60.0,122,4,8.52242462980718e-05
0,60.0,123,1,2.130606157451795e-05
0,60.0,124,5,0.00010653030787258975
0,60.0,125,2,4.26121231490359e-05
0,60.0,126,2,4.26121231490359e-05
0,60.0,127,2,4.26121231490359e-05
0,60.0,128,5,0.00010653030787258975
0,60.0,129,4,8.52242462980718e-05
0,60.0,130,1,2.130606157451795e-05
0,60.0,131,5,0.00010653030787258975
0,60.0,133,1,2.130606157451795e-05
0,60.0,134,5,0.00010653030787258975
0,60.0,135,6,0.0001278363694471077
0,60.0,136,6,0.0001278363694471077
0,60.0,137,6,0.0001278363694471077
0,60.0,138,6,0.0001278363694471077
0,60.0,139,7,0.00014914243102162565
0,60.0,140,1,2.130606157451795e-05
0,60.0,141,3,6.391818472355386e-05
0,60.0,142,3,6.391818472355386e-05
0,60.0,143,3,6.391818472355386e-05
0,60.0,144,1,2.130606157451795e-05
0,60.0,145,3,6.391818472355386e-05
0,60.0,146,1,2.130606157451795e-05
0,60.0,147,4,8.52242462980718e-05
0,60.0,148,6,0.0001278363694471077
0,60.0,149,4,8.52242462980718e-05
0,60.0,150,3,6.391818472355386e-05
0,60.0,151,4,8.52242462980718e-05
0,60.0,152,2,4.26121231490359e-05
0,60.0,153,4,8.52242462980718e-05
0,60.0,154,1,2.130606157451795e-05
0,60.0,155,2,4.26121231490359e-05
0,60.0,156,1,2.130606157451795e-05
0,60.0,157,3,6.391818472355386e-05
0,60.0,158,1,2.130606157451795e-05
0,60.0,162,1,2.130606157451795e-05
400,47.5,1,362,0.4738219895287958
400,47.5,2,108,0.14136125654450263
400,47.5,3,85,0.11125654450261781
400,47.5,4,34,0.04450261780104712
400,47.5,5,40,0.05235602094240838
400,47.5,6,15,0.01963350785340314
400,47.5,7,23,0.030104712041884817
400,47.5,8,21,0.0274869109947644
400,47.5,9,9,0.011780104712041885
400,47.5,10,11,0.014397905759162303
400,47.5,11,5,0.006544502617801047
400,47.5,12,4,0.005235602094240838
400,47.5,13,2,0.002617801047120419
400,47.5,14,5,0.006544502617801047
400,47.5,16,6,0.007853403141361256
400,47.5,17,7,0.009162303664921465
400,47.5,19,5,0.006544502617801047
400,47.5,20,2,0.002617801047120419
400,47.5,21,1,0.0013089005235602095
400,47.5,22,1,0.0013089005235602095
400,47.5,23,1,0.0013089005235602095
400,47.5,24,1,0.0013089005235602095
400,47.5,25,2,0.002617801047120419
400,47.5,26,1,0.0013089005235602095
400,47.5,30,2,0.002617801047120419
400,47.5,31,1,0.0013089005235602095
400,47.5,34,2,0.002617801047120419
400,47.5,36,1,0.0013089005235602095
400,47.5,51,1,0.0013089005235602095
400,47.5,69,1,0.0013089005235602095
400,47.5,76,1,0.0013089005235602095
400,47.5,85,1,0.0013089005235602095
400,47.5,109,1,0.0013089005235602095
400,47.5,129,1,0.0013089005235602095
400,47.5,166,1,0.0013089005235602095
800,42.5,1,282,0.5261194029850746
800,42.5,2,81,0.15111940298507462
800,42.5,3,45,0.08395522388059702
800,42.5,4,28,0.05223880597014925
800,42.5,5,20,0.03731343283582089
800,42.5,6,17,0.03171641791044776
800,42.5,7,14,0.026119402985074626
800,42.5,8,11,0.020522388059701493
800,42.5,9,4,0.007462686567164179
800,42.5,10,4,0.007462686567164179
800,42.5,11,4,0.007462686567164179
800,42.5,12,1,0.0018656716417910447
800,42.5,13,4,0.007462686567164179
800,42.5,14,1,0.0018656716417910447
800,42.5,15,5,0.009328358208955223
800,42.5,16,2,0.0037313432835820895
800,42.5,20,1,0.0018656716417910447
800,42.5,21,1,0.0018656716417910447
800,42.5,24,1,0.0018656716417910447
800,42.5,25,1,0.0018656716417910447
800,42.5,29,1,0.0018656716417910447
800,42.5,32,1,0.0018656716417910447
800,42.5,37,1,0.0018656716417910447
800,42.5,41,1,0.0018656716417910447
800,42.5,43,1,0.0018656716417910447
800,42.5,46,1,0.0018656716417910447
800,42.5,56,1,0.0018656716417910447
800,42.5,84,1,0.0018656716417910447
800,42.5,135,1,0.0018656716417910447
