interac_r,avgDegree,stdDegree
40.0,1.0537306973201301,0.8797382617741528
45.0,1.3762949241742262,0.9669065406879684
50.0,1.6998043764282251,1.045367092642508
55.0,2.03835433834222,1.1258749720369237
60.0,2.406209750017312,1.2154445522120363
65.0,2.829308912125199,1.3311851391107192
70.0,3.3601101031784504,1.4941759942764992
80.0,4.417782702028945,1.7634794196715033
90.0,5.5378782632781665,2.0387082478501637
100.0,6.760473651409182,2.353163809753552
