binCenters,prob,dprob,poisson
0.0,0.00010351966873706004,5.976401499605548e-05,0.0006599632330324706
1.0,0.0011732229123533472,0.00020108800510080198,0.004833126188629442
2.0,0.008937198067632851,0.0005528433485702898,0.017697280383244075
3.0,0.0380952380952381,0.0011244811844056376,0.04320098706850575
4.0,0.0787784679089027,0.001582474114723241,0.07909373262205811
5.0,0.1277432712215321,0.001960839244056895,0.11584584454368112
6.0,0.1380607315389924,0.0020263955729687543,0.14139615589777688
7.0,0.14365079365079364,0.0020602991060256824,0.14792717226750068
8.0,0.14061421670117322,0.002042017726717387,0.13541487133510902
9.0,0.12115251897860593,0.0019167867108301848,0.1101874785041415
10.0,0.09596273291925465,0.0017301959064621917,0.08069388738072446
11.0,0.0613871635610766,0.001410044560609887,0.053722516214352076
12.0,0.029675638371290544,0.0009968029442576445,0.032785626915608296
13.0,0.010420979986197378,0.0005965273083588276,0.018469219090883764
14.0,0.0033126293995859213,0.0003375333680331184,0.00966115145336257
15.0,0.0008281573498964803,0.00016897689794568836,0.004716784386811912
16.0,6.901311249137337e-05,4.8797955896869526e-05,0.0021589094858805473
17.0,3.450655624568668e-05,3.450596088933874e-05,0.0009300234648407189
