interac_r,avgDegree,stdDegree
40.0,1.9764665286404417,1.1040728628857914
45.0,2.3715672676837727,1.1802272571939116
50.0,2.759351276742581,1.2566691078063998
55.0,3.1780859916782247,1.3531100246437036
60.0,3.638095238095238,1.470017145869111
65.0,4.1900138696255205,1.6229833746781566
70.0,4.881021394064872,1.8265332363382925
80.0,6.078743961352657,2.1287436579079393
90.0,7.3233264320220846,2.4384941396586375
100.0,8.660041407867494,2.7971365124163747
