binCenters,prob,dprob,poisson
0.0,0.015266428917664982,0.00011407342321846253,0.034731434692859456
1.0,0.08692611315005885,0.0002621105273336546,0.11670144460935959
2.0,0.1943788518800637,0.00036816822856425703,0.19606485154371475
3.0,0.2541799390623918,0.000405083019453117,0.21959982951673962
4.0,0.22647929506266878,0.00038940954840313016,0.18446990145386555
5.0,0.1437409112942317,0.0003263992608599219,0.12396783592149334
6.0,0.05967297971054636,0.00022038635017731972,0.06942426299149636
7.0,0.016044595249636452,0.00011689837207077824,0.033324738211920675
8.0,0.0029187729381621773,5.019053184750352e-05,0.013996848693956452
9.0,0.0003566235025275258,1.7566445774345047e-05,0.005225661412135908
10.0,3.548923204764213e-05,5.542388525243927e-06,0.0017558797706707634
