interac_r,avgDegree,stdDegree
40.0,1.112323087700496,0.9121089938309097
50.0,1.829146805971429,1.079846335189285
60.0,2.6522642276422763,1.282180305841506
70.0,3.7761178861788616,1.594102051926572
80.0,5.071178861788618,1.9072078281392875
90.0,6.497711382113821,2.218676005529587
100.0,8.114325203252033,2.5948281253165697
