binCenters,prob,dprob,poisson
0.0,0.004821342012326016,6.444524358194611e-05,0.012060945368040242
1.0,0.034855619416937884,0.00017064317309741823,0.05328263581704431
2.0,0.10360605221245066,0.0002835295921691201,0.11769555341552312
3.0,0.17352503289245896,0.00035233216473562766,0.17331779332827393
4.0,0.20932847448237657,0.0003785023464342005,0.19142008732986907
5.0,0.201366768229347,0.00037309889373244725,0.16913047012535312
6.0,0.1494347690603144,0.0003316927765772938,0.12453027755096806
7.0,0.08217921196593034,0.0002555149430631173,0.07859252943479002
8.0,0.030714631950695934,0.00016052950211771144,0.04340058963071451
9.0,0.008446437227338828,8.51434495757833e-05,0.021303819347603038
10.0,0.0015494079357385223,3.659338205273556e-05,0.009411564460099029
11.0,0.00016705906793158367,1.2024170341050315e-05,0.0037798406064414427
12.0,5.193546153313482e-06,2.1202508327036766e-06,0.0013915428706303002
