binCenters,prob,dprob,poisson
0.0,0.0056590752242926,0.0004406473879343,0.026116092371825977
1.0,0.0511387163561076,0.0012939785700985,0.09519847363612673
2.0,0.1611456176673568,0.0021597493302612,0.1735089088677218
3.0,0.2573153899240856,0.0025679460931005,0.2108250990909638
4.0,0.2514492753623188,0.0025485116380801,0.19212510194764695
5.0,0.1733954451345755,0.0022239168682203,0.14006702221908576
6.0,0.0751207729468599,0.0015483650008765,0.08509546867483198
7.0,0.0221532091097308,0.0008645787166854,0.04431290111343734
8.0,0.0023464458247066,0.0002842143176442,0.020191193270450714
9.0,0.0002760524499654,9.758580747692488e-05,0.00817789001880175
