pi1,pi2,f0,f1,f2,sdf0,sdf1,sdf2,Q,sdQ,m,sdm,k0,k1,k2,sdk0,sdk1,sdk2
0.03,0.05,0.2806923983,0.1996193809,0.5196882208,0.0848049193,0.124176225,0.1397706548,0.1204494591,0.3697866524,0.3137861249,0.1651842951,0.6116066713,0.6662377421,0.3951539955,0.181661337,0.5603917689,0.2064864071
0.03,0.07,0.2662704324,0.1695566108,0.5641729568,0.0818279475,0.1111584534,0.1284455017,0.2250597351,0.3320245853,0.3620369908,0.1672062821,0.5926418573,0.6418822543,0.3988126068,0.1991096582,0.549558295,0.2087572813
0.03,0.09,0.2543072803,0.145404506,0.6002882137,0.0794269574,0.0985614235,0.1181313157,0.3094792016,0.2958612265,0.4061720284,0.1661970227,0.5737006361,0.6268052246,0.3987179843,0.216589361,0.5128713637,0.2156099259
0.03,0.11,0.2427951584,0.1264838076,0.630721034,0.0781436025,0.088268035,0.1103915149,0.3777534188,0.2666336259,0.4483731924,0.160526363,0.5597744975,0.6054956737,0.4015185209,0.2349708413,0.4958225802,0.2213653681
0.03,0.13,0.2332299782,0.1123960438,0.6543739779,0.0763409831,0.0818965279,0.1053894602,0.4295818902,0.2488115176,0.4827116078,0.1552916471,0.5459334071,0.6141182852,0.4019119758,0.2497642657,0.4851902234,0.2279609597
0.03,0.15,0.2235465419,0.1028657121,0.6735877459,0.0750484565,0.0781008342,0.1018877368,0.4678563216,0.2376493906,0.5110448816,0.1510519758,0.5381553189,0.6293183847,0.4011882787,0.2653948874,0.4990307076,0.2357100398
0.03,0.17,0.2164448888,0.0944572428,0.6890978684,0.0733561183,0.0740223376,0.0988724311,0.5001833827,0.2268058012,0.5340011426,0.1472673196,0.5260091785,0.6333322383,0.3998945631,0.2783406292,0.51323452,0.2409848946
0.03,0.19,0.2092455458,0.0885530046,0.7022014496,0.0724884028,0.0687857192,0.0949563716,0.5250954404,0.2119666281,0.5534594209,0.1419495119,0.5195445606,0.6245208539,0.3945434193,0.2937252444,0.5135739452,0.2471899513
0.03,0.21,0.2014911986,0.081286964,0.7172218374,0.0707214057,0.0654180088,0.0917376006,0.5546479095,0.202290442,0.57589724,0.1373888714,0.52177205,0.6398100634,0.4012430272,0.3022450196,0.5074941145,0.2535119868
0.03,0.23,0.1949001321,0.0758978827,0.7292019852,0.0698700624,0.062837387,0.0895227297,0.5774062199,0.1948602818,0.5938691756,0.1340584074,0.523727855,0.6550138021,0.4066961792,0.3162652679,0.5111565219,0.2597226732
0.03,0.25,0.1895726068,0.0709688292,0.7394585639,0.0685703086,0.0601494433,0.0869414648,0.5975209055,0.1870305151,0.6092120541,0.1303230304,0.5243603156,0.6667911118,0.4090881519,0.3270402155,0.5107289661,0.2668424538
0.03,0.27,0.1847632378,0.0661644589,0.7490723034,0.0677848762,0.0565803584,0.0844415505,0.6167433856,0.1772274505,0.6236251651,0.126595984,0.5282996285,0.6615391073,0.4125193002,0.3396692282,0.5052009358,0.2750662047
0.03,0.29,0.1790665191,0.064383904,0.7565495769,0.0668420893,0.0559044132,0.0836446739,0.6277817688,0.1755146294,0.6348380762,0.1254103819,0.5416724501,0.6770168093,0.4209363754,0.3520346522,0.5358742588,0.2815212942
0.03,0.31,0.1743189917,0.0600051416,0.7656758667,0.0660224341,0.0535466104,0.0815037789,0.6456655836,0.1685648577,0.6485178705,0.1222398456,0.5495427868,0.682639081,0.4291647085,0.3737221905,0.5347301544,0.2930100986
0.03,0.33,0.1694754883,0.0570091763,0.7735153355,0.0649196069,0.0518395098,0.0799822948,0.6594969829,0.1639707303,0.6602772878,0.1199548856,0.5711196905,0.6820639179,0.4419928738,0.3805356158,0.553086697,0.3005043891
0.03,0.35,0.165464491,0.0543424144,0.7801930946,0.0645354835,0.0500258231,0.0784620821,0.6715082658,0.158602445,0.6702956404,0.1176654578,0.5908345558,0.6822248723,0.4521400635,0.3996400365,0.5632488201,0.3104019851
0.03,0.37,0.1615259042,0.052798229,0.7856758667,0.0635963315,0.0491196994,0.077420585,0.6800794087,0.1561067692,0.6785144428,0.1161277153,0.6049879578,0.7023789238,0.4607151964,0.4272871605,0.5700626267,0.3251493753
0.03,0.39,0.1572142679,0.050446674,0.7923390581,0.0628106844,0.0477746809,0.0759575596,0.69144571,0.1520289751,0.6885096583,0.1139306856,0.6393799095,0.7183524807,0.479804511,0.4398061118,0.567434006,0.3313444851
0.03,0.41,0.1539712215,0.0486865426,0.7973422359,0.0621968048,0.0460223159,0.0744784917,0.6999691506,0.1470121541,0.6960133538,0.1117177375,0.6708840223,0.726524353,0.4907348314,0.4584685987,0.5576736585,0.3440369727
0.03,0.43,0.1502565787,0.0456120256,0.8041313957,0.0613004421,0.0447024741,0.0733633543,0.7129073446,0.1435998746,0.7061973078,0.1100439765,0.7005495353,0.7377643208,0.5068677952,0.4886634725,0.5564477812,0.3668595106
0.03,0.45,0.1469722569,0.0453355233,0.8076922198,0.0607891892,0.0440845295,0.072607802,0.7170211733,0.1417240351,0.7115383297,0.108911703,0.7321634468,0.7519691294,0.5288505105,0.5297077146,0.5683934444,0.3732948807
0.03,0.47,0.1438641768,0.043583247,0.8125525761,0.0602346517,0.0432704177,0.0718162761,0.7253860821,0.1394642617,0.7188288642,0.1077244142,0.77972666,0.7647718071,0.5527385804,0.5575694661,0.5760448276,0.3881099967
0.03,0.49,0.1406681187,0.0430463813,0.8162855001,0.0596571402,0.0428830916,0.0711735502,0.7301927375,0.1382491637,0.7244284643,0.1067593733,0.8367755245,0.7805221181,0.5717212067,0.5851134076,0.5927639031,0.4111830783
0.05,0.01,0.3094947692,0.5146331988,0.175872032,0.088744938,0.1572002467,0.1493413482,-0.8533943657,0.4465743972,0.3260684829,0.1702733628,0.6157643091,0.8242260863,0.1621668824,0.1626175772,0.4591171263,0.1530269922
0.05,0.03,0.2875685364,0.3651951298,0.3472363338,0.0848526074,0.14935738,0.1527519428,-0.3831539258,0.4352531447,0.2263935445,0.1354516913,0.6022594352,0.5724096754,0.2639806715,0.1795479084,0.4316090764,0.1802756673
0.05,0.05,0.2705246546,0.2923407719,0.4371345735,0.0825041581,0.1347523517,0.142434384,-0.1475469704,0.3952188847,0.2430693755,0.1410023984,0.5873937727,0.5037385892,0.3025424577,0.1984812372,0.3980019988,0.1905246499
0.05,0.07,0.2576600136,0.25231435,0.4900256364,0.0803865574,0.1222033741,0.1335063118,-0.0146030635,0.3607627981,0.2767704502,0.1538344827,0.5696191512,0.4873750451,0.3123364156,0.2164487108,0.3815622538,0.196012483
0.05,0.09,0.2458829578,0.2169711858,0.5371458564,0.0784797799,0.1112634111,0.1245851354,0.1032034848,0.3294290456,0.3245939229,0.1598217022,0.555114396,0.4671908214,0.3273025306,0.2334972002,0.3702039063,0.199628454
0.05,0.11,0.235259328,0.1942185882,0.5705220838,0.0767465784,0.103680917,0.1188912014,0.1820849073,0.3084212606,0.3651677795,0.1624677013,0.5435565462,0.4682147558,0.3314827778,0.2489082358,0.3688841632,0.2065204987
0.05,0.13,0.2266092048,0.1729343378,0.6004564573,0.0756796857,0.0971285186,0.1137705915,0.2545877816,0.2897932152,0.4051994144,0.1618116482,0.5317357853,0.4733449177,0.3396600698,0.2642150187,0.362616113,0.2118893805
0.05,0.15,0.217865248,0.1593728711,0.622761881,0.0735541211,0.0911396562,0.1082096374,0.3040161388,0.2722979638,0.4364085407,0.1573088385,0.5241236195,0.4747073073,0.3394728498,0.2772616933,0.3655539727,0.2152928586
0.05,0.17,0.2103679794,0.1471157925,0.6425162281,0.0721784649,0.0868299242,0.1048568038,0.3482846431,0.2603881731,0.4647863748,0.1548488076,0.5179976539,0.479788053,0.3417387944,0.2904677534,0.374331997,0.2221586175
0.05,0.19,0.2031170779,0.1355185489,0.6613643732,0.0711168674,0.0831633657,0.1019715412,0.3903272753,0.2501524342,0.4927899454,0.1510268993,0.5181955532,0.4928101467,0.3486103362,0.3012289681,0.3748436135,0.2289903768
0.05,0.21,0.1963354876,0.1290286,0.6746359125,0.0698658242,0.0809081699,0.1001010063,0.4165787125,0.2440798217,0.5123741922,0.1489795785,0.5193047253,0.5081070367,0.3515495947,0.3144561779,0.386707987,0.2330030847
0.05,0.23,0.1905082301,0.1199177349,0.6895740351,0.0687534784,0.0757580254,0.0958617053,0.4497385654,0.2292378427,0.5345917806,0.1430991893,0.5230318135,0.4994832244,0.3559499162,0.3246768538,0.3861061761,0.2363396816
0.05,0.25,0.1851060092,0.1124685971,0.7024253937,0.0677771396,0.0732335748,0.0937538363,0.4774881994,0.2221729123,0.5537544185,0.1402610808,0.5275059747,0.5066071419,0.361629288,0.3391171468,0.3959044284,0.2453131925
0.05,0.27,0.1795978148,0.1075762488,0.7128259364,0.0670885732,0.0701200993,0.0912503348,0.4976734388,0.2132582646,0.5692862499,0.1367193667,0.5415601533,0.5135055919,0.3658411346,0.3503331221,0.3931256243,0.2495566624
0.05,0.29,0.175208198,0.100568715,0.7242230871,0.0663160581,0.0670067993,0.0888522119,0.5230856572,0.2045188853,0.5863594816,0.133188982,0.5479637929,0.5226073958,0.3744625068,0.3709887907,0.3836842347,0.2561817396
0.05,0.31,0.1700574856,0.0978742457,0.7320682686,0.0652376077,0.0667039326,0.0882554003,0.5363197772,0.2038422033,0.5981364659,0.1322610825,0.5694825835,0.5384128412,0.381971492,0.3803269295,0.4063291681,0.2661418997
0.05,0.33,0.1661901667,0.092622273,0.7411875603,0.0647381099,0.0638038532,0.0860377584,0.5559430142,0.1955787104,0.6117969793,0.128998626,0.5885433404,0.5396579426,0.39151106,0.3969911318,0.4035464165,0.2713369331
0.05,0.35,0.1616447317,0.0884627415,0.7498925269,0.0636093963,0.0623217756,0.0847588722,0.572967044,0.1917391742,0.624845003,0.1271132727,0.6046390524,0.5428917056,0.4032736169,0.4240130371,0.4194725081,0.2822096443
0.05,0.37,0.1582043061,0.0859773628,0.7558183311,0.0630411261,0.0604991096,0.0830305159,0.5838636055,0.1862650965,0.6337311386,0.1245313822,0.6334175955,0.5435217703,0.4087614536,0.4390618477,0.4292196744,0.2905859608
0.05,0.39,0.154146749,0.0827670225,0.7630862284,0.062221249,0.0597753092,0.0821954919,0.5975521834,0.1842928499,0.64463427,0.1232715818,0.668347245,0.5572744274,0.4261767579,0.456003928,0.4412951954,0.2985516888
0.05,0.41,0.1507196058,0.0788465741,0.7704338201,0.0614672406,0.0582009221,0.0808539144,0.612740672,0.1799436221,0.655652444,0.1212732464,0.6974357695,0.5681583413,0.437525471,0.4860913036,0.4395551847,0.3139870907
0.05,0.43,0.1474904131,0.0755102653,0.7769993216,0.060816005,0.0558694739,0.0788735209,0.625978791,0.1731886621,0.6655015532,0.1182993122,0.7280009409,0.5709002908,0.4492094527,0.524229118,0.4300509534,0.3218859316
0.05,0.45,0.1440611276,0.0734623487,0.7824765237,0.0603173893,0.0551739516,0.0779931687,0.6355518263,0.1709895255,0.6737149998,0.1169888201,0.7748317242,0.5864041767,0.4671388293,0.5561226142,0.4349189668,0.3309781525
0.05,0.47,0.1413299532,0.0713571607,0.7873128861,0.0596312356,0.054396429,0.07723193,0.6445985646,0.1689271246,0.6809725426,0.1158323729,0.8275928977,0.5984220611,0.4824796196,0.5812945552,0.4417866842,0.3459702056
0.05,0.49,0.1381941657,0.0685105866,0.7932952476,0.0592079638,0.0533230332,0.0762509945,0.6562740743,0.1658057651,0.6899428714,0.1143764917,0.8888788566,0.6046187183,0.4953816498,0.6192643038,0.4491301905,0.3687651186
0.07,0.01,0.295595244,0.569506909,0.134897847,0.0861645107,0.1373941123,0.1236586426,-1.004115971,0.379853375,0.3755655372,0.1727774369,0.5910217246,0.597868517,0.12181851,0.1796329365,0.3207259631,0.1228756817
0.07,0.03,0.2761929518,0.4440718392,0.2797352091,0.0837776913,0.1442082842,0.1422236566,-0.6084084693,0.414030769,0.2503106366,0.1457430779,0.5791865469,0.4665396916,0.2010509521,0.1987214123,0.3277298856,0.154706639
0.07,0.05,0.2612449745,0.365296533,0.3734584925,0.0805959031,0.1357512355,0.1390534016,-0.3571345735,0.3944445892,0.2219700789,0.1279086597,0.5650612506,0.4134574452,0.2415408437,0.214300768,0.3081453868,0.1697846918
0.07,0.07,0.2487139644,0.3169649016,0.434321134,0.0784167746,0.1265992595,0.1331043988,-0.1996086693,0.3701569895,0.2369748991,0.1332204272,0.5512577024,0.3948848729,0.2611204567,0.2311349614,0.3049071568,0.175978858
0.07,0.09,0.2378261149,0.2790749455,0.4830989396,0.0770356983,0.1171859046,0.1261536316,-0.0750509515,0.3439046903,0.2672351912,0.1445466028,0.5395253692,0.3852574747,0.2738826404,0.247564848,0.2960070177,0.1829656271
0.07,0.11,0.2286269861,0.2531684222,0.5182045917,0.075099955,0.1116132893,0.1222566381,0.0118677473,0.3290975666,0.3016076695,0.1525808439,0.5277168603,0.3898474905,0.2802634861,0.2613802283,0.302266196,0.1890164948
0.07,0.13,0.2198236155,0.2264542436,0.5537221409,0.074002136,0.1048113303,0.1165639835,0.1008136537,0.309388662,0.3427128218,0.1561331133,0.5203200432,0.3909624725,0.2930135016,0.277042943,0.2959576896,0.1937661063
0.07,0.15,0.2120027136,0.208972614,0.5790246724,0.0725049535,0.0993761721,0.112001229,0.1610794444,0.2938922094,0.3751533545,0.1564084934,0.5153267308,0.392205885,0.2959423849,0.2887505019,0.3023266861,0.1987948704
0.07,0.17,0.2045013032,0.1949484058,0.600550291,0.071063189,0.0944996146,0.108245547,0.2106534795,0.2804147012,0.4045211554,0.1551149939,0.5150924798,0.3991833062,0.2988968487,0.2988304366,0.3017906435,0.2033213864
0.07,0.19,0.1982714321,0.183123362,0.6186052058,0.0701721838,0.0917202081,0.1060226323,0.2523584818,0.272671422,0.4301122576,0.1543194976,0.513314438,0.4105903864,0.3033547386,0.3134178421,0.3101830436,0.2078887198
0.07,0.21,0.1918558932,0.1702877138,0.637856393,0.068933683,0.0867160616,0.1025074717,0.2972809655,0.2591094209,0.4579476559,0.1510334683,0.519574301,0.4080749609,0.3105999395,0.3223684373,0.3116670258,0.2130483438
0.07,0.23,0.1855941729,0.1594492805,0.6549565466,0.0679595342,0.0846368501,0.1009253256,0.3360579855,0.253576706,0.4832092691,0.1494251554,0.5263223898,0.4233482038,0.3215902064,0.3396244893,0.315531332,0.2201106214
0.07,0.25,0.1808073696,0.1511729211,0.6680197094,0.0670471238,0.0812552061,0.0975271856,0.3656738672,0.2432251493,0.5025366516,0.1449256554,0.536760665,0.4272124826,0.3234324451,0.3472338461,0.3182933147,0.224042484
0.07,0.27,0.1756780805,0.1433270254,0.6809948941,0.0663682618,0.0785550094,0.0958957465,0.3943408434,0.2362283371,0.5217275681,0.1431644955,0.547103859,0.4301127122,0.3313529679,0.3683760872,0.3266925397,0.2317530619
0.07,0.29,0.1714277145,0.135269754,0.6933025315,0.0655913909,0.0770326128,0.0946013733,0.4227630235,0.2320515868,0.5401275395,0.1413796934,0.5648706183,0.4426126326,0.342458159,0.3779304643,0.3341382469,0.23895195
0.07,0.31,0.166359553,0.131587246,0.702053201,0.0644639635,0.0742239356,0.0922570077,0.4388787089,0.2242276008,0.5531646374,0.1381134995,0.5856775438,0.4466556535,0.3440585402,0.3940597927,0.3334550186,0.2454883389
0.07,0.33,0.1623271325,0.125206984,0.7124658835,0.0638816542,0.0718709203,0.0899313807,0.4620519156,0.2170110672,0.5687626665,0.1346797615,0.6035455408,0.4527789413,0.3536555891,0.4204537848,0.3342364974,0.2487901656
0.07,0.35,0.1589111294,0.1196970757,0.7213917949,0.0631071753,0.069914336,0.0883106442,0.4819976434,0.2115640913,0.5821206841,0.1323521526,0.6283858311,0.458297242,0.3601835863,0.4370518164,0.338688962,0.2589601906
0.07,0.37,0.1550229585,0.116564716,0.7284123255,0.0625770824,0.0699721316,0.0883808517,0.4952828936,0.2120809693,0.5926564073,0.1324345582,0.6645736792,0.4685859986,0.3753703572,0.4547822096,0.3620307432,0.2667458445
0.07,0.39,0.15117135,0.1104549577,0.7383736923,0.0615853011,0.0678389425,0.0865089251,0.5174637769,0.2061034122,0.607596101,0.1296326363,0.6949913081,0.4697805231,0.3877369191,0.4817834165,0.3671841336,0.2755050942
0.07,0.41,0.1476500875,0.1067987289,0.7455511836,0.0609840254,0.0655899322,0.0846477819,0.5319537259,0.1996744185,0.6183357732,0.126935949,0.7265085,0.4756960012,0.3932093082,0.5214471435,0.3611269748,0.2871156142
0.07,0.43,0.1448730674,0.1027847324,0.7523422002,0.0603205796,0.0641519892,0.0831273303,0.5467727354,0.1953104729,0.6285199414,0.1246639108,0.7657123031,0.4860092392,0.4072088439,0.5531315422,0.3598322163,0.2904584041
0.07,0.45,0.1413028172,0.0994945549,0.7592026279,0.0598259969,0.0630497183,0.0821430188,0.5602135181,0.1921867025,0.6388047988,0.1232111535,0.8255537998,0.4949758751,0.4209359558,0.5796761644,0.3638392012,0.3014299346
0.07,0.47,0.1387977291,0.0952983183,0.7659039526,0.0591686708,0.0616895496,0.081053522,0.575307316,0.1885225723,0.6488604278,0.1215617467,0.8805362886,0.5024144984,0.4306107081,0.6128587458,0.3654821256,0.3185715804
0.07,0.49,0.1355958153,0.0936760096,0.7707281751,0.0585308867,0.0602632105,0.0797187028,0.583376156,0.1844001425,0.656094405,0.1195689356,0.9412573658,0.5041909863,0.4461872717,0.6604869323,0.3698663912,0.3214080593
0.09,0.01,0.2824365337,0.6135461849,0.1040172814,0.0837037538,0.1252743151,0.1059770799,-1.1230750884,0.3374058562,0.4293879387,0.1703717334,0.5698063706,0.4743023503,0.0956370869,0.1960919521,0.2487775366,0.1009922598
0.09,0.03,0.2657499911,0.4924188953,0.2418311137,0.0815079631,0.1363489724,0.131077982,-0.7430066769,0.3870445318,0.2835007677,0.1551993808,0.5582909922,0.3751331867,0.1683664682,0.2139695154,0.2556549557,0.1373383944
0.09,0.05,0.2528312208,0.4199881458,0.3271806334,0.079114123,0.1329750417,0.1324006407,-0.5127956582,0.3823164532,0.2304352483,0.1315375937,0.5441207058,0.3447586252,0.2023799497,0.2302051547,0.2530925907,0.151003873
0.09,0.07,0.2411728496,0.3660017853,0.3928253651,0.0772399886,0.1258249227,0.1291752858,-0.3391782054,0.3648536677,0.2214297854,0.123396292,0.5328529169,0.3298451842,0.2254539554,0.2463771179,0.2474325614,0.1614793527
0.09,0.09,0.2302889992,0.3304898061,0.4392211947,0.0755421096,0.1190007248,0.124546142,-0.2217584175,0.3465386541,0.2362060199,0.1275990872,0.5261984249,0.3301363742,0.236470654,0.2605423317,0.2463721174,0.16660542
0.09,0.11,0.2212342629,0.300262363,0.4785033742,0.074170224,0.1144879068,0.1217325747,-0.1220213518,0.3348117379,0.2632984611,0.1378177946,0.518782275,0.3340201246,0.2477598855,0.2755958741,0.2525906833,0.1733965502
0.09,0.13,0.2137070018,0.2770037491,0.5092892491,0.0729063941,0.1102622976,0.1190939844,-0.044718249,0.323830345,0.2922180883,0.1453843734,0.5127027946,0.338961272,0.2550511958,0.2869814719,0.2614811557,0.1785148396
0.09,0.15,0.2063142786,0.2542720034,0.539413718,0.0713707876,0.105138086,0.1147403082,0.0308697111,0.3092451116,0.3246333417,0.1505788549,0.5109647999,0.3454363517,0.2629246832,0.2971125422,0.2584350798,0.1845623529
0.09,0.17,0.1989678295,0.2372479737,0.5637841968,0.0704936976,0.1021395844,0.1125313536,0.0892882494,0.3010750107,0.3553246688,0.1536399688,0.5124419512,0.3532390712,0.2708377424,0.314244374,0.2681592927,0.1909839282
0.09,0.19,0.1934463527,0.222647481,0.5839061663,0.0690610325,0.0973659072,0.1087881003,0.1386112043,0.287830539,0.3819387296,0.1525038899,0.5147629309,0.3564010726,0.2744998879,0.3199886844,0.268793173,0.1938064354
0.09,0.21,0.1874667048,0.2086309851,0.6039023101,0.0682863811,0.0939977692,0.1061500872,0.1866403399,0.278371958,0.4093139572,0.1524535514,0.519902661,0.3625611199,0.282548168,0.3378445112,0.2729136643,0.1990387466
0.09,0.23,0.1817598458,0.196950191,0.6212899632,0.067308878,0.0899710792,0.1027146575,0.2273895812,0.2667558865,0.4336278073,0.1504787169,0.5347024122,0.3648964055,0.2887133532,0.3451771955,0.2743382705,0.201334908
0.09,0.25,0.1769797551,0.1872910344,0.6357292106,0.0664505285,0.0870546875,0.1008919021,0.2611471418,0.2591858289,0.4548654979,0.1484392087,0.5427649716,0.3720281623,0.2941242779,0.3640974819,0.2760012706,0.2078788017
0.09,0.27,0.1723496269,0.1758341843,0.6518161888,0.0656057948,0.0846611853,0.09840818,0.3001478202,0.2518915775,0.4783001393,0.146163196,0.5604537273,0.3810879326,0.3015492968,0.375379588,0.2782368923,0.2164008826
0.09,0.29,0.1675706788,0.1692399757,0.6631893455,0.0649111983,0.0843354945,0.0984686974,0.3247093941,0.2516668027,0.4953857964,0.146163267,0.5827856619,0.389843555,0.3144942346,0.3912595063,0.2979301496,0.2212595484
0.09,0.31,0.163568108,0.1620776235,0.6743542686,0.0638930032,0.0809011972,0.0958050882,0.3501990217,0.2421595244,0.5119148784,0.1426621591,0.5970114965,0.391970034,0.3173786452,0.4160044892,0.2952287214,0.2281877728
0.09,0.33,0.1591102224,0.1558046203,0.6850851573,0.0630805206,0.0793337082,0.0941151156,0.3734759167,0.2374398541,0.5279456564,0.1402454055,0.6254567238,0.4027608036,0.3266634535,0.435299041,0.2975967281,0.2329217049
