pi1,pi2,f0,f1,f2,sdf0,sdf1,sdf2,Q,sdQ,m,sdm,k0,k1,k2,sdk0,sdk1,sdk2
0.01,0.21,0.2079451566,0.0176605849,0.7743942586,0.0716916748,0.0286007857,0.0762724251,0.7390730889,0.1099139921,0.6616138822,0.1143212572,0.5236689364,1.0417617024,0.4979610059,0.2923770063,0.7952263333,0.2778232214
0.01,0.23,0.2014967687,0.0160766951,0.7824265362,0.070290893,0.0267423562,0.0739701657,0.750273146,0.1040387363,0.6736526583,0.1109032616,0.5197618932,1.0540580161,0.4925755211,0.3030673482,0.7730355547,0.290033701
0.01,0.25,0.1954597065,0.0163344878,0.7882058057,0.069576906,0.027490078,0.0741546765,0.7555368301,0.1065320739,0.6823162067,0.111202456,0.521196917,1.1174377834,0.493397408,0.313812305,0.8630117337,0.2970412407
0.01,0.27,0.1897304245,0.0145028029,0.7957667726,0.0694507426,0.0249834819,0.0729204979,0.7667611668,0.1002518427,0.6936555147,0.1093581818,0.5261460718,1.1103472091,0.4963849947,0.3296292294,0.7909047517,0.3137248364
0.01,0.29,0.1838183311,0.014916985,0.8012646838,0.0677137056,0.0259035687,0.0715635684,0.7714307137,0.1010925832,0.7019034527,0.1073174376,0.5326184682,1.1754737846,0.5007052949,0.3404593797,0.8945598606,0.3191634746
0.01,0.31,0.1784418181,0.014030778,0.8075274039,0.0666691271,0.0247468046,0.0701531254,0.7794658478,0.0977203358,0.7112932481,0.1052198602,0.5441704386,1.1902948753,0.5053741268,0.3520470551,0.8851111658,0.336104
0.01,0.33,0.1737001464,0.0132059842,0.8130938694,0.0662019801,0.024081603,0.0696081633,0.7866819009,0.096177058,0.7196408041,0.1044122449,0.5532746603,1.2077848905,0.5234525266,0.3755943884,0.9122674371,0.34198037
0.01,0.35,0.1688263648,0.0124733102,0.8187003249,0.0656243732,0.0230071062,0.0688525839,0.7937537044,0.0937276899,0.7280504874,0.1032788759,0.5788841924,1.2167783564,0.5376840945,0.3833565923,0.9000191084,0.3599101923
0.01,0.37,0.1641268254,0.0122326561,0.8236405184,0.0644583381,0.0219795791,0.0674173182,0.7991752062,0.0906870501,0.7354639911,0.1011105496,0.5967869819,1.2271697382,0.5501800291,0.4022383408,0.8746502247,0.3744442054
0.01,0.39,0.160532724,0.0115506838,0.8279165923,0.0631031729,0.0212997612,0.0660124605,0.8048152248,0.0884928976,0.7418748884,0.0990186907,0.6069838405,1.2435426858,0.5672235519,0.4264349526,0.8791849267,0.3828158643
0.01,0.41,0.1571228621,0.01200557,0.8308715678,0.062523888,0.0221330308,0.0655079253,0.8068604277,0.0894126277,0.7463073517,0.0982618879,0.6362060919,1.2973944269,0.5813327216,0.4405892029,1.0008955258,0.4027951964
0.01,0.43,0.1531531403,0.011579248,0.8352676117,0.0628155698,0.0217863807,0.0657391888,0.8121091156,0.089001177,0.7529014175,0.0986087832,0.6793374473,1.3173864697,0.6078761601,0.4651589287,1.0345549266,0.4360492971
0.01,0.45,0.1501474631,0.0104973757,0.8393551612,0.0611242113,0.0202857441,0.0638067149,0.8183604099,0.0849153735,0.7590327418,0.0957100724,0.7008057563,1.2989752562,0.635946903,0.4858333874,0.9722772126,0.4383862352
0.01,0.47,0.1473674439,0.0107230335,0.8419095226,0.0608017297,0.0206215625,0.0635020632,0.8204634556,0.0851782159,0.7628642839,0.0952530948,0.7305930019,1.3444691888,0.6657112308,0.528513838,1.046530305,0.4600848708
0.01,0.49,0.1431556397,0.0098146892,0.8470296712,0.0601588542,0.0192036478,0.062576521,0.8274002928,0.0819876089,0.7705445067,0.0938647816,0.7825238302,1.3201320078,0.7017614367,0.5585453755,0.9829454217,0.4911041568
0.03,0.01,0.3342542936,0.1653993644,0.500346342,0.0945714383,0.12171528,0.1546775143,0.1695476131,0.3778565108,0.3120234227,0.1556432278,0.6468663699,0.5904639146,0.5157379793,0.1425645388,0.4783883009,0.1851605276
0.03,0.03,0.3079758632,0.1261206127,0.5659035241,0.089220788,0.0929347265,0.124806138,0.3136622987,0.2874546897,0.3655643232,0.1617311687,0.6301164235,0.5472587295,0.5239414482,0.158626802,0.394630064,0.1770111888
0.03,0.05,0.2871582104,0.1028057271,0.6100360624,0.0860127169,0.079930634,0.1130265336,0.4044246081,0.2487208364,0.4212175528,0.1583525044,0.6140413544,0.5538370509,0.5232523988,0.177082967,0.3787003998,0.1846691968
0.03,0.07,0.2737615596,0.0945749277,0.6316635127,0.0831648239,0.0737371774,0.1069074926,0.4425136573,0.2303863885,0.4503434856,0.1545999811,0.5901661085,0.5616404742,0.4985435682,0.1951214999,0.3922884834,0.1965993874
0.03,0.09,0.2597250687,0.0827428857,0.6575320456,0.0813716698,0.0669720191,0.1017849538,0.4920462741,0.2115404009,0.4880483451,0.1484751535,0.5742841856,0.5668576393,0.4917194196,0.2138012739,0.3998947433,0.2060493198
0.03,0.11,0.2491719927,0.0747134645,0.6761145428,0.079326365,0.0607558537,0.0954699034,0.5266876138,0.1921088377,0.5148177241,0.1416401282,0.5549157574,0.5694854857,0.4763399038,0.2311835686,0.3925156077,0.2153489702
0.03,0.13,0.238793873,0.0686814011,0.692524726,0.0772393863,0.0587725281,0.0931412617,0.5551619238,0.1865992998,0.5391427143,0.1387310761,0.5405063478,0.5936517231,0.465376096,0.2468818882,0.4160752445,0.227327577
0.03,0.15,0.2277466348,0.0640497019,0.7082036634,0.0754234267,0.0551500062,0.090739941,0.5801042597,0.1776878252,0.5624725961,0.1356324678,0.534443001,0.6064497481,0.4602038217,0.2621574977,0.4108753533,0.2369087543
0.03,0.17,0.2198728889,0.0581897383,0.7219373728,0.0741574636,0.0522675259,0.087416879,0.6055578962,0.1682790508,0.582964973,0.1309419948,0.5237263624,0.6246250682,0.4546371335,0.2764284358,0.4146393723,0.2452908404
0.03,0.19,0.2110722319,0.0546413397,0.7342864284,0.0726834991,0.051227415,0.086958478,0.6250037491,0.1669282388,0.6015099796,0.130154773,0.5231651552,0.6431740704,0.456408129,0.2873650275,0.4452891314,0.2535463433
0.03,0.21,0.2042746456,0.0511907737,0.7445345806,0.0717113578,0.0483161425,0.0843130716,0.6421530332,0.158264785,0.6168265077,0.1263868711,0.5206806349,0.6446242521,0.4511271256,0.2985193354,0.4491394083,0.2629765059
0.03,0.23,0.1984532438,0.0499453708,0.7516013854,0.0705427618,0.0465840025,0.0811841819,0.6517106438,0.1511306304,0.6274160031,0.1217263204,0.5155028434,0.6449494769,0.4382186093,0.3136878853,0.4664518386,0.2700878352
0.03,0.25,0.192271932,0.0470696612,0.7606584068,0.0694188422,0.0458655962,0.0812381116,0.6665190845,0.1509399167,0.640992966,0.1218347065,0.5205957652,0.6537494198,0.4454942284,0.3230225619,0.5074995815,0.279131847
0.03,0.27,0.1862048774,0.0449937516,0.7688013711,0.0685885507,0.0438031892,0.0790097175,0.678813868,0.1443299835,0.653218124,0.1184529233,0.5274917489,0.6696522808,0.4476411073,0.3392115485,0.4930053502,0.2854947249
0.03,0.29,0.1806476952,0.041765273,0.7775870318,0.0673868987,0.0425402331,0.0775722726,0.6940564859,0.140813397,0.6663805477,0.1163584089,0.5395683822,0.6971300032,0.457885332,0.3480774434,0.4904368756,0.2944438458
0.03,0.31,0.1759188774,0.0394865569,0.7845945656,0.0661451986,0.0403640881,0.0761097609,0.7056214518,0.1356586531,0.6768939908,0.1141562281,0.5456408933,0.7018202932,0.4636250712,0.3658945068,0.4792480063,0.3050403508
0.03,0.33,0.1717477773,0.0387767344,0.7894754883,0.065510777,0.0401813951,0.0745094342,0.7119220195,0.1332625626,0.6842153747,0.1117554171,0.5618617334,0.7249519253,0.466202911,0.3775241875,0.4970709428,0.310642268
0.03,0.35,0.1673610169,0.0365372942,0.7961016889,0.0650562153,0.0389390819,0.0740979647,0.7230271004,0.13078385,0.6941525333,0.1111469471,0.5839859776,0.7406355554,0.4778634937,0.3932790958,0.4967729717,0.3298345097
0.03,0.37,0.1629856822,0.0365008748,0.8005134431,0.0638335487,0.0384363249,0.0726264506,0.7275116935,0.1286019695,0.7007701646,0.108939676,0.5996333502,0.7480234703,0.4888648194,0.4166455773,0.5191984118,0.3313326261
0.03,0.39,0.15924019,0.0359138787,0.8048459314,0.0635387475,0.0386637414,0.072541414,0.733018174,0.1291577901,0.7072688971,0.1088121209,0.6275128559,0.7714747504,0.5036600649,0.4384155802,0.5530504265,0.3467034324
0.03,0.41,0.1546056343,0.0329860392,0.8124083265,0.061904805,0.0361089164,0.0697166586,0.7464362481,0.121408199,0.7186124897,0.104574988,0.6592664657,0.7649161179,0.513520915,0.449827024,0.5254291829,0.3643827259
0.03,0.43,0.151259328,0.0300717678,0.8186689042,0.0617154825,0.0338522101,0.0692484607,0.7585253687,0.1168087289,0.7280033563,0.1038726911,0.6947805842,0.7539900399,0.5461523737,0.4779933782,0.5147226814,0.3732843138
0.03,0.45,0.1481193987,0.0309958225,0.8208847788,0.0611685445,0.034725204,0.0687254628,0.7588931339,0.1179890876,0.7313271682,0.1030881942,0.722375833,0.7833197823,0.5590986783,0.5198872081,0.5501169112,0.3878446822
0.03,0.47,0.1448573571,0.0301238976,0.8250187453,0.060501656,0.0344221564,0.0684574917,0.7647709501,0.1176762205,0.737528118,0.1026862375,0.7638746094,0.7886954792,0.5806882344,0.5518775323,0.5827397562,0.4131839124
0.03,0.49,0.1415560396,0.0295190488,0.8289249116,0.0597486739,0.03389808,0.0673239734,0.769886814,0.11555182,0.7433873674,0.1009859602,0.8187043581,0.7946376331,0.5999214601,0.5753708685,0.6010027685,0.4328035665
0.05,0.01,0.3302167315,0.2620144964,0.4077687721,0.0934144732,0.1458814239,0.1705860519,-0.1162602207,0.4444486637,0.2474774164,0.1413141031,0.6095781401,0.4819131952,0.4122581388,0.1584061365,0.3746012781,0.1959305214
0.05,0.03,0.3029863963,0.1950676617,0.5019459421,0.0872432842,0.1104936117,0.1333740325,0.1118106188,0.3337606115,0.2899082372,0.1535665796,0.5989715146,0.426969074,0.4475425447,0.17211055,0.3090242974,0.1813421439
0.05,0.05,0.2849359089,0.1671182204,0.5479458707,0.084197225,0.0976959543,0.1231056599,0.2137094298,0.2975796735,0.3377312815,0.1596302218,0.5805544232,0.4370793016,0.4439605611,0.1900640783,0.2987190372,0.1885389097
0.05,0.07,0.267081801,0.1454772021,0.5874409969,0.0821603399,0.0901125228,0.1154753282,0.2964865926,0.2742710558,0.3880951191,0.1601313915,0.5702224938,0.4511413983,0.4448926758,0.2089837928,0.3113300626,0.1968847974
0.05,0.09,0.255496126,0.1318484665,0.6126554076,0.0805042401,0.0818732275,0.1077451661,0.3489584747,0.2491677135,0.4222212304,0.1549545158,0.5515008345,0.4515769017,0.4311750634,0.226694661,0.3103642035,0.2035029176
0.05,0.11,0.2451544257,0.1194030064,0.6354425679,0.0784779174,0.0763142255,0.1040495745,0.3966365551,0.2347435642,0.4547309601,0.1525138129,0.5344471829,0.4570157461,0.4229698232,0.2429567175,0.3216528049,0.2126926113
0.05,0.13,0.2335780341,0.1127539544,0.6536680116,0.07596532,0.0743845802,0.1005176832,0.4281601028,0.2279656748,0.4812946763,0.1487467103,0.5273151586,0.4791776546,0.413004583,0.2562890242,0.3301233702,0.2199769446
0.05,0.15,0.2255000536,0.1013403792,0.6731595673,0.0748015208,0.0683136936,0.0963729858,0.4704788089,0.2113605605,0.5100746242,0.1436626949,0.5153510324,0.4828764238,0.4121755276,0.270310443,0.3268334858,0.2259265701
0.05,0.17,0.216495876,0.0964773092,0.6870268147,0.0735852626,0.0653061932,0.0933331595,0.4940721962,0.2022202944,0.5307212483,0.1395140468,0.51308735,0.480126295,0.4042469219,0.2826825287,0.344552761,0.2323353807
0.05,0.19,0.2084993037,0.0891677081,0.7023329882,0.072018692,0.0624443764,0.0905663875,0.523997572,0.193982547,0.5537169279,0.1351716723,0.5117149284,0.4949334095,0.4061124092,0.2940848578,0.3476276028,0.2384341111
0.05,0.21,0.2009583318,0.0837012176,0.7153404506,0.0709436875,0.0597369517,0.0887038282,0.5479380155,0.1869494964,0.5730653051,0.1328781403,0.512980588,0.5111708807,0.406667736,0.3093963369,0.3406428855,0.2477295691
0.05,0.23,0.19453708,0.0795729639,0.7258899561,0.0694964598,0.0583490125,0.0867094592,0.5667440283,0.182547853,0.5888670689,0.1299426462,0.5167799164,0.5216061291,0.4049834532,0.3177966382,0.356584477,0.2551973246
0.05,0.25,0.1901517478,0.0734852001,0.7363630521,0.0690889583,0.0569413363,0.0861846624,0.5893926518,0.1794177095,0.6045724283,0.1291689614,0.5156243459,0.5372921055,0.4123311141,0.3331261072,0.3746625571,0.2621535705
0.05,0.27,0.1837911951,0.0722797872,0.7439290177,0.0679031057,0.0543392248,0.0838646299,0.5993694434,0.1720310234,0.6159138787,0.1257147298,0.5312028535,0.5235492147,0.4103208892,0.3406683558,0.3847531345,0.2654481758
0.05,0.29,0.1778962402,0.0668682829,0.7552354768,0.0664570874,0.0518664446,0.0807799041,0.621498911,0.1639629784,0.6328532153,0.1211698562,0.5410582137,0.5399114507,0.4170478616,0.3584995141,0.3748423558,0.2756068209
0.05,0.31,0.1731331453,0.0651208626,0.7617459921,0.0660765028,0.0509775073,0.0803686484,0.6315042668,0.1619795913,0.6426189881,0.1205529726,0.5582175241,0.5549883958,0.424558304,0.3743836328,0.3763942809,0.2800709835
0.05,0.33,0.1688020852,0.0640254222,0.7671724926,0.0649631285,0.0514721738,0.0799389948,0.6391216482,0.1631766547,0.6507608812,0.1198990346,0.5753612331,0.5780142719,0.4281203307,0.3864894636,0.3947863737,0.2904970097
0.05,0.35,0.1660070697,0.0612504017,0.7727425287,0.0643264489,0.0499102366,0.0782953965,0.6502417253,0.1583063914,0.659113793,0.1174430948,0.5874668642,0.5834502599,0.4328758438,0.4062499321,0.4009857847,0.2956439162
0.05,0.37,0.1601649588,0.0578769593,0.7819580819,0.0628361164,0.0474827505,0.0756626311,0.6662041632,0.151014621,0.672938194,0.1134891459,0.6112585129,0.5856929645,0.4446862502,0.4318127131,0.3918355187,0.3057459533
0.05,0.39,0.1564723105,0.0572506873,0.7862770022,0.0627327103,0.0470026848,0.0754998517,0.6717756275,0.1499513629,0.6794155033,0.1132497775,0.6515792105,0.5902917128,0.452155143,0.4443475117,0.4105924136,0.3205270797
0.05,0.41,0.1534366408,0.056615846,0.7899475131,0.062142358,0.0470556039,0.0752940823,0.676715821,0.1502319217,0.6849212697,0.1129411234,0.6824647841,0.603018225,0.4674745688,0.4667340128,0.4327505058,0.3260429107
0.05,0.43,0.1492084122,0.0528132253,0.7979783626,0.0613253025,0.0451001863,0.073680527,0.692351912,0.1448068907,0.6969675438,0.1105207905,0.7140692659,0.6027412535,0.4877394391,0.504750308,0.4341582583,0.3375497352
0.05,0.45,0.1464862356,0.0501367515,0.8033770129,0.0607590206,0.0430681677,0.0722422401,0.7031035098,0.1392936072,0.7050655193,0.1083633602,0.742945761,0.5932366908,0.496315837,0.5481062279,0.4387522347,0.3564324015
0.05,0.47,0.1433234549,0.050473096,0.8062034491,0.0599350563,0.0433478189,0.0716074986,0.7052572571,0.139544545,0.7093051737,0.1074112479,0.7984523761,0.6016446909,0.512638523,0.5642472497,0.4644746849,0.3635126967
0.05,0.49,0.1400192809,0.0478337558,0.8121469633,0.0594429922,0.0424726878,0.070716601,0.7164794516,0.1369640449,0.7182204449,0.1060749015,0.8578760072,0.6148615907,0.5382939979,0.5970468948,0.4673787689,0.3751805823
0.07,0.01,0.3297954083,0.3567479559,0.3134566358,0.0916535367,0.1537674637,0.1707120928,-0.4000392759,0.4609704023,0.2266711893,0.1345473333,0.5656652509,0.4192948847,0.3075813477,0.1728954161,0.3130395314,0.1912447616
0.07,0.03,0.2997279252,0.2620487735,0.4382233013,0.086682252,0.1240174415,0.1429014167,-0.0858742457,0.3721784166,0.2373902953,0.1382617508,0.5649621351,0.3715357458,0.3741459753,0.1877236592,0.2627439958,0.1860569143
0.07,0.05,0.2796822223,0.2231106509,0.4972071268,0.0836555038,0.1088811583,0.1282973714,0.050985825,0.3263660517,0.2794954833,0.1494980029,0.5547329682,0.3698615434,0.3850536315,0.2047859225,0.2599075177,0.1859429429
0.07,0.07,0.2632534723,0.1985253687,0.538221159,0.0810543306,0.0991319507,0.1195627659,0.1411704217,0.2978405913,0.3220687685,0.156607373,0.5442629191,0.3734446709,0.3837208507,0.2223511147,0.2637133313,0.1924949598
0.07,0.09,0.2520427036,0.1792487592,0.5687085372,0.079323419,0.0921316337,0.1128992902,0.2102110187,0.2767377227,0.3605116578,0.1560078408,0.5278060061,0.3808682086,0.3778806412,0.2376621894,0.2695934357,0.1961487959
0.07,0.11,0.2387667369,0.1654486378,0.5957846253,0.0771237531,0.0870932437,0.1086290758,0.2648873496,0.2627091174,0.3972224801,0.1557063985,0.524112764,0.3925430887,0.3741856169,0.2513348336,0.2712539903,0.2043925013
0.07,0.13,0.2303966865,0.1478694612,0.6217338523,0.0748307092,0.0810347881,0.103329744,0.3259949298,0.2454213911,0.4341293248,0.1514716207,0.5094618162,0.4013727618,0.3761017691,0.2640687236,0.2770766525,0.2098442926
0.07,0.15,0.2202749313,0.1364773092,0.6432477595,0.0740451093,0.0772414718,0.1015356307,0.370293141,0.2361367533,0.4656300211,0.1504212369,0.5093807046,0.4128111995,0.3794260143,0.2782706599,0.2823094184,0.2175753417
0.07,0.17,0.212651837,0.1330303138,0.6543178491,0.0723869239,0.0765106829,0.0987259091,0.3882572214,0.2321292516,0.481938444,0.1468664015,0.5033382624,0.4254075985,0.3646681351,0.2910325646,0.2916736936,0.2207379207
0.07,0.19,0.2035419717,0.1211747063,0.675283322,0.0711355598,0.0717296424,0.0943362641,0.4329339094,0.2178263207,0.5131306459,0.1408956537,0.5113848618,0.4285390314,0.3733207631,0.3025242838,0.2979214405,0.2284183178
0.07,0.21,0.1985589317,0.1145920663,0.686849002,0.069944043,0.0669656425,0.0904766983,0.4576648695,0.2041571555,0.530352769,0.1354468786,0.5059080004,0.4264268481,0.3658466904,0.3134027933,0.2908850448,0.230725935
0.07,0.23,0.1926325561,0.1083364873,0.6990309565,0.0684602133,0.066162242,0.089623712,0.4823579819,0.2024556279,0.5486139179,0.13422303,0.5086858605,0.4454544236,0.3689470972,0.3236311323,0.2995218285,0.237101072
0.07,0.25,0.1865269397,0.1013318099,0.7121412504,0.0676871567,0.0650107986,0.0889813801,0.5094776306,0.1998709065,0.5684196808,0.132793495,0.5192730936,0.4581491362,0.3775533202,0.3367269018,0.317671504,0.2475874354
0.07,0.27,0.1805205841,0.0978826722,0.7215967437,0.066645576,0.0624351128,0.0866315565,0.5258313993,0.1924075725,0.5824004713,0.1299276277,0.5330621365,0.4577560566,0.3791863292,0.3502407044,0.319470661,0.2496349403
0.07,0.29,0.1768500732,0.0962323705,0.7269175563,0.0661843034,0.0617404168,0.0861609193,0.5344528154,0.1907397766,0.5903849038,0.1292077945,0.5392668894,0.4621557584,0.3756895695,0.3692237366,0.333734851,0.2552062145
0.07,0.31,0.1718420395,0.0934052201,0.7347527404,0.0658243711,0.0604429481,0.084884741,0.5479423001,0.1867368789,0.6021376799,0.1272990828,0.5647680633,0.473553973,0.3815825384,0.3813095799,0.3345938584,0.2589850884
0.07,0.33,0.1667211769,0.0884064698,0.7448723533,0.0647183224,0.0586561443,0.082973394,0.5680594137,0.1814389412,0.6173096012,0.1244565609,0.5866305291,0.4877299917,0.3893398136,0.3991779062,0.3306606864,0.2705435846
0.07,0.35,0.162505088,0.0851558539,0.7523390581,0.0635577418,0.0570944051,0.0816557971,0.5820273503,0.1774329763,0.6285085871,0.1224836956,0.5988665651,0.4906938571,0.3986678694,0.4296078843,0.338994521,0.2755012868
0.07,0.37,0.1582097333,0.0806691184,0.7611211483,0.062807836,0.0553545015,0.0805074968,0.5997829114,0.1730301927,0.6416870782,0.120737409,0.6350748666,0.4949317627,0.410007076,0.4407671002,0.3463906936,0.2889092211
0.07,0.39,0.1543792623,0.0760945478,0.7695261899,0.0621658135,0.0541764847,0.0788491794,0.6173370943,0.1689169958,0.654290356,0.1182693312,0.6706493659,0.504470311,0.4253559113,0.4595305686,0.3566675326,0.2943696957
0.07,0.41,0.1507873032,0.0760652694,0.7731474274,0.0614864234,0.0537893367,0.0778132278,0.6210168886,0.1672222808,0.6597211411,0.1167198417,0.7025496136,0.5071702045,0.4300540716,0.4906816334,0.3698857931,0.3002463418
0.07,0.43,0.1479622951,0.0729067733,0.7791309316,0.0609285528,0.0515385462,0.0768473095,0.6333173849,0.1619545624,0.6686963973,0.1152709642,0.7299769391,0.5010035392,0.437900702,0.5339917712,0.3729033251,0.3170526856
0.07,0.45,0.1441018317,0.0689720427,0.7869261256,0.0601251728,0.0497824604,0.074694777,0.6489820402,0.1561333294,0.6803891884,0.1120421656,0.7817323012,0.513698179,0.4557878328,0.5585365018,0.3620335594,0.3192753985
0.07,0.47,0.1419895026,0.0686849716,0.7893255258,0.0597649048,0.0501651844,0.0746508967,0.6519555825,0.1570791385,0.6839882886,0.111976345,0.8365326554,0.5303386253,0.4663368355,0.5865359817,0.3712835938,0.3309905208
0.07,0.49,0.1386639055,0.0671310744,0.7942050202,0.0595922717,0.0492589149,0.0747781183,0.6599428714,0.1556645992,0.6913075303,0.1121671774,0.9032446677,0.5369205075,0.4849812476,0.6296309147,0.3740027835,0.3497760104
0.09,0.01,0.322285143,0.4321233977,0.2455914593,0.0898936643,0.1469143327,0.1551255763,-0.6186553362,0.430735439,0.2457025029,0.1423956873,0.5354475511,0.3622235031,0.2326923809,0.1867761475,0.2576427277,0.1717505761
0.09,0.03,0.2930895847,0.3243631949,0.3825472203,0.0857687758,0.1269882677,0.139517861,-0.2661791695,0.374752259,0.2060674117,0.1235936656,0.5394212254,0.3153178599,0.3122303925,0.2019210259,0.2279407228,0.1751080071
0.09,0.05,0.2741721712,0.2779162352,0.4479115935,0.0820237834,0.1141429452,0.129149023,-0.1079208769,0.338754011,0.2321619595,0.1356435341,0.5307275015,0.3175290531,0.3286628237,0.216876029,0.2274836746,0.1798474234
0.09,0.07,0.259133788,0.2447823758,0.4960838362,0.08030182,0.1064988163,0.1230171259,0.0065190845,0.3171038669,0.2731488556,0.1485288201,0.5209055903,0.3323765771,0.3368292961,0.2345670319,0.2315847011,0.1874316316
0.09,0.09,0.2472774663,0.2205070161,0.5322155175,0.0786689037,0.1001646193,0.1191402677,0.0912014853,0.3006714537,0.313610883,0.1562307739,0.510336453,0.343773365,0.3392360749,0.2484719996,0.2381752311,0.1948849673
0.09,0.11,0.2341400364,0.2016902917,0.5641696719,0.0764034205,0.0950308585,0.1137250561,0.1607890884,0.2851497576,0.3547884457,0.1556636865,0.5101589802,0.3507515978,0.3445170763,0.2614386395,0.2498621158,0.1971686531
0.09,0.13,0.2262113043,0.1871589246,0.5866297711,0.0749978354,0.0916549991,0.1114969694,0.212311922,0.2764944939,0.3847423858,0.1578855719,0.498308773,0.3681330461,0.3409492909,0.2752628821,0.2509368762,0.2039292756
0.09,0.15,0.215109794,0.1694133609,0.6154768451,0.0726732298,0.0845703841,0.103636865,0.2766501232,0.2541100193,0.4249676866,0.151433882,0.5031991015,0.3665817559,0.348835684,0.2873533888,0.2592696392,0.2093445174
0.09,0.17,0.2093912236,0.1639947156,0.6266140608,0.0718554546,0.0818549485,0.1017161396,0.2986246296,0.2468066084,0.4410575927,0.1497710495,0.4967821763,0.3725803243,0.3349882377,0.2964680701,0.2571277019,0.2117595322
0.09,0.19,0.2017581319,0.1524040418,0.6458378263,0.0707114358,0.0801260761,0.0999804675,0.3410297426,0.2418867416,0.4694101475,0.1483105967,0.49925761,0.3889395792,0.3429404703,0.3121543163,0.2676248815,0.2173355131
0.09,0.21,0.195363302,0.1410797301,0.6635569679,0.0697718809,0.0737103548,0.0950854439,0.3813975078,0.2235772633,0.4955753919,0.1419399973,0.506319524,0.3840146199,0.345337941,0.3211575452,0.2648026667,0.2222285657
0.09,0.23,0.1891012961,0.1370957261,0.6738029778,0.0683082868,0.0742999252,0.0948595039,0.3996115257,0.2253570626,0.5109422644,0.1415731283,0.5111956654,0.4005647568,0.3448070192,0.3366012027,0.2744689681,0.2260498284
0.09,0.25,0.1830320991,0.1270168172,0.6899510837,0.0670772906,0.0686681288,0.0900061188,0.4359174492,0.2087976291,0.5350144607,0.1347313466,0.5266277127,0.3969122005,0.3492454331,0.3439258022,0.2703764484,0.2319395141
0.09,0.27,0.1786703324,0.1244753097,0.6968543578,0.0664972728,0.0685685369,0.0901395729,0.4479037384,0.2091447315,0.5453254544,0.135075688,0.5346842554,0.4034294714,0.3486986828,0.3624483046,0.2832257226,0.2345896774
0.09,0.29,0.1723961867,0.1174327847,0.7101710287,0.0657652177,0.0673695234,0.0886679062,0.4753054594,0.2053479515,0.56526297,0.132981101,0.5614443477,0.4190698924,0.3602609482,0.3765217399,0.2885381122,0.2434012394
0.09,0.31,0.1679130217,0.113071018,0.7190159603,0.0653494436,0.0658618754,0.0872449164,0.4928739244,0.2008000164,0.578541079,0.1308053923,0.58363204,0.4273875635,0.3625434424,0.3947810302,0.2909968779,0.2518589561
0.09,0.33,0.1655757489,0.1132266933,0.7211975578,0.0643631775,0.0649138224,0.085674228,0.4947441711,0.1975292606,0.5818477523,0.1283237926,0.5917154974,0.425500779,0.3561938074,0.4157761612,0.2999585703,0.2482381003
