arena_r,interac_r,pi1,pi2,q1,q2,lambda,f0,f1,f2,sdf0,sdf1,sdf2,Q,sdQ,m,sdm,k0,k1,k2,sdk0,sdk1,sdk2
75.0,3.0,0.3,0.3,5,10,0.9,0.6895579306,0.1034046976,0.2070373717,0.0209171041,0.0137752849,0.0184007833,0.0002279765,0.0357668399,,,,,,,,
75.0,3.0,0.3,0.3,7,10,0.9,0.6621905144,0.1390828512,0.1987266344,0.0212287289,0.0155924196,0.0179931606,-0.0794390681,0.0390984005,,,,,,,,
75.0,3.0,0.3,0.3,9,10,0.9,0.6367754454,0.1721807048,0.1910438498,0.0216499131,0.0169736607,0.0176749504,-0.1533175598,0.0415740915,,,,,,,,
75.0,3.5,0.3,0.3,5,10,0.9,0.5447288788,0.118390697,0.3368804242,0.0253228856,0.0170191638,0.0255169859,0.1000990301,0.0490791632,,,,,,,,
75.0,3.5,0.3,0.3,7,10,0.9,0.5202494702,0.175567663,0.3041828669,0.0257133671,0.0206376316,0.0254982989,-0.046952459,0.0564234551,,,,,,,,
75.0,3.5,0.3,0.3,9,10,0.9,0.4962402336,0.2311246833,0.2726350831,0.0250168964,0.0230407421,0.0245202976,-0.1896142834,0.061133457,,,,,,,,
75.0,4.0,0.3,0.3,5,10,0.9,0.4174818338,0.1198407156,0.4626774505,0.0262509151,0.0190232839,0.029335037,0.2229960193,0.0580923753,,,,,,,,
75.0,4.0,0.3,0.3,7,10,0.9,0.3964388476,0.1954396462,0.4081215062,0.0256126523,0.0243823446,0.0301055704,0.0172422138,0.0705266799,,,,,,,,
75.0,4.0,0.3,0.3,9,10,0.9,0.3741457319,0.279128094,0.3467261742,0.0241914554,0.0279188069,0.02938388,-0.2115300138,0.0780803615,,,,,,,,
75.0,4.5,0.3,0.3,5,10,0.9,0.3086356815,0.1100078029,0.5813565156,0.0233931461,0.0201466407,0.0291788615,0.3613409097,0.0624104326,,,,,,,,
