05 0.250663 0.276379 0.472958 95
06 0.236316 0.282281 0.481404 95
07 0.222147 0.281913 0.49594 95
08 0.208816 0.269675 0.521509 95
09 0.198933 0.281472 0.519594 95
10 0.186599 0.266579 0.546822 95
11 0.180538 0.280293 0.539169 95
12 0.173372 0.277462 0.549167 95
13 0.166058 0.265334 0.568608 95
14 0.162608 0.264475 0.572917 95
15 0.156945 0.257853 0.585202 95
16 0.153581 0.273057 0.573362 95
17 0.150192 0.264425 0.585383 95
18 0.147973 0.265961 0.586066 95
19 0.145033 0.260953 0.594014 95
20 0.141888 0.262432 0.595679 95
21 0.141394 0.254233 0.604374 95
22 0.137738 0.259544 0.602718 95
23 0.137773 0.262559 0.599668 95
24 0.135477 0.251576 0.612947 95
25 0.134934 0.256357 0.60871 95
26 0.133204 0.244433 0.622363 95
27 0.133633 0.256016 0.610351 95
28 0.132025 0.258152 0.609823 95
29 0.13164 0.251216 0.617143 95
30 0.131187 0.254869 0.613944 95
31 0.130637 0.246805 0.622557 95
32 0.129182 0.246197 0.624621 95
33 0.130761 0.249909 0.61933 95
34 0.129712 0.255674 0.614613 95
35 0.129409 0.24902 0.62157 95
