05 0.456291 0.0155374 0.194883 0.593116 0.348826 0.0156267 95
06 0.415363 0.0162275 0.191465 0.588448 0.393172 0.0171576 95
07 0.365963 0.0158487 0.20507 0.606701 0.428967 0.0156172 95
08 0.315327 0.0112342 0.191962 0.58913 0.492711 0.0169681 95
09 0.289406 0.0143664 0.1963 0.595034 0.514294 0.0232579 95
10 0.250581 0.0136164 0.177739 0.56911 0.571681 0.0174689 95
11 0.227263 0.00853025 0.166853 0.553051 0.605884 0.0122754 95
12 0.206378 0.00987956 0.178738 0.570551 0.614884 0.0130116 95
13 0.188706 0.00915019 0.164644 0.549709 0.64665 0.0163188 95
14 0.173181 0.00884731 0.151335 0.528931 0.675484 0.0145617 95
15 0.161291 0.00828865 0.139269 0.50906 0.69944 0.0128558 95
16 0.152645 0.00777234 0.127981 0.489472 0.719374 0.0115857 95
17 0.145102 0.00845146 0.132082 0.496708 0.722816 0.0146837 95
18 0.137959 0.00649242 0.128725 0.490794 0.733317 0.011028 95
19 0.133442 0.00774662 0.1206 0.476083 0.745959 0.0131182 95
20 0.130407 0.00747968 0.119833 0.474664 0.74976 0.0127886 95
21 0.125856 0.00868173 0.121724 0.478155 0.752419 0.0156983 95
22 0.12233 0.00582722 0.108523 0.453067 0.769147 0.00883116 95
23 0.120268 0.0082934 0.105951 0.44797 0.77378 0.0139643 95
24 0.117858 0.00941626 0.101086 0.438125 0.781056 0.0176215 95
25 0.116054 0.0111014 0.10258 0.441178 0.781365 0.0125393 95
26 0.114377 0.00964716 0.0899745 0.414552 0.795648 0.0156407 95
27 0.113398 0.00965035 0.0973445 0.430364 0.789257 0.0151063 95
28 0.111855 0.00822417 0.093691 0.422616 0.794454 0.0138347 95
29 0.110721 0.0103709 0.0958258 0.427164 0.793453 0.0165965 95
30 0.109851 0.0103147 0.0925452 0.42015 0.797604 0.0110551 95
31 0.11051 0.0110129 0.0987511 0.433302 0.790739 0.0118193 95
32 0.109393 0.0105909 0.0953265 0.426105 0.79528 0.0117968 95
33 0.108998 0.0112768 0.0997048 0.43528 0.791297 0.0111266 95
34 0.108634 0.0112452 0.0948102 0.425008 0.796555 0.0112414 95
35 0.108119 0.0120114 0.0939059 0.423076 0.797975 0.0131917 95
