coms,counts,probs
362,2,0.0004574565416285453
364,2,0.0004574565416285453
366,1,0.00022872827081427266
367,2,0.0004574565416285453
368,1,0.00022872827081427266
369,1,0.00022872827081427266
370,1,0.00022872827081427266
371,1,0.00022872827081427266
372,1,0.00022872827081427266
373,2,0.0004574565416285453
374,1,0.00022872827081427266
375,1,0.00022872827081427266
376,1,0.00022872827081427266
378,1,0.00022872827081427266
380,1,0.00022872827081427266
381,1,0.00022872827081427266
382,3,0.0006861848124428179
383,1,0.00022872827081427266
385,1,0.00022872827081427266
386,1,0.00022872827081427266
389,1,0.00022872827081427266
390,1,0.00022872827081427266
391,3,0.0006861848124428179
395,1,0.00022872827081427266
397,2,0.0004574565416285453
398,1,0.00022872827081427266
399,1,0.00022872827081427266
400,1,0.00022872827081427266
401,2,0.0004574565416285453
402,1,0.00022872827081427266
404,2,0.0004574565416285453
405,3,0.0006861848124428179
407,2,0.0004574565416285453
408,2,0.0004574565416285453
409,2,0.0004574565416285453
411,1,0.00022872827081427266
412,1,0.00022872827081427266
413,2,0.0004574565416285453
414,2,0.0004574565416285453
416,3,0.0006861848124428179
417,3,0.0006861848124428179
418,1,0.00022872827081427266
419,3,0.0006861848124428179
420,1,0.00022872827081427266
421,2,0.0004574565416285453
422,2,0.0004574565416285453
423,1,0.00022872827081427266
424,3,0.0006861848124428179
425,1,0.00022872827081427266
426,1,0.00022872827081427266
427,2,0.0004574565416285453
429,3,0.0006861848124428179
430,2,0.0004574565416285453
431,4,0.0009149130832570906
432,2,0.0004574565416285453
433,3,0.0006861848124428179
434,2,0.0004574565416285453
435,2,0.0004574565416285453
436,1,0.00022872827081427266
437,2,0.0004574565416285453
438,3,0.0006861848124428179
439,5,0.0011436413540713633
440,6,0.0013723696248856359
441,3,0.0006861848124428179
442,1,0.00022872827081427266
443,2,0.0004574565416285453
444,4,0.0009149130832570906
445,3,0.0006861848124428179
446,2,0.0004574565416285453
447,4,0.0009149130832570906
448,4,0.0009149130832570906
450,4,0.0009149130832570906
451,1,0.00022872827081427266
453,1,0.00022872827081427266
454,7,0.0016010978956999085
455,5,0.0011436413540713633
456,1,0.00022872827081427266
457,6,0.0013723696248856359
458,4,0.0009149130832570906
459,2,0.0004574565416285453
460,3,0.0006861848124428179
461,2,0.0004574565416285453
462,4,0.0009149130832570906
464,1,0.00022872827081427266
465,3,0.0006861848124428179
466,2,0.0004574565416285453
467,3,0.0006861848124428179
468,2,0.0004574565416285453
469,1,0.00022872827081427266
471,2,0.0004574565416285453
473,2,0.0004574565416285453
474,1,0.00022872827081427266
477,1,0.00022872827081427266
