05 0.195432 0.0144052 0.332811 0.0212708 0.471758 0.0240363 -0.193863 0.0635051 95
06 0.186907 0.00997252 0.322687 0.0169763 0.490406 0.0177822 -0.154968 0.0497885 95
07 0.183258 0.0122974 0.324937 0.017818 0.491805 0.0218292 -0.15807 0.0550635 95
08 0.180046 0.0121683 0.31945 0.013381 0.500503 0.0161547 -0.138398 0.0395108 95
09 0.176422 0.00850291 0.329563 0.0146549 0.494014 0.0171815 -0.165112 0.0450511 95
10 0.172454 0.00964768 0.327474 0.0148241 0.500072 0.013553 -0.154875 0.0410294 95
11 0.168935 0.00953191 0.321058 0.0155417 0.510006 0.0174153 -0.132111 0.046663 95
12 0.165938 0.0082234 0.324024 0.0156781 0.510038 0.0171727 -0.13801 0.0471622 95
13 0.162996 0.00984878 0.327849 0.0164594 0.509155 0.0174187 -0.146543 0.0483911 95
14 0.162712 0.00895206 0.322797 0.0122391 0.514491 0.0136152 -0.131103 0.0359806 95
15 0.159555 0.0068535 0.321184 0.0142318 0.519261 0.0139686 -0.123106 0.0413121 95
16 0.158286 0.00689292 0.327952 0.0113522 0.513762 0.0114076 -0.142141 0.0326896 95
17 0.156573 0.0070138 0.322825 0.0127495 0.520602 0.013655 -0.125048 0.0378985 95
18 0.155631 0.00657664 0.322764 0.0119791 0.521606 0.0122555 -0.123921 0.0350014 95
19 0.152997 0.00661892 0.321359 0.0100136 0.525644 0.0116248 -0.117075 0.0303221 95
20 0.152782 0.00737318 0.317309 0.00870064 0.529909 0.00904885 -0.104709 0.024313 95
21 0.152411 0.00730298 0.324539 0.0106802 0.523049 0.0100318 -0.126029 0.0296589 95
22 0.151145 0.00658467 0.31837 0.0100723 0.530485 0.0108634 -0.106255 0.0295977 95
23 0.150195 0.0063547 0.315483 0.0164521 0.534322 0.0167033 -0.0966449 0.0487879 95
24 0.150202 0.00645875 0.317298 0.0120229 0.532501 0.0115086 -0.102095 0.0343689 95
25 0.148967 0.00643251 0.317513 0.0115364 0.533519 0.0108058 -0.101507 0.0326508 95
26 0.148853 0.00685619 0.32019 0.0137521 0.530957 0.0132666 -0.109423 0.0396071 95
27 0.148296 0.00634397 0.327159 0.0107993 0.524545 0.0118823 -0.129774 0.0322928 95
28 0.147666 0.00723644 0.323461 0.012555 0.528872 0.011437 -0.11805 0.0351206 95
29 0.148645 0.00667888 0.32114 0.0119252 0.530215 0.0109665 -0.112066 0.0335385 95
30 0.147391 0.00562807 0.323585 0.0120238 0.529024 0.0109231 -0.118146 0.0340885 95
31 0.14805 0.00620656 0.320536 0.00969631 0.531414 0.00889916 -0.109658 0.0269194 95
32 0.14765 0.00688435 0.321976 0.0120409 0.530374 0.0115349 -0.113578 0.0342678 95
33 0.14701 0.00647266 0.318421 0.00870917 0.534568 0.00779249 -0.102275 0.0235258 95
34 0.147616 0.00720982 0.322101 0.0123544 0.530283 0.0113997 -0.113919 0.0346654 95
35 0.147624 0.00716924 0.321506 0.0107666 0.53087 0.0117308 -0.112142 0.0317105 95
