05 0.456291 0.0155374 0.194883 0.0135058 0.348826 0.0156267 -0.0752359 0.0673022 95
06 0.415363 0.0162275 0.191465 0.0101412 0.393172 0.0171576 0.0170808 0.0528335 95
07 0.365963 0.0158487 0.20507 0.0119763 0.428967 0.0156172 0.0296545 0.0523731 95
08 0.315327 0.0112342 0.191962 0.0110912 0.492711 0.0169681 0.158539 0.0524853 95
09 0.289406 0.0143664 0.1963 0.0146804 0.514294 0.0232579 0.170563 0.0687914 95
10 0.250581 0.0136164 0.177739 0.0144305 0.571681 0.0174689 0.288499 0.0560446 95
11 0.227263 0.00853025 0.166853 0.0103332 0.605884 0.0122754 0.35222 0.0396625 95
12 0.206378 0.00987956 0.178738 0.0119909 0.614884 0.0130116 0.324413 0.0433406 95
13 0.188706 0.00915019 0.164644 0.015241 0.64665 0.0163188 0.391214 0.0555085 95
14 0.173181 0.00884731 0.151335 0.012306 0.675484 0.0145617 0.450878 0.0445622 95
15 0.161291 0.00828865 0.139269 0.0101183 0.69944 0.0128558 0.501809 0.03629 95
16 0.152645 0.00777234 0.127981 0.0122305 0.719374 0.0115857 0.547012 0.0418216 95
17 0.145102 0.00845146 0.132082 0.0137884 0.722816 0.0146837 0.536546 0.0476819 95
18 0.137959 0.00649242 0.128725 0.00857253 0.733317 0.011028 0.551987 0.0301554 95
19 0.133442 0.00774662 0.1206 0.0124385 0.745959 0.0131182 0.582539 0.042413 95
20 0.130407 0.00747968 0.119833 0.00983142 0.74976 0.0127886 0.586537 0.0343674 95
21 0.125856 0.00868173 0.121724 0.0126844 0.752419 0.0156983 0.582189 0.0439386 95
22 0.12233 0.00582722 0.108523 0.00680071 0.769147 0.00883116 0.62904 0.0233145 95
23 0.120268 0.0082934 0.105951 0.0111198 0.77378 0.0139643 0.638656 0.0380727 95
24 0.117858 0.00941626 0.101086 0.0150802 0.781056 0.0176215 0.656195 0.051378 95
25 0.116054 0.0111014 0.10258 0.00836794 0.781365 0.0125393 0.65187 0.027827 95
26 0.114377 0.00964716 0.0899745 0.0123665 0.795648 0.0156407 0.695181 0.0419836 95
27 0.113398 0.00965035 0.0973445 0.0124611 0.789257 0.0151063 0.670613 0.0420109 95
28 0.111855 0.00822417 0.093691 0.0109951 0.794454 0.0138347 0.683496 0.037299 95
29 0.110721 0.0103709 0.0958258 0.0131756 0.793453 0.0165965 0.676695 0.0445007 95
30 0.109851 0.0103147 0.0925452 0.0074939 0.797604 0.0110551 0.688136 0.024524 95
31 0.11051 0.0110129 0.0987511 0.0076546 0.790739 0.0118193 0.666965 0.0251785 95
32 0.109393 0.0105909 0.0953265 0.00833366 0.79528 0.0117968 0.678928 0.0273392 95
33 0.108998 0.0112768 0.0997048 0.00678285 0.791297 0.0111266 0.664332 0.0218253 95
34 0.108634 0.0112452 0.0948102 0.00595162 0.796555 0.0112414 0.680921 0.0193775 95
35 0.108119 0.0120114 0.0939059 0.00817322 0.797975 0.0131917 0.684142 0.0269138 95
