05 0.460824 0.0164942 0.191321 0.0145128 0.347855 0.0175926 145
06 0.420211 0.0180877 0.193998 0.00987412 0.385791 0.0195505 145
07 0.370224 0.0158941 0.204008 0.0128204 0.425768 0.0162994 145
08 0.316379 0.0112845 0.195334 0.0114887 0.488286 0.016563 145
09 0.292116 0.0145119 0.202526 0.0154192 0.505357 0.0239831 145
10 0.252503 0.0131561 0.177393 0.0142392 0.570105 0.0169383 145
11 0.228929 0.00920747 0.164093 0.0105149 0.606978 0.0112837 145
12 0.208102 0.010634 0.18033 0.0121878 0.611568 0.0139079 145
13 0.187655 0.00989892 0.162594 0.0133861 0.649751 0.0160214 145
14 0.173905 0.0103759 0.150239 0.0118893 0.675855 0.0153739 145
15 0.161497 0.010458 0.137797 0.0100734 0.700706 0.0138142 145
16 0.153838 0.00893041 0.13341 0.0141701 0.712753 0.0156551 145
17 0.145371 0.0118891 0.134012 0.0120041 0.720616 0.0145841 145
18 0.138435 0.0100586 0.123232 0.0111576 0.738333 0.014489 145
19 0.133217 0.0128023 0.118648 0.0110347 0.748134 0.0155591 145
20 0.130295 0.0115329 0.114561 0.0113932 0.755144 0.0160881 145
21 0.126628 0.0129943 0.116445 0.013314 0.756926 0.017435 145
22 0.123083 0.0115465 0.104054 0.00907967 0.772863 0.0134241 145
23 0.120591 0.0146879 0.0999701 0.0131407 0.779439 0.0185539 145
24 0.118843 0.0141529 0.103115 0.0128798 0.778042 0.0187425 145
25 0.116658 0.0187912 0.0963657 0.0115216 0.786976 0.0194384 145
26 0.115011 0.0176443 0.0874919 0.0119852 0.797497 0.0194564 145
27 0.114142 0.017504 0.0954807 0.0111899 0.790377 0.0187909 145
28 0.112636 0.0151901 0.0889848 0.0114959 0.79838 0.0179136 145
29 0.11165 0.0192889 0.0916352 0.0130017 0.796715 0.0215481 145
30 0.110925 0.0180395 0.0881386 0.00936391 0.800937 0.0184197 145
31 0.110968 0.0173553 0.0912734 0.0125446 0.797759 0.0195205 145
32 0.110481 0.0186508 0.0916331 0.0111502 0.797886 0.0187207 145
33 0.109752 0.0194249 0.0917777 0.0128747 0.79847 0.0211773 145
34 0.109491 0.0177747 0.0889009 0.010489 0.801608 0.0181262 145
35 0.109112 0.019587 0.0891838 0.0103186 0.801705 0.0195307 145
