05 0.45073 0.0538497 0.193257 0.0439984 0.356013 0.0318451 195
06 0.409577 0.0497015 0.201063 0.0387445 0.38936 0.029636 195
07 0.366187 0.0469815 0.213036 0.042088 0.420777 0.0286174 195
08 0.313007 0.0432019 0.210148 0.0483533 0.476845 0.0335424 195
09 0.288923 0.0443528 0.212491 0.0463297 0.498586 0.0352665 195
10 0.250759 0.0408429 0.191127 0.0531692 0.558114 0.0423262 195
11 0.226408 0.0421225 0.183045 0.0570959 0.590547 0.0450544 195
12 0.207778 0.0388043 0.191243 0.052449 0.600979 0.0461761 195
13 0.189774 0.0404684 0.176105 0.0566995 0.634121 0.0532238 195
14 0.175897 0.0402387 0.168678 0.0572269 0.655425 0.0551635 195
15 0.16416 0.0400913 0.160396 0.0652634 0.675444 0.065894 195
16 0.156136 0.0397101 0.154976 0.0609839 0.688888 0.0621909 195
17 0.147974 0.0415903 0.155937 0.0653378 0.696089 0.0672002 195
18 0.141277 0.04111 0.144498 0.06561 0.714225 0.0688596 195
19 0.135582 0.0425908 0.137404 0.0642368 0.727014 0.0665724 195
20 0.132866 0.0423034 0.136932 0.0686523 0.730202 0.0709459 195
21 0.128509 0.0430921 0.136325 0.068357 0.735167 0.0698198 195
22 0.125548 0.0424629 0.126 0.0684281 0.748453 0.0710457 195
23 0.122995 0.0441329 0.125202 0.0748251 0.751803 0.0773161 195
24 0.121325 0.0431456 0.128233 0.0754608 0.750442 0.077996 195
25 0.119145 0.0454503 0.11786 0.0716215 0.762995 0.0762086 195
26 0.117258 0.0459005 0.111561 0.0760176 0.771181 0.0799837 195
27 0.116152 0.0457624 0.118797 0.0736085 0.765051 0.0770492 195
28 0.114846 0.0447409 0.114784 0.077057 0.77037 0.0802748 195
29 0.113605 0.046715 0.115085 0.0738339 0.771309 0.077265 195
30 0.113254 0.0462656 0.110684 0.0736545 0.776062 0.0773889 195
31 0.113031 0.0458836 0.114502 0.0760734 0.772467 0.0791832 195
32 0.112533 0.046899 0.111168 0.0737886 0.776299 0.0768689 195
33 0.111714 0.0473869 0.113275 0.072324 0.775011 0.0754623 195
34 0.111417 0.0457041 0.112512 0.0754467 0.776071 0.0785209 195
35 0.110883 0.0475322 0.112305 0.076525 0.776812 0.079325 195
