iter,f0,f1,f2
      0,    1.0000000000,    0.0000000000,    0.0000000000
      1,    0.9230000000,    0.0380000000,    0.0390000000
      2,    0.8230000000,    0.0820000000,    0.0950000000
      3,    0.7050000000,    0.1370000000,    0.1580000000
      4,    0.5990000000,    0.1990000000,    0.2020000000
      5,    0.4910000000,    0.2470000000,    0.2620000000
      6,    0.4300000000,    0.2740000000,    0.2960000000
      7,    0.3930000000,    0.2830000000,    0.3240000000
      8,    0.3840000000,    0.2980000000,    0.3180000000
      9,    0.3960000000,    0.2920000000,    0.3120000000
     10,    0.3850000000,    0.2970000000,    0.3180000000
     11,    0.4050000000,    0.2740000000,    0.3210000000
     12,    0.4070000000,    0.2860000000,    0.3070000000
     13,    0.3900000000,    0.2820000000,    0.3280000000
     14,    0.3940000000,    0.2620000000,    0.3440000000
     15,    0.3920000000,    0.2650000000,    0.3430000000
     16,    0.3850000000,    0.2700000000,    0.3450000000
     17,    0.3930000000,    0.2590000000,    0.3480000000
     18,    0.3940000000,    0.2550000000,    0.3510000000
     19,    0.3980000000,    0.2500000000,    0.3520000000
     20,    0.4000000000,    0.2260000000,    0.3740000000
     21,    0.3770000000,    0.2190000000,    0.4040000000
     22,    0.3560000000,    0.2300000000,    0.4140000000
     23,    0.3810000000,    0.1950000000,    0.4240000000
     24,    0.3860000000,    0.1780000000,    0.4360000000
     25,    0.3500000000,    0.1760000000,    0.4740000000
     26,    0.3540000000,    0.1770000000,    0.4690000000
     27,    0.3610000000,    0.1650000000,    0.4740000000
     28,    0.3550000000,    0.1440000000,    0.5010000000
     29,    0.3220000000,    0.1330000000,    0.5450000000
     30,    0.3350000000,    0.1100000000,    0.5550000000
     31,    0.3220000000,    0.0890000000,    0.5890000000
     32,    0.2890000000,    0.0850000000,    0.6260000000
     33,    0.2630000000,    0.0740000000,    0.6630000000
     34,    0.2520000000,    0.0720000000,    0.6760000000
     35,    0.2500000000,    0.0510000000,    0.6990000000
     36,    0.2390000000,    0.0400000000,    0.7210000000
     37,    0.2130000000,    0.0390000000,    0.7480000000
     38,    0.2120000000,    0.0300000000,    0.7580000000
     39,    0.1990000000,    0.0280000000,    0.7730000000
     40,    0.1950000000,    0.0210000000,    0.7840000000
     41,    0.1950000000,    0.0210000000,    0.7840000000
     42,    0.1840000000,    0.0170000000,    0.7990000000
     43,    0.1580000000,    0.0200000000,    0.8220000000
     44,    0.1580000000,    0.0160000000,    0.8260000000
     45,    0.1420000000,    0.0180000000,    0.8400000000
     46,    0.1720000000,    0.0100000000,    0.8180000000
     47,    0.1550000000,    0.0170000000,    0.8280000000
     48,    0.1800000000,    0.0160000000,    0.8040000000
     49,    0.1860000000,    0.0110000000,    0.8030000000
     50,    0.1780000000,    0.0160000000,    0.8060000000
     51,    0.1700000000,    0.0140000000,    0.8160000000
     52,    0.1480000000,    0.0090000000,    0.8430000000
     53,    0.1450000000,    0.0100000000,    0.8450000000
     54,    0.1580000000,    0.0080000000,    0.8340000000
     55,    0.1800000000,    0.0090000000,    0.8110000000
     56,    0.1780000000,    0.0130000000,    0.8090000000
     57,    0.1600000000,    0.0180000000,    0.8220000000
     58,    0.1820000000,    0.0200000000,    0.7980000000
     59,    0.1770000000,    0.0220000000,    0.8010000000
     60,    0.1680000000,    0.0230000000,    0.8090000000
     61,    0.1740000000,    0.0180000000,    0.8080000000
     62,    0.1670000000,    0.0180000000,    0.8150000000
     63,    0.1690000000,    0.0170000000,    0.8140000000
     64,    0.1610000000,    0.0170000000,    0.8220000000
     65,    0.1690000000,    0.0140000000,    0.8170000000
     66,    0.1550000000,    0.0130000000,    0.8320000000
     67,    0.1700000000,    0.0080000000,    0.8220000000
     68,    0.1610000000,    0.0100000000,    0.8290000000
     69,    0.1440000000,    0.0170000000,    0.8390000000
     70,    0.1700000000,    0.0130000000,    0.8170000000
     71,    0.1690000000,    0.0130000000,    0.8180000000
     72,    0.1620000000,    0.0110000000,    0.8270000000
     73,    0.1530000000,    0.0130000000,    0.8340000000
     74,    0.1780000000,    0.0110000000,    0.8110000000
     75,    0.1750000000,    0.0130000000,    0.8120000000
     76,    0.1670000000,    0.0110000000,    0.8220000000
     77,    0.1540000000,    0.0090000000,    0.8370000000
     78,    0.1490000000,    0.0110000000,    0.8400000000
     79,    0.1600000000,    0.0080000000,    0.8320000000
     80,    0.1500000000,    0.0150000000,    0.8350000000
     81,    0.1750000000,    0.0180000000,    0.8070000000
     82,    0.2010000000,    0.0120000000,    0.7870000000
     83,    0.1950000000,    0.0170000000,    0.7880000000
     84,    0.1820000000,    0.0110000000,    0.8070000000
     85,    0.1890000000,    0.0120000000,    0.7990000000
     86,    0.1720000000,    0.0170000000,    0.8110000000
     87,    0.1970000000,    0.0180000000,    0.7850000000
     88,    0.1920000000,    0.0130000000,    0.7950000000
     89,    0.1750000000,    0.0160000000,    0.8090000000
     90,    0.1840000000,    0.0170000000,    0.7990000000
     91,    0.1800000000,    0.0170000000,    0.8030000000
     92,    0.1660000000,    0.0150000000,    0.8190000000
     93,    0.1640000000,    0.0210000000,    0.8150000000
     94,    0.1710000000,    0.0200000000,    0.8090000000
     95,    0.1800000000,    0.0210000000,    0.7990000000
     96,    0.1650000000,    0.0210000000,    0.8140000000
     97,    0.1660000000,    0.0150000000,    0.8190000000
     98,    0.1700000000,    0.0220000000,    0.8080000000
     99,    0.1940000000,    0.0180000000,    0.7880000000
    100,    0.1870000000,    0.0200000000,    0.7930000000
    101,    0.1660000000,    0.0250000000,    0.8090000000
    102,    0.1960000000,    0.0080000000,    0.7960000000
    103,    0.1630000000,    0.0130000000,    0.8240000000
    104,    0.1590000000,    0.0130000000,    0.8280000000
    105,    0.1760000000,    0.0100000000,    0.8140000000
    106,    0.1530000000,    0.0090000000,    0.8380000000
    107,    0.1500000000,    0.0100000000,    0.8400000000
    108,    0.1530000000,    0.0120000000,    0.8350000000
    109,    0.1530000000,    0.0140000000,    0.8330000000
    110,    0.1840000000,    0.0150000000,    0.8010000000
    111,    0.1830000000,    0.0120000000,    0.8050000000
    112,    0.1640000000,    0.0130000000,    0.8230000000
    113,    0.1680000000,    0.0120000000,    0.8200000000
    114,    0.1500000000,    0.0110000000,    0.8390000000
    115,    0.1630000000,    0.0090000000,    0.8280000000
    116,    0.1650000000,    0.0110000000,    0.8240000000
    117,    0.1530000000,    0.0160000000,    0.8310000000
    118,    0.1530000000,    0.0110000000,    0.8360000000
    119,    0.1530000000,    0.0120000000,    0.8350000000
    120,    0.1410000000,    0.0100000000,    0.8490000000
    121,    0.1560000000,    0.0090000000,    0.8350000000
    122,    0.1610000000,    0.0160000000,    0.8230000000
    123,    0.1570000000,    0.0100000000,    0.8330000000
    124,    0.1740000000,    0.0100000000,    0.8160000000
    125,    0.1680000000,    0.0140000000,    0.8180000000
    126,    0.1480000000,    0.0140000000,    0.8380000000
    127,    0.1580000000,    0.0130000000,    0.8290000000
    128,    0.1660000000,    0.0110000000,    0.8230000000
    129,    0.1580000000,    0.0150000000,    0.8270000000
    130,    0.1570000000,    0.0160000000,    0.8270000000
    131,    0.1950000000,    0.0150000000,    0.7900000000
    132,    0.1700000000,    0.0240000000,    0.8060000000
    133,    0.1850000000,    0.0160000000,    0.7990000000
    134,    0.1850000000,    0.0190000000,    0.7960000000
    135,    0.1700000000,    0.0110000000,    0.8190000000
    136,    0.1440000000,    0.0160000000,    0.8400000000
    137,    0.1560000000,    0.0140000000,    0.8300000000
    138,    0.1660000000,    0.0160000000,    0.8180000000
    139,    0.1740000000,    0.0160000000,    0.8100000000
    140,    0.1590000000,    0.0150000000,    0.8260000000
    141,    0.1570000000,    0.0280000000,    0.8150000000
    142,    0.1750000000,    0.0240000000,    0.8010000000
    143,    0.1890000000,    0.0140000000,    0.7970000000
    144,    0.1990000000,    0.0120000000,    0.7890000000
    145,    0.1690000000,    0.0120000000,    0.8190000000
    146,    0.1530000000,    0.0140000000,    0.8330000000
    147,    0.1730000000,    0.0160000000,    0.8110000000
    148,    0.1590000000,    0.0200000000,    0.8210000000
    149,    0.1770000000,    0.0150000000,    0.8080000000
    150,    0.1680000000,    0.0160000000,    0.8160000000
    151,    0.1870000000,    0.0170000000,    0.7960000000
    152,    0.1880000000,    0.0210000000,    0.7910000000
    153,    0.1730000000,    0.0240000000,    0.8030000000
    154,    0.1690000000,    0.0150000000,    0.8160000000
    155,    0.1610000000,    0.0170000000,    0.8220000000
    156,    0.1780000000,    0.0120000000,    0.8100000000
    157,    0.1620000000,    0.0150000000,    0.8230000000
    158,    0.1820000000,    0.0140000000,    0.8040000000
    159,    0.1810000000,    0.0200000000,    0.7990000000
    160,    0.1720000000,    0.0170000000,    0.8110000000
    161,    0.1760000000,    0.0150000000,    0.8090000000
    162,    0.1870000000,    0.0160000000,    0.7970000000
    163,    0.1750000000,    0.0220000000,    0.8030000000
    164,    0.1840000000,    0.0210000000,    0.7950000000
    165,    0.1930000000,    0.0250000000,    0.7820000000
    166,    0.1810000000,    0.0180000000,    0.8010000000
    167,    0.1780000000,    0.0240000000,    0.7980000000
    168,    0.1810000000,    0.0220000000,    0.7970000000
    169,    0.1970000000,    0.0160000000,    0.7870000000
    170,    0.1900000000,    0.0190000000,    0.7910000000
    171,    0.1870000000,    0.0170000000,    0.7960000000
    172,    0.1780000000,    0.0190000000,    0.8030000000
    173,    0.1660000000,    0.0200000000,    0.8140000000
    174,    0.1680000000,    0.0140000000,    0.8180000000
    175,    0.1630000000,    0.0130000000,    0.8240000000
    176,    0.1560000000,    0.0130000000,    0.8310000000
    177,    0.1450000000,    0.0130000000,    0.8420000000
    178,    0.1690000000,    0.0090000000,    0.8220000000
    179,    0.1560000000,    0.0110000000,    0.8330000000
    180,    0.1560000000,    0.0130000000,    0.8310000000
    181,    0.1590000000,    0.0080000000,    0.8330000000
    182,    0.1530000000,    0.0150000000,    0.8320000000
    183,    0.1500000000,    0.0060000000,    0.8440000000
    184,    0.1470000000,    0.0060000000,    0.8470000000
    185,    0.1330000000,    0.0090000000,    0.8580000000
    186,    0.1540000000,    0.0100000000,    0.8360000000
    187,    0.1610000000,    0.0110000000,    0.8280000000
    188,    0.1440000000,    0.0080000000,    0.8480000000
    189,    0.1630000000,    0.0100000000,    0.8270000000
    190,    0.1710000000,    0.0090000000,    0.8200000000
    191,    0.1520000000,    0.0090000000,    0.8390000000
    192,    0.1570000000,    0.0100000000,    0.8330000000
    193,    0.1570000000,    0.0120000000,    0.8310000000
    194,    0.1600000000,    0.0090000000,    0.8310000000
    195,    0.1550000000,    0.0120000000,    0.8330000000
    196,    0.1710000000,    0.0110000000,    0.8180000000
    197,    0.1670000000,    0.0120000000,    0.8210000000
    198,    0.1660000000,    0.0110000000,    0.8230000000
    199,    0.1660000000,    0.0140000000,    0.8200000000
    200,    0.1660000000,    0.0090000000,    0.8250000000
    201,    0.1690000000,    0.0160000000,    0.8150000000
    202,    0.1670000000,    0.0200000000,    0.8130000000
    203,    0.1620000000,    0.0210000000,    0.8170000000
    204,    0.1850000000,    0.0160000000,    0.7990000000
    205,    0.1710000000,    0.0210000000,    0.8080000000
    206,    0.1820000000,    0.0220000000,    0.7960000000
    207,    0.1670000000,    0.0150000000,    0.8180000000
    208,    0.1750000000,    0.0100000000,    0.8150000000
    209,    0.1510000000,    0.0190000000,    0.8300000000
    210,    0.1570000000,    0.0180000000,    0.8250000000
    211,    0.1830000000,    0.0120000000,    0.8050000000
    212,    0.1740000000,    0.0150000000,    0.8110000000
    213,    0.1610000000,    0.0180000000,    0.8210000000
    214,    0.1650000000,    0.0180000000,    0.8170000000
    215,    0.1990000000,    0.0180000000,    0.7830000000
    216,    0.1740000000,    0.0180000000,    0.8080000000
    217,    0.1570000000,    0.0200000000,    0.8230000000
    218,    0.1750000000,    0.0150000000,    0.8100000000
    219,    0.1750000000,    0.0100000000,    0.8150000000
    220,    0.1600000000,    0.0150000000,    0.8250000000
    221,    0.1610000000,    0.0150000000,    0.8240000000
    222,    0.1730000000,    0.0110000000,    0.8160000000
    223,    0.1600000000,    0.0100000000,    0.8300000000
    224,    0.1500000000,    0.0110000000,    0.8390000000
