arena_r,interac_r,pi1,pi2,q1,q2,lambda,f0,f1,f2,sdf0,sdf1,sdf2,Q,sdQ,m,sdm,k0,k1,k2,sdk0,sdk1,sdk2
20.0,5.0,0.3,0.3,7,10,0.0,0.1636210947,0.3454501375,0.4909287678,0.1653342389,0.2120260121,0.2227074146,-0.1999715071,0.6032040578,0.4015903524,0.2294496314,2.0918570357,0.5076669642,0.4570664362,1.520374626,0.3487127672,0.2979288749
20.0,5.0,0.3,0.3,7,10,0.1,0.1761884529,0.3388392902,0.4849722569,0.1706419902,0.2132582065,0.2256561107,-0.1927063234,0.6061345059,0.3978967758,0.2305633546,2.1398195323,0.5121468204,0.4632633207,1.6067212233,0.3488406704,0.3021066476
20.0,5.0,0.3,0.3,7,10,0.2,0.18988003,0.3319505124,0.4781694576,0.1759048748,0.2152199564,0.2283781275,-0.1857315671,0.6103297759,0.3941132217,0.2321334545,2.2017643025,0.5187923733,0.469559036,1.6990443938,0.3506592231,0.3060202112
20.0,5.0,0.3,0.3,7,10,0.3,0.206235941,0.3214781305,0.4722859285,0.1818706521,0.2153032413,0.2305644123,-0.1706703324,0.6094742741,0.3896210947,0.2326436559,2.2879760829,0.522955285,0.4750264643,1.8151938021,0.3493263278,0.3093158305
20.0,5.0,0.3,0.3,7,10,0.4,0.2339395151,0.3124728818,0.4535876031,0.1904356976,0.2135019732,0.229041341,-0.1713581605,0.5986207925,0.3754271432,0.2282770163,2.460994495,0.5233083158,0.4773485344,2.003631693,0.3453824125,0.3094226369
20.0,5.0,0.3,0.3,7,10,0.5,0.2571007248,0.2985668583,0.4443324169,0.1978840635,0.2142721808,0.2328559426,-0.1528012997,0.5998540402,0.3740287428,0.2294911406,2.6461884529,0.5335047905,0.4880969517,2.168149123,0.3469651923,0.3173314114
20.0,5.0,0.3,0.3,7,10,0.6,0.2975566108,0.2818690327,0.4205743564,0.2081117506,0.2121655775,0.2330062597,-0.1431637091,0.5885067063,0.3670209948,0.2255450524,3.0015037266,0.5418862189,0.501177015,2.440200623,0.3449932573,0.3241981839
20.0,5.0,0.3,0.3,7,10,0.7,0.3525818545,0.2576730817,0.3897450637,0.2203311619,0.2092465963,0.2339274022,-0.1256010997,0.5742641161,0.3709590102,0.2240248609,3.5819429758,0.5606400067,0.5270671288,2.7842930726,0.3440646608,0.3363427567
20.0,5.0,0.3,0.3,7,10,0.8,0.4451282179,0.2163854036,0.3384863784,0.2327833495,0.1985303449,0.2311051189,-0.0942844289,0.5369714513,0.3965951012,0.2329752335,4.7231677978,0.5941741945,0.5779387683,3.2081390614,0.3427787647,0.3572076142
20.0,5.0,0.3,0.3,7,10,0.9,0.5909067733,0.1598690327,0.249224194,0.2359014205,0.1800749735,0.2152112776,-0.0705138715,0.4713922976,0.4908420395,0.2589786059,6.7601111261,0.667595244,0.6940065988,3.5375947092,0.338837968,0.3866229602
20.0,7.0,0.3,0.3,7,10,0.3,0.1939545114,0.324515871,0.4815296176,0.1793867276,0.2222007617,0.2375519984,-0.1675021245,0.6333819786,0.4071082229,0.2386839291,2.2433066092,0.5393416408,0.4886055193,1.7494338839,0.3591570708,0.3171267288
20.0,7.0,0.3,0.3,7,10,0.6,0.2617210697,0.2879610097,0.4503179205,0.2032051527,0.2259052195,0.2478092443,-0.125604099,0.6386255598,0.3989937516,0.2383019938,2.7153535975,0.5715314029,0.5173856135,2.2512219834,0.3615209185,0.3334525128
20.0,7.0,0.3,0.3,7,10,0.9,0.5011717071,0.1806248438,0.3182034491,0.2513557873,0.2071409728,0.2533850836,-0.0430462384,0.5689436122,0.4647500625,0.2481483666,5.5114982793,0.6819317075,0.643546784,3.5920234705,0.3506320273,0.3899179093
20.0,9.0,0.3,0.3,7,10,0.0,0.1637315671,0.3440054986,0.4922629343,0.1655757171,0.2119157967,0.2232840319,-0.195748063,0.6034786408,0.4029332667,0.2294280595,2.0939438217,0.5083114221,0.4583319632,1.5239222095,0.3471890575,0.2985686178
20.0,9.0,0.3,0.3,7,10,0.1,0.1680034991,0.3380769808,0.4939195201,0.1681534986,0.2180064205,0.2302960257,-0.1822344414,0.6226703594,0.4115471132,0.2351212673,2.1211429194,0.5245157044,0.4731107183,1.5563397721,0.3552748084,0.3073940324
20.0,9.0,0.3,0.3,7,10,0.2,0.1747103224,0.32772007,0.4975696076,0.1719130123,0.2216718769,0.2367605918,-0.1578705324,0.6355226919,0.4186395901,0.2404393916,2.1582281353,0.535986432,0.4867727245,1.6126437596,0.3600553518,0.3157060681
