arena_r,interac_r,pi1,pi2,q1,q2,lambda,f0,f1,f2,sdf0,sdf1,sdf2,Q,sdQ,m,sdm,k0,k1,k2,sdk0,sdk1,sdk2
20,7,0.3,0.3,7,8,0.0,0.1813306673,0.3834451387,0.435224194,0.1720522258,0.2163893758,0.2212684027,-0.3316660835,0.6071419547,0.3790727318,0.2219352972,2.343055836,0.443684555,0.4062451744,1.9182462559,0.352632513,0.2990609863
20,7,0.3,0.3,7,8,0.05,0.1854326418,0.3776205949,0.4369467633,0.1741480897,0.2197206584,0.2246125168,-0.3182944264,0.6167335245,0.3823134216,0.22484054,2.3645112722,0.4521705288,0.41240177,1.9512553257,0.3561117546,0.3035493676
20,7,0.3,0.3,7,8,0.1,0.1894896276,0.3740574856,0.4364528868,0.1762235534,0.2215417512,0.227738202,-0.3116620845,0.6228716317,0.3847308173,0.2269209565,2.3866785304,0.4577462777,0.4189767066,1.9853241056,0.3571364837,0.3066316102
20,7,0.3,0.3,7,8,0.15,0.1931777056,0.3787273182,0.4280949763,0.1780548196,0.2256311869,0.2299627236,-0.3293596601,0.633007204,0.3865738565,0.2285335571,2.4091033242,0.4663362731,0.4242976561,2.0141187165,0.3630491755,0.3085175948
20,7,0.3,0.3,7,8,0.2,0.1985193702,0.3711142214,0.4303664084,0.180128553,0.2264455427,0.2320452315,-0.3118620345,0.6358520897,0.3871527118,0.2296390045,2.4347817046,0.4704492924,0.4279539441,2.0515369462,0.3622117776,0.3112864678
20,7,0.3,0.3,7,8,0.25,0.2045988503,0.3657715571,0.4296295926,0.1826770444,0.2277581005,0.2348894942,-0.3019135216,0.6403279883,0.3885383654,0.2305744065,2.4693506623,0.4751424049,0.4344234149,2.0976250331,0.3630830639,0.3134829459
20,7,0.3,0.3,7,8,0.3,0.2104263934,0.3629042739,0.4266693327,0.184793198,0.2309303594,0.2373581348,-0.2991392152,0.6486081912,0.3905793552,0.232122078,2.4999334166,0.4835545875,0.4404983728,2.1404899288,0.3666512745,0.3150689625
20,7,0.3,0.3,7,8,0.35,0.2180164959,0.3579165209,0.4240669833,0.1883015145,0.2320592062,0.2395939987,-0.2917660585,0.6514674073,0.3906543364,0.2329531497,2.5576661835,0.4884307494,0.444734205,2.2017108578,0.3670742185,0.3183689076
20,7,0.3,0.3,7,8,0.4,0.2257505624,0.3579335166,0.416315921,0.1913650637,0.2337590806,0.2400619019,-0.2995511122,0.6538408227,0.3887243189,0.233734506,2.6111504124,0.4918291855,0.4469510601,2.2634796863,0.3699162944,0.3191418509
20,7,0.3,0.3,7,8,0.45,0.235392152,0.3526658335,0.4119420145,0.1956745009,0.2369035368,0.2433219087,-0.2933896526,0.661648961,0.3920609848,0.2345832453,2.6867539115,0.503457469,0.4551730461,2.3517368719,0.3705843534,0.3219247236
20,7,0.3,0.3,7,8,0.5,0.24724019,0.3425923519,0.4101674581,0.1994338564,0.2367579449,0.2465923661,-0.2750172457,0.6627228724,0.3923654086,0.234586638,2.7796602849,0.5080301353,0.4626325284,2.4330280422,0.3700801794,0.3249363321
20,7,0.3,0.3,7,8,0.55,0.2602369408,0.3393821545,0.4003809048,0.2029667583,0.239749011,0.2482431242,-0.2783834041,0.6688501072,0.392195951,0.2350150497,2.8808829793,0.5171319075,0.4688193754,2.5231136602,0.3730994727,0.3274586549
20,7,0.3,0.3,7,8,0.6,0.2777095726,0.327620095,0.3946703324,0.2088056816,0.2403543157,0.2482200319,-0.2605698575,0.6665291516,0.3915331167,0.2339944564,3.0389986503,0.5256485878,0.4711271923,2.6680062925,0.3743155227,0.3275756695
20,7,0.3,0.3,7,8,0.65,0.2950282429,0.3192191952,0.3857525619,0.214456237,0.2409732623,0.2506540502,-0.2526858285,0.6670143046,0.3942804299,0.2323105385,3.2217897526,0.535170255,0.4809324094,2.7993634068,0.3725390344,0.3294845308
20,7,0.3,0.3,7,8,0.7,0.3188572857,0.3094126468,0.3717300675,0.2201315502,0.2417256133,0.2533242346,-0.2470952262,0.6679755515,0.3966618345,0.2331436572,3.4628894776,0.5454679187,0.4934461721,2.9725275791,0.373134973,0.3343058238
20,7,0.3,0.3,7,8,0.75,0.3483019245,0.2961749563,0.3555231192,0.2270699245,0.2425554722,0.2545614114,-0.2368267933,0.6665448055,0.4026933267,0.2326304257,3.7965532617,0.5601311577,0.5068577415,3.1848404586,0.374334077,0.3374381759
20,7,0.3,0.3,7,8,0.8,0.383580105,0.2793171707,0.3371027243,0.2354265559,0.2434924875,0.2551330447,-0.2215316171,0.6634446728,0.4141954511,0.2335146816,4.247123819,0.5810230776,0.5227980051,3.4264068125,0.3757194017,0.3408938576
20,7,0.3,0.3,7,8,0.85,0.4327988003,0.2520419895,0.3151592102,0.2456189887,0.2389863503,0.2534746113,-0.1889247688,0.6440323083,0.432643839,0.2372676535,4.9304425894,0.6064819509,0.5387639618,3.726972793,0.3734655322,0.3464389185
20,7,0.3,0.3,7,8,0.9,0.4972866783,0.2262774306,0.276435891,0.2533240864,0.2349959962,0.250705765,-0.1761189703,0.6257416925,0.4663149213,0.2466267942,5.8704379905,0.6362918794,0.57768418,4.030340623,0.374005189,0.3548144651
20,7,0.3,0.3,7,8,0.95,0.608591852,0.1680859785,0.2233221695,0.2624517887,0.2188142379,0.2451108333,-0.1128497876,0.574242199,0.5541134716,0.2697402643,7.6588596851,0.7130079385,0.6462061168,4.3699889563,0.3652312135,0.361347995
20,7,0.3,0.3,7,10,0.0,0.1641569608,0.3447378155,0.4911052237,0.1657410264,0.2127750201,0.2244325526,-0.1983704074,0.606472581,0.4036890777,0.2298951377,2.0963933376,0.510230728,0.4610089245,1.5249510196,0.3488060076,0.2996162316
20,7,0.3,0.3,7,10,0.05,0.1671732067,0.3411617096,0.4916650837,0.1669675498,0.2143854002,0.225659658,-0.1906583354,0.6105547618,0.4050072482,0.2309489919,2.1050929575,0.5141039978,0.4632602492,1.5463862722,0.3515415897,0.3016636323
20,7,0.3,0.3,7,10,0.1,0.1695586103,0.3402849288,0.4901564609,0.1687097341,0.2169097885,0.2289438287,-0.1904133967,0.6185620578,0.4074141465,0.2336049526,2.1264071162,0.5217469918,0.4700726425,1.5650434837,0.3534167316,0.3059724075
20,7,0.3,0.3,7,10,0.15,0.1743294176,0.3336625844,0.492007998,0.1707236651,0.2175518672,0.2309512445,-0.1753171707,0.6210436231,0.4087563109,0.2355828581,2.144503105,0.5246253199,0.4740139865,1.5993771578,0.3536380338,0.3089056859
20,7,0.3,0.3,7,10,0.2,0.1781044739,0.3294176456,0.4924778805,0.1728340192,0.22077749,0.235261698,-0.1663574106,0.6314722511,0.4128022994,0.2391462156,2.1681730849,0.5335422335,0.4831398175,1.6297193608,0.3584208064,0.314246656
20,7,0.3,0.3,7,10,0.25,0.1831302174,0.3248517871,0.4920179955,0.1758021976,0.2215690887,0.23696568,-0.1576855786,0.6334055111,0.4140259935,0.240181495,2.1997413467,0.5374304519,0.4870075252,1.6769853911,0.3585742797,0.3159517074
20,7,0.3,0.3,7,10,0.3,0.1903354161,0.3215046238,0.48815996,0.1784892374,0.2239977495,0.2398805802,-0.1548492877,0.6402821356,0.4142584354,0.2412434385,2.2305867123,0.5441075445,0.4928297243,1.728842299,0.3628712399,0.3202216775
20,7,0.3,0.3,7,10,0.35,0.1957810547,0.3162449388,0.4879740065,0.1805348937,0.2246933782,0.2416965763,-0.144515871,0.6426419646,0.4149992502,0.2419378696,2.2576227738,0.5489998929,0.4967053819,1.7677177529,0.3622355775,0.3224340902
20,7,0.3,0.3,7,10,0.4,0.2042529368,0.3146853287,0.4810617346,0.1839647989,0.2264525712,0.2434348728,-0.1483089228,0.6463591258,0.4130092477,0.2412925851,2.3077676735,0.5546659049,0.5013067215,1.8306593328,0.3638896762,0.3240942756
20,7,0.3,0.3,7,10,0.45,0.212791802,0.3093666583,0.4778415396,0.1870833473,0.2293268324,0.248033868,-0.1408917771,0.6558252952,0.4153756561,0.2440684079,2.3577810675,0.5657530379,0.5115104758,1.8940278137,0.3659786302,0.3297650371
20,7,0.3,0.3,7,10,0.5,0.2208157961,0.2993491627,0.4798350412,0.1904177764,0.2292172358,0.2493347766,-0.1188632842,0.6551556154,0.4170567358,0.2442543346,2.412507386,0.5713677295,0.5139515523,1.9600483281,0.3658927466,0.3313829947
20,7,0.3,0.3,7,10,0.55,0.2358100475,0.2945263684,0.4696635841,0.1964776553,0.230221809,0.2517040585,-0.1193891527,0.656407152,0.4143169208,0.2441070001,2.5252684265,0.5775772247,0.520798194,2.0810770336,0.3667274186,0.3345693228
20,7,0.3,0.3,7,10,0.6,0.2497475631,0.2835821045,0.4666703324,0.2008414224,0.2292809257,0.2531365956,-0.1004938765,0.6534357745,0.4137530617,0.2431959497,2.631806151,0.5848652599,0.5242536354,2.1779098331,0.3640953203,0.336919929
20,7,0.3,0.3,7,10,0.65,0.2691077231,0.2789562609,0.451936016,0.2067105375,0.2312491758,0.2547939283,-0.1059765059,0.6558646452,0.4108047988,0.2407145431,2.7907061696,0.5943713119,0.5321878767,2.3176278391,0.3659523403,0.3404893042
