arena_r,interac_r,pi1,pi2,q1,q2,lambda,f0,f1,f2,sdf0,sdf1,sdf2,Q,sdQ
20,11,0.3,0.3,7,8,0.1,0.1765374371,0.3804848788,0.4429776842,0.0653188553,0.0869483974,0.0890863565,-0.3179920734,0.2462441347
20,11,0.3,0.3,7,8,0.15,0.1737816974,0.3794962688,0.4467220338,0.0651737671,0.090452928,0.0926265802,-0.3122705038,0.2575542726
20,11,0.3,0.3,7,8,0.2,0.1713895812,0.3776318777,0.4509785411,0.0652415893,0.0925310179,0.0950011423,-0.3042852144,0.2644516153
20,11,0.3,0.3,7,8,0.25,0.1686725462,0.3756340915,0.4556933624,0.0650081548,0.0957891338,0.0983766469,-0.2955748206,0.2750184039
20,11,0.3,0.3,7,8,0.3,0.1659435141,0.3751862034,0.4588702824,0.0647421697,0.0996558874,0.1027088535,-0.2915021245,0.2878402405
20,11,0.3,0.3,7,8,0.35,0.1634427108,0.3710718035,0.4654854858,0.0649700693,0.1039184014,0.107014884,-0.2766581212,0.3011785871
20,11,0.3,0.3,7,8,0.4,0.1608980612,0.3677669154,0.4713350234,0.0648086507,0.1086199072,0.1116266582,-0.2641988074,0.315865344
20,11,0.3,0.3,7,8,0.45,0.1585586461,0.3650457386,0.4763956154,0.0647937432,0.1138614804,0.1175483598,-0.2536958617,0.3329309428
20,11,0.3,0.3,7,8,0.5,0.1561988074,0.3610580212,0.4827431713,0.064666427,0.1170637139,0.1209726797,-0.2393728711,0.3431663631
20,11,0.3,0.3,7,8,0.55,0.1541703146,0.3536630128,0.4921666726,0.0645535341,0.1235297258,0.1278978447,-0.215159353,0.3637262947
20,11,0.3,0.3,7,8,0.6,0.151516121,0.348846217,0.499637662,0.0644139573,0.129518487,0.1341204537,-0.198054772,0.3825137949
20,11,0.3,0.3,7,8,0.65,0.1491488556,0.3414075053,0.5094436391,0.064062174,0.1373283849,0.1423765311,-0.1733713714,0.4071361164
20,11,0.3,0.3,7,8,0.7,0.1467445996,0.3291444282,0.5241109723,0.0638828518,0.1454596666,0.150689355,-0.1341778841,0.4323319273
20,11,0.3,0.3,7,8,0.75,0.1443243475,0.3146931838,0.5409824687,0.0637394767,0.1534349606,0.1590015308,-0.088403899,0.4571353644
20,11,0.3,0.3,7,8,0.8,0.1414539222,0.2893786553,0.5691674224,0.0632841718,0.1636983175,0.1702457264,-0.0095898882,0.4896160579
20,11,0.3,0.3,7,8,0.85,0.1391150784,0.2606739744,0.6002109473,0.0632020644,0.1736674873,0.1812199994,0.0788629985,0.5210522427
20,11,0.3,0.3,7,8,0.9,0.1360117114,0.2225142286,0.6414740601,0.0626716052,0.1898910879,0.198202304,0.1964456029,0.571269421
20,11,0.3,0.3,7,8,0.95,0.132752669,0.1680711251,0.6991762059,0.0620739567,0.2075872882,0.2173159797,0.3630339558,0.6265199488
20,11,0.3,0.3,7,10,0.0,0.16391445,0.3462790017,0.4898065484,0.0624820048,0.080063162,0.0841157046,-0.202751455,0.2277696489
20,11,0.3,0.3,7,10,0.05,0.1607946585,0.3403292034,0.4988761381,0.0623891029,0.0822990834,0.0871321296,-0.1817822687,0.235860252
20,11,0.3,0.3,7,10,0.1,0.1579725069,0.3362102332,0.50581726,0.0622357788,0.0846405618,0.0897709534,-0.1666032063,0.2437499459
20,11,0.3,0.3,7,10,0.15,0.1551279323,0.3310975113,0.5137745564,0.0621830324,0.0879111188,0.0934695379,-0.1484204663,0.2546495501
20,11,0.3,0.3,7,10,0.2,0.1522876424,0.326207591,0.5215047667,0.062242395,0.0899006285,0.095967737,-0.1309104153,0.2614840839
20,11,0.3,0.3,7,10,0.25,0.1491028671,0.3184582426,0.5324388903,0.0617064204,0.0918697732,0.0983095712,-0.1044775949,0.268364085
20,11,0.3,0.3,7,10,0.3,0.1467925876,0.3112426179,0.5419647945,0.0617425882,0.0947927762,0.1019414467,-0.0805204413,0.2783269729
20,11,0.3,0.3,7,10,0.35,0.1436060985,0.304476738,0.5519171636,0.0615173691,0.0980305361,0.1056037517,-0.0570363124,0.2890460166
20,11,0.3,0.3,7,10,0.4,0.1407041097,0.2951494983,0.564146392,0.0612609387,0.1006547201,0.1084449272,-0.0261526047,0.2975959301
20,11,0.3,0.3,7,10,0.45,0.1382415825,0.2835288321,0.5782295855,0.0609216639,0.1037890274,0.1120950829,0.0111719213,0.3080681707
20,11,0.3,0.3,7,10,0.5,0.1350466669,0.2725861392,0.5923671939,0.0606610527,0.1061897696,0.1153004864,0.0471949156,0.3165133217
20,11,0.3,0.3,7,10,0.55,0.1317719142,0.256522298,0.6117057878,0.0599898592,0.1076867783,0.1173482506,0.0986611918,0.3220138548
20,11,0.3,0.3,7,10,0.6,0.128724676,0.2417719856,0.6295033385,0.0597718082,0.1105107604,0.120665271,0.1459593673,0.3313770568
20,11,0.3,0.3,7,10,0.65,0.1264888064,0.2280338487,0.6454773449,0.059458202,0.1134688409,0.1241107238,0.1894096476,0.341161145
20,11,0.3,0.3,7,10,0.7,0.122601064,0.2053290963,0.6720698397,0.0588513552,0.1133281814,0.1248481366,0.2614116471,0.3418974521
20,11,0.3,0.3,7,10,0.75,0.1200195665,0.1851012961,0.6948791374,0.0584782761,0.1146332492,0.1267678886,0.3246765451,0.3467211647
20,11,0.3,0.3,7,10,0.8,0.1167125362,0.1564388903,0.7268485736,0.0577222994,0.1153020304,0.12813557,0.413970793,0.3497996491
20,11,0.3,0.3,7,10,0.85,0.1125817117,0.1188504302,0.768567858,0.0569125732,0.1040675097,0.1184156917,0.5308669975,0.3171261982
20,11,0.3,0.3,7,10,0.9,0.1094057914,0.0867231763,0.8038710322,0.056190086,0.0949455357,0.1107215832,0.6304246795,0.2907766909
20,11,0.3,0.3,7,10,0.95,0.1056721534,0.0435785339,0.8507493127,0.0552174668,0.070164455,0.0897067702,0.7635922448,0.2181336312
20,12,0.3,0.3,7,8,0.0,0.1818419681,0.382545078,0.4356129539,0.0651562586,0.0816787263,0.0835383492,-0.3294772021,0.2290715549
20,12,0.3,0.3,7,8,0.05,0.1791499268,0.3803949013,0.4404551719,0.0651396214,0.0843466252,0.086114125,-0.3203346306,0.2375851555
20,12,0.3,0.3,7,8,0.1,0.1765534331,0.3798997394,0.4435468276,0.065306356,0.0872396904,0.0894430369,-0.3162526511,0.2472547508
20,12,0.3,0.3,7,8,0.15,0.1737107152,0.3785252258,0.447764059,0.0649830129,0.0899684145,0.092166169,-0.3092863927,0.2561330082
20,12,0.3,0.3,7,8,0.2,0.1708917056,0.3782588639,0.4508494305,0.065129214,0.0929391314,0.0952535836,-0.3056682972,0.2656354633
20,12,0.3,0.3,7,8,0.25,0.1687655229,0.3765484343,0.4546860428,0.0651370359,0.0967699279,0.0991057821,-0.2984108259,0.2777889754
20,12,0.3,0.3,7,8,0.3,0.1659770772,0.3740364909,0.459986432,0.0649846581,0.0989190547,0.1017404551,-0.2880865498,0.2851617529
20,12,0.3,0.3,7,8,0.35,0.1630932267,0.3695216196,0.4673851537,0.0649951615,0.1037612527,0.1072682536,-0.2716580855,0.3011130651
20,12,0.3,0.3,7,8,0.4,0.1610671618,0.3695631806,0.4693696576,0.0648218643,0.1072509497,0.1106499858,-0.2697567037,0.3119985692
20,12,0.3,0.3,7,8,0.45,0.1588464313,0.3642900703,0.4768634984,0.0649776944,0.1133514878,0.117011375,-0.2517166423,0.3312433287
20,12,0.3,0.3,7,8,0.5,0.1562545078,0.3575747492,0.486170743,0.0646717594,0.1179215422,0.122261002,-0.2289787553,0.3462821474
20,12,0.3,0.3,7,8,0.55,0.1534679187,0.3561568179,0.4903752633,0.0642849456,0.1231864154,0.1273734249,-0.2219383725,0.3625689139
20,12,0.3,0.3,7,8,0.6,0.1507763059,0.3452618274,0.5039618667,0.0642012454,0.1300547127,0.1347343877,-0.1865617881,0.3843199653
20,12,0.3,0.3,7,8,0.65,0.1484973042,0.3361188274,0.5153838683,0.0642234816,0.1379788054,0.1434221906,-0.1568537866,0.4094989225
20,12,0.3,0.3,7,8,0.7,0.1462017353,0.3261510337,0.527647231,0.0638343868,0.1460362354,0.1515557461,-0.1246548363,0.4344160068
20,12,0.3,0.3,7,8,0.75,0.1437860535,0.3088129396,0.5474010069,0.0633144729,0.1548129236,0.1604689567,-0.0702248724,0.4615578633
20,12,0.3,0.3,7,8,0.8,0.1411302889,0.2887288178,0.5701408933,0.0632343651,0.1664071713,0.173162859,-0.0073167422,0.4981034404
20,12,0.3,0.3,7,8,0.85,0.1388320063,0.259509694,0.6016582997,0.062927689,0.1761345613,0.1836119705,0.0826389117,0.5285457229
20,12,0.3,0.3,7,8,0.9,0.1360272789,0.2241246831,0.639848038,0.0626171217,0.1911112317,0.1994087383,0.1915986718,0.5749702116
20,12,0.3,0.3,7,8,0.95,0.1322760738,0.1433335952,0.724390331,0.0620417707,0.1865948989,0.1967786359,0.4377231406,0.5633587398
20,12,0.3,0.3,7,10,0.0,0.1640765523,0.3443950441,0.4915284036,0.0627116505,0.0804676586,0.0845195646,-0.1972616846,0.2289441692
20,12,0.3,0.3,7,10,0.05,0.1608746385,0.3402947834,0.4988305781,0.0625824465,0.0824206216,0.0871174322,-0.1817589888,0.2359961207
20,12,0.3,0.3,7,10,0.1,0.1580102117,0.3358348984,0.5061548898,0.0621762916,0.0847052535,0.0897120102,-0.165514907,0.2438500188
20,12,0.3,0.3,7,10,0.15,0.1550065341,0.3321836684,0.5128097976,0.0618572322,0.0872385593,0.0925709722,-0.1515575392,0.2524260639
20,12,0.3,0.3,7,10,0.2,0.1520318492,0.324991038,0.5229771129,0.0620681307,0.089817159,0.0959191718,-0.127004963,0.2613413268
20,12,0.3,0.3,7,10,0.25,0.1493992216,0.3184012568,0.5321995215,0.0618557019,0.0922299304,0.0986759354,-0.1046029921,0.2694377949
20,12,0.3,0.3,7,10,0.3,0.1463772628,0.310972971,0.5426497661,0.0615127207,0.0960851695,0.1031144839,-0.079296176,0.2823549531
20,12,0.3,0.3,7,10,0.35,0.1432091977,0.3032500446,0.5535407577,0.0614320091,0.097853399,0.1051343512,-0.0529593316,0.2882076301
20,12,0.3,0.3,7,10,0.4,0.1407002535,0.2934383547,0.5658613918,0.061141087,0.1009236825,0.1084990296,-0.0210153176,0.2982502161
20,12,0.3,0.3,7,10,0.45,0.1375311886,0.2841029743,0.5783658371,0.0608428188,0.1032505329,0.1118674282,0.0101598886,0.306762616
20,12,0.3,0.3,7,10,0.5,0.1344740958,0.270785875,0.5947400293,0.0603388799,0.1065015578,0.1154442089,0.0531682794,0.3174208974
20,12,0.3,0.3,7,10,0.55,0.1317821973,0.2578786732,0.6103391295,0.0599448066,0.1083130902,0.1179689538,0.0945817831,0.3239654543
20,12,0.3,0.3,7,10,0.6,0.128558289,0.2418129753,0.6296287357,0.0594627611,0.1110446508,0.1211933759,0.146002785,0.3331326312
20,12,0.3,0.3,7,10,0.65,0.1259737923,0.2229361231,0.6510900846,0.0594110106,0.1136838271,0.1246430716,0.2052178384,0.3421877041
20,12,0.3,0.3,7,10,0.7,0.1225720713,0.2011844182,0.6762435106,0.0587743732,0.1140939802,0.1255231669,0.2738746742,0.3441859386
20,12,0.3,0.3,7,10,0.75,0.1190997965,0.1753585889,0.7055416146,0.0581632609,0.1102057097,0.1226437932,0.3548244367,0.33351216
20,12,0.3,0.3,7,10,0.8,0.1158234727,0.1490081765,0.7351683508,0.0573136842,0.10728427,0.1206443261,0.4371519977,0.3258142584
20,12,0.3,0.3,7,10,0.85,0.1127381012,0.1202585068,0.767003392,0.0569786283,0.1057099455,0.1197915233,0.5264863784,0.3218764584
20,12,0.3,0.3,7,10,0.9,0.1091738494,0.0848167958,0.8060093548,0.0560865072,0.0942119832,0.110097208,0.6363757632,0.2886662082
20,12,0.3,0.3,7,10,0.95,0.1051999857,0.0423228479,0.8524771664,0.0551976584,0.0659357218,0.0861150423,0.7678314707,0.205521179
20,20,0.3,0.3,7,8,0.0,0.182069197,0.3807699504,0.4371608526,0.0653292772,0.0816089655,0.0834268228,-0.3243790481,0.2287015848
20,20,0.3,0.3,7,8,0.05,0.1788791374,0.3822567215,0.4388641411,0.0652397377,0.0851498741,0.0869079411,-0.325649302,0.240103166
20,20,0.3,0.3,7,8,0.1,0.176560717,0.3809231978,0.4425160853,0.0650348193,0.087342721,0.089465801,-0.3193303103,0.2476405434
20,20,0.3,0.3,7,8,0.15,0.1737489913,0.3782440104,0.4480069983,0.0651825464,0.089743661,0.0921932449,-0.3084810226,0.2555871723
20,20,0.3,0.3,7,8,0.2,0.1711772057,0.3777674153,0.451055379,0.0650515439,0.0934098666,0.095731136,-0.3044794516,0.2671747808
20,20,0.3,0.3,7,8,0.25,0.1684361767,0.3749574035,0.4566064198,0.0650701435,0.0955472566,0.0982996591,-0.2933083872,0.274400968
20,20,0.3,0.3,7,8,0.3,0.1656194523,0.3737032885,0.4606772593,0.064900244,0.100193977,0.1032506901,-0.2867293177,0.2894668027
20,20,0.3,0.3,7,8,0.35,0.1627925876,0.370547506,0.4666599065,0.0649622747,0.1044046508,0.1075886493,-0.2744351055,0.3027998427
20,20,0.3,0.3,7,8,0.4,0.1604613132,0.3681652444,0.4713734424,0.0646787231,0.1092133039,0.1125652221,-0.2649570465,0.3181373723
20,20,0.3,0.3,7,8,0.45,0.1579453708,0.3619623666,0.4800922626,0.0645782942,0.1132567003,0.1170821913,-0.2438324705,0.3312800739
20,20,0.3,0.3,7,8,0.5,0.1555799622,0.3590101046,0.4854099332,0.0644770888,0.1196872567,0.123707241,-0.232610276,0.3514912389
20,20,0.3,0.3,7,8,0.55,0.1529993216,0.3507461706,0.4962545078,0.0639971368,0.1245837234,0.1290581648,-0.2052378334,0.3672919649
20,20,0.3,0.3,7,8,0.6,0.1501244689,0.3451278609,0.5047476702,0.0637493308,0.1326763323,0.1375018024,-0.1855080516,0.3926962408
20,20,0.3,0.3,7,8,0.65,0.1476983611,0.3302902846,0.5220113543,0.0636861878,0.1391663258,0.1443815746,-0.1385692148,0.4130736661
20,20,0.3,0.3,7,8,0.7,0.1455007677,0.3225326526,0.5319665798,0.0634587018,0.1483454601,0.1538109179,-0.1130987253,0.4415400718
20,20,0.3,0.3,7,8,0.75,0.1426629057,0.3071459278,0.5501911665,0.063189969,0.1570172555,0.163207595,-0.0641006891,0.4688824202
20,20,0.3,0.3,7,8,0.8,0.1401229693,0.2831647802,0.5767122505,0.0628035618,0.169770202,0.1764850437,0.01038269,0.5084130861
20,20,0.3,0.3,7,8,0.85,0.1373892241,0.2447193916,0.6178913843,0.0623955018,0.1737249772,0.181484481,0.1284526011,0.521637479
20,20,0.3,0.3,7,8,0.9,0.1345237976,0.2060009283,0.659475274,0.0619093166,0.1887623455,0.1975414572,0.2474734174,0.5684977514
20,20,0.3,0.3,7,8,0.95,0.1306329132,0.134721891,0.7346451958,0.0613785946,0.1815501893,0.1920167692,0.4652014139,0.5484883613
20,20,0.3,0.3,7,10,0.0,0.1638354697,0.3442967829,0.4918677473,0.0624832652,0.0802212228,0.0843679927,-0.1967258185,0.2283817533
20,20,0.3,0.3,7,10,0.05,0.1610444532,0.3409669011,0.4979886457,0.0623650818,0.0831747034,0.0876599746,-0.1839451566,0.2382901472
20,20,0.3,0.3,7,10,0.1,0.1579763631,0.3361361088,0.5058875281,0.0621774765,0.0846221473,0.089617009,-0.1663846895,0.2435713337
20,20,0.3,0.3,7,10,0.15,0.1549902524,0.3313520191,0.5136577284,0.0623748594,0.0871107431,0.0927276394,-0.1490463099,0.2520787347
20,20,0.3,0.3,7,10,0.2,0.152089549,0.3242659335,0.5236445174,0.0618929293,0.0898408424,0.0958295531,-0.1248873496,0.2613746394
20,20,0.3,0.3,7,10,0.25,0.1489848966,0.3182670047,0.5327480987,0.0618833183,0.0921877648,0.0985696151,-0.1037859107,0.2692216945
20,20,0.3,0.3,7,10,0.3,0.1463137073,0.3111227907,0.542563502,0.0615150976,0.0953995025,0.1025695282,-0.0796820795,0.2803563811
20,20,0.3,0.3,7,10,0.35,0.1431740636,0.3017027172,0.5551232192,0.0613592893,0.097602077,0.1050962705,-0.0482822152,0.2876851509
20,20,0.3,0.3,7,10,0.4,0.1401768129,0.2900473453,0.5697758418,0.0609298376,0.0999683167,0.1079577157,-0.0103188489,0.2958068643
20,20,0.3,0.3,7,10,0.45,0.137136573,0.2805562895,0.5823071375,0.0606419114,0.1038803905,0.1126912313,0.0211945585,0.3090143544
20,20,0.3,0.3,7,10,0.5,0.1343728354,0.2670959403,0.5985312243,0.060210264,0.1069631925,0.116132459,0.0643393437,0.3191495569
20,20,0.3,0.3,7,10,0.55,0.1309236976,0.2532244082,0.6158518942,0.0597282973,0.1079033227,0.1172740555,0.1094030778,0.3224646269
20,20,0.3,0.3,7,10,0.6,0.1277860535,0.2326586925,0.639555254,0.0592787298,0.1109578332,0.1213501725,0.1742378691,0.3331958914
20,20,0.3,0.3,7,10,0.65,0.1246306995,0.2163080658,0.6590612347,0.0587975811,0.1122127531,0.1229110649,0.226445103,0.3375756068
20,20,0.3,0.3,7,10,0.7,0.1215983147,0.1953483058,0.6830533795,0.0582381046,0.1125205799,0.1242578321,0.292356768,0.3398557904
20,20,0.3,0.3,7,10,0.75,0.1181744564,0.169624451,0.7122010926,0.057812201,0.1135202408,0.1259901,0.3729521905,0.3438852791
20,20,0.3,0.3,7,10,0.8,0.1150779448,0.1438841718,0.7410378834,0.0572648105,0.1069149648,0.1204434051,0.4532695398,0.3248787199
20,20,0.3,0.3,7,10,0.85,0.1113058878,0.11049709,0.7781970222,0.0562614209,0.0990620998,0.1135147034,0.5572028421,0.30200309
20,20,0.3,0.3,7,10,0.9,0.107652087,0.0761242547,0.8162236584,0.0556526169,0.0876530836,0.104125279,0.6639751491,0.2691285418
20,20,0.3,0.3,7,10,0.95,0.1040404185,0.0372524012,0.8587071803,0.054691516,0.0603326631,0.08145696,0.784202378,0.1891125764
