pi,lambda,f0,f1,f2,sdf0,sdf1,sdf2,Q,sdQ,m,sdm,k2,sdk2,k0,k1,sdk0,sdk1
0.3,0.95,0.1067875888,0.0394776306,0.8537347806,0.0530471426,0.0662733859,0.0856914578,0.7747795194,0.2067705231,0.7818961331,0.1219846575,0.8901676044,0.1945147763,1.0430062814,0.8905809772,0.632060681,0.1665193641
0.35,0.05,0.1422526511,0.3491909166,0.5085564323,0.0589529415,0.0825337094,0.0867435835,-0.1898254008,0.2376832521,0.2829173064,0.1079619089,0.1762618718,0.1302822011,1.060745762,0.1881656481,0.8251069827,0.1396347368
0.35,0.1,0.1408833506,0.3442118042,0.5149048452,0.0589372727,0.0847056323,0.0889218128,-0.1735187632,0.2445901204,0.2915171207,0.1116904478,0.1813517453,0.1350760681,1.0615766433,0.1942180781,0.8254535766,0.1434313906
0.35,0.15,0.1392837505,0.3382722177,0.5224440318,0.0588555344,0.0862776723,0.0913244015,-0.1541004035,0.2505105017,0.301332167,0.1161925422,0.1889655211,0.1401027256,1.0646114818,0.1996677434,0.8223358452,0.1471968316
0.35,0.2,0.1379033813,0.3343939015,0.5277027172,0.0586095994,0.0879975727,0.0936574369,-0.1410850859,0.2567224436,0.3093117792,0.1190511757,0.1960364524,0.1452252785,1.0620704309,0.2053474751,0.8211120778,0.1509594558
0.35,0.25,0.1362502232,0.3283436284,0.5354061485,0.0580953127,0.0910593417,0.0963987399,-0.1212811083,0.2662308072,0.3207812333,0.122731461,0.2060686669,0.1520301683,1.0584076463,0.2154661335,0.8139502972,0.1581193176
0.35,0.3,0.1350715892,0.3210672332,0.5438611776,0.0580155502,0.0936679979,0.0995404968,-0.0982732888,0.2750190655,0.3328960617,0.1272864861,0.2188573028,0.1596076814,1.0632261724,0.2271445914,0.8108940623,0.1642180248
0.35,0.35,0.1336208805,0.3097422073,0.5566369122,0.057987621,0.0957633539,0.1021526592,-0.0628475024,0.2821419655,0.3495579676,0.1332710889,0.2356377266,0.1696668883,1.0697805642,0.242862761,0.810096716,0.1718676695
0.35,0.4,0.1317581319,0.305263327,0.5629785411,0.0575971474,0.0986309927,0.1057678763,-0.047548113,0.2920515443,0.3590666619,0.1386144987,0.2486207331,0.178382815,1.0703062525,0.2536227095,0.8083028961,0.1786814425
0.35,0.45,0.1295818902,0.2917574178,0.578660692,0.0572697304,0.1013262894,0.1083099557,-0.0048541436,0.300392405,0.3807619524,0.1437081763,0.2724769741,0.1904466567,1.0755354487,0.2762859941,0.8077559715,0.1897206201
0.35,0.5,0.1282868569,0.2763951869,0.5953179562,0.0574088733,0.1016995176,0.1101190942,0.0425275824,0.3030574839,0.4029837184,0.1492932162,0.2991994483,0.2029489662,1.0858742574,0.3000880975,0.811489515,0.1995154185
0.35,0.55,0.1262377263,0.2651076517,0.6086546221,0.0565711341,0.1052014286,0.1138792322,0.0784393187,0.3144978468,0.4229683651,0.1542628393,0.3266645032,0.2146167435,1.0866213189,0.3257074288,0.8016762871,0.2108515854
0.35,0.6,0.124516728,0.2479540829,0.6275291891,0.056272645,0.1069633798,0.1163069961,0.1316210233,0.3207736252,0.448904381,0.1610588704,0.3619472303,0.22983936,1.0898664093,0.3596592616,0.8069758202,0.2251587234
0.35,0.65,0.1223004963,0.2285871389,0.6491123648,0.0563421085,0.1077853755,0.1177562246,0.1919380869,0.3239704337,0.4801169351,0.1643363261,0.4066218926,0.2401228621,1.1091954763,0.4028671404,0.8123377341,0.2340513173
0.35,0.7,0.1200392759,0.2136083836,0.6663523405,0.055865599,0.1088913297,0.1194959333,0.2391355732,0.3282374658,0.5051285393,0.1679426682,0.443536426,0.2504479399,1.1220958226,0.4371270812,0.8103614207,0.2441550615
0.35,0.75,0.1173528047,0.1845306531,0.6981165423,0.0551494596,0.1068347014,0.1181514616,0.3290552362,0.3229215049,0.5512173742,0.1679728845,0.5135095472,0.2567972685,1.1322659967,0.5067061587,0.8140950674,0.2493618705
0.35,0.8,0.1154279287,0.1606480523,0.723924019,0.0548249041,0.1033750264,0.1157527078,0.4026279144,0.3135329398,0.5887545971,0.1662926608,0.5710647915,0.2609300402,1.144420862,0.5649631688,0.8194541072,0.2511093505
0.35,0.85,0.1125993502,0.1230520941,0.7643485557,0.0543306127,0.095748622,0.1091861957,0.5182443675,0.2913211917,0.6477793052,0.1599681694,0.6654277382,0.2564516198,1.1684881473,0.6616671488,0.8219299944,0.2443058083
0.35,0.9,0.1091969865,0.085076588,0.8057264255,0.0537086782,0.0855379661,0.1010820668,0.6355732495,0.2622669829,0.7099237691,0.1466780828,0.7672062021,0.2394433762,1.1962334943,0.7653501931,0.8316377239,0.2206418405
0.35,0.95,0.1063991145,0.043957225,0.8496436605,0.052664618,0.0624898931,0.0815124579,0.7617292106,0.1944624356,0.7746582997,0.1212926677,0.8739367595,0.2014679904,1.2154988185,0.87684514,0.8320717405,0.169484945
0.4,0.05,0.1280804799,0.3558442532,0.5160752669,0.0567673754,0.083556204,0.0872825245,-0.1956132395,0.2414528583,0.2944210376,0.1085923426,0.1790728288,0.1371970595,1.6278764725,0.1872070503,1.1835725572,0.1385947207
0.4,0.1,0.1274677759,0.3515928161,0.520939408,0.0567033839,0.0847739782,0.0889894098,-0.1822462242,0.2458588253,0.3009385154,0.1114298627,0.1828355352,0.1408452924,1.6286509542,0.1903351713,1.1789225233,0.1412977328
0.4,0.15,0.1267668797,0.3471532117,0.5260799086,0.0563083813,0.0859843189,0.0906201594,-0.1682265148,0.2503089907,0.308224551,0.1135063338,0.1883140852,0.1431466812,1.6184836908,0.1945339686,1.1699043017,0.1435774466
0.4,0.2,0.1261088299,0.3427510979,0.5311400721,0.0562161567,0.0889376131,0.0934581783,-0.1543621238,0.2595037089,0.3158983468,0.1174316549,0.1957245315,0.1489830548,1.616676675,0.2031656627,1.1680757553,0.1488240067
0.4,0.25,0.1253850823,0.3330681615,0.5415467562,0.056497749,0.0891161999,0.0942722903,-0.1245895669,0.2606299778,0.3278707109,0.1217059319,0.2033996231,0.1530297206,1.6263661358,0.2095020633,1.1736045082,0.1514799973
0.4,0.3,0.1246777591,0.3264433892,0.5488788517,0.0559967256,0.0917720529,0.0973614292,-0.1040079266,0.2696277717,0.3389432999,0.125643159,0.2153898375,0.1597321312,1.6127536298,0.2206610592,1.1645749511,0.1577286642
0.4,0.35,0.1242071625,0.3206380548,0.5551547827,0.0561914173,0.0951873291,0.1009491634,-0.0861213268,0.2803943932,0.3485853537,0.1304968473,0.2268630099,0.1687257699,1.6215001445,0.2327393407,1.1661278062,0.1659809482
0.4,0.4,0.1229439069,0.3125075874,0.5645485057,0.056067347,0.095976421,0.1023354031,-0.060466669,0.2835477908,0.3604982683,0.1344203325,0.2383181641,0.1758230371,1.6238859117,0.2428151126,1.1615965643,0.1711118447
0.4,0.45,0.1223019245,0.301072946,0.5766251294,0.055619534,0.0992538898,0.1059075513,-0.0255207627,0.2942280935,0.3777600243,0.1401733556,0.2584243722,0.1876051122,1.613664441,0.2627721386,1.1526225585,0.1827999616
0.4,0.5,0.1212643268,0.2907048238,0.5880308494,0.0555899157,0.1016037086,0.1089692914,0.0066212018,0.3022950935,0.3935569679,0.1460621742,0.2784269401,0.1985519441,1.617221344,0.2814539988,1.1531082513,0.1925172161
0.4,0.55,0.1201096155,0.2769386225,0.6029517621,0.0553920212,0.1041589792,0.1116992702,0.0490745171,0.310464469,0.4148087978,0.1509164748,0.3052938989,0.2102754249,1.6186924048,0.3080309515,1.1485277386,0.2037969856
0.4,0.6,0.1193176706,0.2611939872,0.6194883422,0.0553264862,0.1066640977,0.1151157834,0.0971003678,0.31921195,0.438161174,0.1576153192,0.3371749541,0.2249703652,1.6192221425,0.3390422803,1.1511673539,0.2180258621
0.4,0.65,0.1180408469,0.2445056593,0.6374534938,0.0551047573,0.10670681,0.1155579004,0.1484421752,0.3198528978,0.4634935909,0.1598912703,0.3725468822,0.232179072,1.6250090075,0.3739965264,1.1428959347,0.2239855926
0.4,0.7,0.1166815439,0.2202488664,0.6630695897,0.0548171096,0.1080430438,0.1180092777,0.222571857,0.3252822371,0.5004427465,0.1653073447,0.4265343551,0.2481082189,1.6248697566,0.4284501579,1.1419175307,0.2374045707
0.4,0.75,0.1147138215,0.1958153319,0.6894708466,0.0545989085,0.1088683472,0.1197076635,0.2978401828,0.3288488932,0.5391994858,0.1686034661,0.4864977464,0.2589879732,1.6344676818,0.487494912,1.1421713597,0.2467964325
0.4,0.8,0.1133048881,0.1734702039,0.7132249081,0.0541683704,0.1074011553,0.1189487991,0.3662845003,0.3252507874,0.5738204735,0.1688703467,0.5402337921,0.2654079018,1.637211801,0.5409896506,1.1344585763,0.2527582655
0.4,0.85,0.1110890135,0.1369843253,0.7519266612,0.0537936724,0.1014634202,0.1141567398,0.4779580105,0.3083451301,0.6300044632,0.1652649478,0.6303500047,0.2664012975,1.6490672786,0.6322830517,1.1341798282,0.2500552935
0.4,0.9,0.1088292213,0.0983629093,0.7928078695,0.0533270438,0.093176461,0.1074172591,0.5960820509,0.2846383191,0.6908255079,0.1556942403,0.7312835225,0.2552158234,1.6602498726,0.7349052278,1.1358625741,0.2331251602
0.4,0.95,0.1057524904,0.0505227265,0.8437247831,0.0522183848,0.0697318357,0.0872588608,0.7426793302,0.2157868866,0.7665217624,0.1264437412,0.8579352797,0.212535657,1.6701470736,0.8627742299,1.1277880268,0.1779869665
0.45,0.05,0.1157267826,0.3591330739,0.5251401435,0.0540814557,0.0824470263,0.0856009586,-0.1931260042,0.2385750143,0.3061764916,0.1073745229,0.1804080291,0.1357441057,2.7215976429,0.1819369647,2.1449264128,0.1354531965
0.45,0.1,0.1157596315,0.3562916414,0.5279487271,0.0540824567,0.0836465203,0.0873672743,-0.1846345556,0.2429603666,0.3104959474,0.109377694,0.1845800563,0.1388090347,2.721429431,0.1851121573,2.1452520088,0.1376982693
0.45,0.15,0.115536473,0.3495615382,0.5349019888,0.0539092632,0.086177614,0.0899481908,-0.1642210876,0.2510360547,0.3204015068,0.1131708597,0.1924878859,0.1433130071,2.7135236032,0.1929686002,2.1373375534,0.1427309019
0.45,0.2,0.1155803906,0.3449594744,0.539460135,0.054088176,0.0884105249,0.0926512286,-0.1504588139,0.2584573744,0.3270314564,0.1171432636,0.1999647077,0.1486538416,2.7205005627,0.2007230279,2.1469997911,0.1463965975
0.45,0.25,0.1156625129,0.3407026815,0.5436348056,0.0541549492,0.0887440742,0.0929711909,-0.1377705574,0.2594580394,0.3317766987,0.1189350858,0.202223395,0.151113793,2.7300254301,0.20254484,2.1418159829,0.1500408708
0.45,0.3,0.115343307,0.3334412825,0.5512154104,0.0540889933,0.0912620273,0.0960710207,-0.1156671546,0.2679743093,0.3422869283,0.1242050505,0.2133658529,0.1585133623,2.726283773,0.2143370563,2.13980224,0.1548572232
0.45,0.35,0.1154368551,0.3259013818,0.5586617631,0.0539815456,0.0924961421,0.0977795631,-0.0931410005,0.2723742502,0.3522931767,0.1273673709,0.2231330295,0.163534302,2.7141907645,0.2233713907,2.1439930303,0.1601824352
0.45,0.4,0.1154664905,0.3202749313,0.5642585782,0.0542233003,0.0957173414,0.101410447,-0.0762912843,0.2827415081,0.3614028636,0.1316560887,0.2352701942,0.1714476572,2.7284095643,0.2354080981,2.1509710929,0.1679083967
0.45,0.45,0.1154461385,0.3068132967,0.5777405649,0.054228537,0.0969482467,0.1030906181,-0.0358860285,0.2870458733,0.3787658443,0.1369970476,0.2517311094,0.1823506743,2.7321553209,0.2530725595,2.1467602288,0.1778459853
0.45,0.5,0.1154946978,0.3024633127,0.5820419895,0.0543858341,0.1011736944,0.1078333076,-0.022884636,0.3006411939,0.386655479,0.142048975,0.2668955451,0.1894249264,2.7378036443,0.2681538062,2.1558687497,0.1843532967
0.45,0.55,0.1151944157,0.2868972043,0.59790838,0.0541129126,0.1029969253,0.1101305348,0.0241139715,0.3068875841,0.4083534474,0.1473014921,0.2907530565,0.2034570908,2.7273648519,0.2933285216,2.1410036337,0.1974066649
0.45,0.6,0.1144874496,0.2702017353,0.6153108152,0.053861873,0.1047474439,0.1123230985,0.0749073446,0.3128568277,0.4322264077,0.1530381421,0.3218832985,0.2157552652,2.7167735844,0.3251772771,2.1294882816,0.208732855
0.45,0.65,0.1141925233,0.255929589,0.6298778877,0.0541993842,0.1073793206,0.1160023752,0.1180187096,0.321988226,0.4532281215,0.1592703633,0.3527041756,0.2286080995,2.7389616881,0.3564531656,2.1369302386,0.2195928616
0.45,0.7,0.1128492877,0.2303227764,0.6568279359,0.0541076984,0.1080867995,0.117383407,0.196182383,0.3249274442,0.4924288571,0.1619812266,0.4071098446,0.2432525708,2.7337159096,0.4114783152,2.1394902006,0.232071663
0.45,0.75,0.1124668833,0.2132202664,0.6743128504,0.053874818,0.108721894,0.1185718191,0.2478723176,0.3275599766,0.5167704502,0.1668581117,0.4440220995,0.2548313858,2.7323753718,0.4497946262,2.1191423318,0.2421186159
0.45,0.8,0.1108208662,0.1806112758,0.708567858,0.0536076821,0.1062164696,0.1173364205,0.3473453065,0.3213215991,0.5665006963,0.1672760698,0.5211756096,0.2641559107,2.7281758925,0.5266896655,2.109355248,0.2484423282
0.45,0.85,0.1097329239,0.1472131967,0.7430538794,0.0533386806,0.1031441094,0.1150977687,0.448627486,0.3128653116,0.6169138073,0.1663374011,0.6029285079,0.2694171035,2.7249532855,0.610426237,2.0967729469,0.2500371039
0.45,0.9,0.1074367122,0.106509087,0.7860542007,0.0529679387,0.0943387206,0.1081946882,0.5730360267,0.2879337282,0.6804673832,0.1577337536,0.7084962832,0.2629505088,2.7276770754,0.715043416,2.0861913113,0.2375117432
0.45,0.95,0.1059113793,0.0578915985,0.8361970222,0.0527896593,0.0733479434,0.0903500511,0.7204138251,0.2262640575,0.7547379227,0.1335647529,0.8348857393,0.2275567182,2.7378483421,0.8436958504,2.0811237544,0.1899301031
0.5,0.05,0.1056325204,0.3627543114,0.5316131681,0.0517966406,0.0822107035,0.0851273066,-0.1938954547,0.2385912607,0.3156503731,0.1064110977,0.1830188831,0.1363832146,7.9348198665,0.1780182505,5.8220236303,0.1354216812
0.5,0.1,0.1061373942,0.358707823,0.5351547827,0.0519028381,0.0832220561,0.0868035526,-0.1822608634,0.2424298347,0.3199730425,0.1097118526,0.1877991267,0.138745029,7.9334987682,0.1815716989,5.85979046,0.1369393678
0.5,0.15,0.1067883029,0.357701289,0.5355104081,0.0521085408,0.0860023267,0.0894457516,-0.1798921698,0.250897247,0.3224324276,0.1116522958,0.1934011467,0.1431625757,7.9651015818,0.1878528327,5.8875681557,0.1415971963
0.5,0.2,0.1076291641,0.3520830507,0.5402877852,0.0522260337,0.0880844516,0.0917630367,-0.1638783161,0.2576033213,0.3288679616,0.1155448734,0.1997853655,0.1475975029,7.9833648731,0.19451734,5.9104008285,0.1459173198
0.5,0.25,0.1075995287,0.3468750669,0.5455254044,0.0525399922,0.0894476531,0.093491512,-0.1482247295,0.262119024,0.3360522369,0.1183341853,0.2059235191,0.1511039196,8.0255578963,0.2005813342,5.9531294256,0.1487701125
0.5,0.3,0.1083236334,0.3410954404,0.5505809262,0.0523093762,0.0898553236,0.0942066083,-0.1316099547,0.2638105163,0.3420448459,0.1206946486,0.2097417296,0.1542091418,7.9862820009,0.2051003575,5.9444771157,0.1513894534
0.5,0.35,0.1089256257,0.3341661013,0.5569082729,0.0527198611,0.0937058831,0.0984333516,-0.1114239297,0.2760314508,0.352351555,0.1255756479,0.2226651084,0.1628158485,8.0472096262,0.2190096863,6.0051980877,0.1592820128
0.5,0.4,0.1087970864,0.3244074696,0.566795444,0.0525168036,0.095844918,0.1014073355,-0.0820194951,0.2836402714,0.3655728925,0.131280588,0.2365199445,0.1715675537,8.0294140751,0.2321422705,5.9618520015,0.1675118976
0.5,0.45,0.1091577106,0.3152726104,0.575569679,0.0528870359,0.0971496476,0.1027337763,-0.0549755418,0.2875707451,0.3766979684,0.1351821138,0.2466643903,0.1791962889,8.0763523405,0.2444891838,6.024381555,0.1748411326
0.5,0.5,0.1096218802,0.3064001857,0.5839779341,0.0528368144,0.099514385,0.1053895274,-0.0288224372,0.29522208,0.3882616846,0.1401641646,0.2610370043,0.1876442042,8.0768807798,0.2602605981,6.0192405322,0.1832027209
0.5,0.55,0.1096165244,0.2933391652,0.5970443104,0.0527910452,0.1028904017,0.1098057768,0.0103659799,0.3067845262,0.4075822116,0.1462944849,0.2859598984,0.2009903729,8.066215589,0.28565629,6.0189048637,0.1947467371
0.5,0.6,0.1099921448,0.2844492448,0.6055586103,0.0529714206,0.1063281952,0.1135262922,0.0366601207,0.3176268641,0.4203600885,0.151455703,0.3053212552,0.2098660214,8.0866104902,0.3065203597,6.0588459497,0.20319273
0.5,0.65,0.1099110937,0.2625622166,0.6275266898,0.0531341108,0.1040741349,0.1118985618,0.1024022566,0.3112972056,0.4489327668,0.154446797,0.3371096864,0.2222230251,8.1111864891,0.3416195951,6.0751354653,0.2136681968
0.5,0.7,0.1103438426,0.248047988,0.6416081694,0.0532477264,0.1084325089,0.1168398357,0.1455121934,0.3253147012,0.4705027315,0.1606622796,0.3703551979,0.2361982855,8.1430428107,0.3768942458,6.080935868,0.2265470647
0.5,0.75,0.1096215232,0.2233370229,0.6670414539,0.0529026774,0.1094216188,0.1184280857,0.2203674081,0.3291151651,0.506709037,0.1654400048,0.4235232439,0.2507715608,8.069693291,0.4318831517,6.0496784481,0.2382538767
0.5,0.8,0.1090509515,0.1897986218,0.7011504267,0.0530928911,0.108119047,0.1185466824,0.3215531831,0.3265893562,0.5552031635,0.1699409376,0.498263764,0.2669695934,8.0922590781,0.5085243485,6.0658018375,0.2501752232
0.5,0.85,0.1079165923,0.1581026172,0.7339807905,0.0526034231,0.1043639558,0.115792046,0.4177755561,0.3162912662,0.6037433499,0.1664899428,0.5755991586,0.2711658024,8.0330488807,0.5863094431,5.9680257822,0.2497423541
0.5,0.9,0.107101796,0.1120394901,0.7808587139,0.0526774067,0.0931444925,0.1068517089,0.5567797336,0.2841785067,0.6726987896,0.1556381735,0.6907135892,0.2620521238,8.0370121755,0.7030237849,5.9751732962,0.2322556863
0.5,0.95,0.1054464955,0.0641860963,0.8303674081,0.0523915713,0.0769194066,0.0931171844,0.7019952155,0.2366901926,0.7462591495,0.1366587231,0.8179128256,0.2348490581,8.0183739779,0.8292145331,5.8988933427,0.1946958118
