pi,lambda,f0,f1,f2,sdf0,sdf1,sdf2,Q,sdQ,m,sdm,k2,sdk2,k0,k1,sdk0,sdk1
0.25,0.35,0.1584493162,0.2899650087,0.551585675,0.062919344,0.097935987,0.1064688351,-0.0283443425,0.2892021717,0.3418482879,0.1394272432,0.2522071729,0.176494487,0.6423486234,0.2630681615,0.4430642856,0.1845144018
0.25,0.4,0.1537608455,0.2807223194,0.5655168351,0.0623540368,0.1009780962,0.1101483197,0.0040721962,0.2996687516,0.3614633842,0.1460689555,0.2757049502,0.189628806,0.6618529578,0.2807501696,0.4489867376,0.1945759353
0.25,0.45,0.1482247295,0.2641089728,0.5876662977,0.0614798966,0.1021492278,0.1119447052,0.0594483522,0.3043716217,0.3914424965,0.1520780865,0.3117021306,0.2044445352,0.686108736,0.3066918985,0.4572466071,0.2073122545
0.25,0.5,0.144717035,0.253391295,0.6018916699,0.0608770186,0.104305127,0.1145855685,0.0951090799,0.3118571658,0.4116783304,0.1571769467,0.3383569838,0.2158362633,0.7033859956,0.3296001,0.4623518253,0.2163246984
0.25,0.55,0.140839433,0.2379765773,0.6211839897,0.0602190798,0.1083571383,0.1190834451,0.1452308351,0.3251730955,0.4409965366,0.1624696814,0.3798477347,0.2274052445,0.7242728792,0.3679190917,0.4684068646,0.2283487795
0.25,0.6,0.1364730246,0.2184918056,0.6450351698,0.0593892732,0.108448929,0.1196334258,0.2080515585,0.326265719,0.4748211161,0.1653676042,0.4266483941,0.2374329755,0.7485996922,0.4084771664,0.4761637443,0.2401960131
0.25,0.65,0.132318706,0.2013800121,0.6663012818,0.0587137706,0.1084847389,0.1205432441,0.2635412575,0.3275836364,0.5049009176,0.1695822591,0.4699881209,0.2474487114,0.7743761428,0.4470378834,0.4844069037,0.2505647396
0.25,0.7,0.1276495162,0.1712825365,0.7010679473,0.0574522711,0.1030929103,0.1160777839,0.3585028743,0.3123932103,0.5545727854,0.1669495113,0.5428376052,0.2487781228,0.8039095489,0.5172267647,0.4890238966,0.2539172189
0.25,0.75,0.1234220016,0.1496250937,0.7269529046,0.056798847,0.1026742766,0.1158193336,0.4277027172,0.3115159362,0.5926482665,0.1679300164,0.600468703,0.2534032793,0.8352464515,0.5753572321,0.4957152578,0.2599626411
0.25,0.8,0.1194451387,0.1268922055,0.7536626558,0.0557705227,0.1004499765,0.1145456103,0.4998782447,0.306076093,0.6327562752,0.1652832216,0.6624739882,0.2506434242,0.8646706744,0.6390998679,0.4986560672,0.2567578472
0.25,0.85,0.1148562859,0.0932931053,0.7918506088,0.0548913833,0.0854587077,0.1010309037,0.6052643982,0.2615621282,0.6883886171,0.1493463297,0.7470812072,0.2311908742,0.9017456162,0.7270903703,0.5034805024,0.235885798
0.25,0.9,0.1108537151,0.0631213625,0.8260249223,0.0539480194,0.0716774581,0.0893322636,0.6997821973,0.2212372716,0.7394176456,0.1323186053,0.8266792852,0.2059183353,0.9357634276,0.8139150927,0.5043297708,0.202266474
0.25,0.95,0.1066465526,0.031832042,0.8615214054,0.0527576682,0.0532468625,0.074991559,0.7978573214,0.1682730781,0.7922971043,0.1124025639,0.9093324983,0.1763044799,0.9713453216,0.905136573,0.5049550877,0.1561156547
0.3,0.05,0.1613071732,0.339540115,0.4991527118,0.0622324658,0.0823822097,0.0875001487,-0.1799275181,0.2365249233,0.2685739279,0.1092975728,0.1722181474,0.1288966269,0.7835184977,0.1908920389,0.5790122832,0.1449593305
0.3,0.1,0.1581918806,0.3355836041,0.5062245153,0.0617661538,0.0846879844,0.0892988397,-0.1649426929,0.2435673644,0.2781163638,0.112935437,0.1773390129,0.1328789247,0.7812775744,0.1965765191,0.5753216573,0.1500280659
0.3,0.15,0.1556235941,0.3311643518,0.5132120541,0.0619496766,0.0865697988,0.0923520905,-0.1491166494,0.2507532279,0.2885414361,0.116531213,0.1855229681,0.1397079798,0.7908155745,0.2023827717,0.5747910686,0.1540234228
0.3,0.2,0.153324169,0.3235123362,0.5231634948,0.0614782996,0.0886628286,0.0941693512,-0.1238611776,0.257315022,0.301259328,0.1211411515,0.1953904524,0.1447255539,0.7900507474,0.2118660301,0.5727164366,0.1583503222
0.3,0.25,0.1499285893,0.3155521834,0.5345192273,0.0608181153,0.0901576074,0.0971054672,-0.0965851394,0.2639338819,0.3169561181,0.1260346489,0.2096094164,0.1536414632,0.7924069349,0.2214372767,0.5700633507,0.1628032848
0.3,0.3,0.1478326847,0.3111882744,0.540979041,0.0609577694,0.0945251091,0.1013326844,-0.0813975078,0.277458496,0.3273276324,0.1313386914,0.2221792228,0.1636307987,0.801449546,0.234377137,0.5745934455,0.1723006496
0.3,0.35,0.1443064234,0.2997968365,0.5558967401,0.0600294844,0.0959611605,0.1034576987,-0.0436969329,0.2831160085,0.3470910844,0.1367705693,0.242030571,0.1741047436,0.8055465071,0.2494303465,0.57177002,0.1793477386
0.3,0.4,0.1414367837,0.2924822366,0.5660809798,0.05962255,0.0990280681,0.1068862601,-0.0188834934,0.2932638241,0.3621864177,0.1414299492,0.2606509159,0.1836787481,0.8151956516,0.2652835601,0.5735364522,0.1870605451
0.3,0.45,0.1386710465,0.2802945692,0.5810343843,0.0593705003,0.1022358027,0.1108841501,0.0204452458,0.3042188812,0.3836787232,0.1480104833,0.2876275337,0.1970939469,0.8280834553,0.2885669569,0.5768399052,0.1986112279
0.3,0.5,0.1363162781,0.2678205449,0.5958631771,0.058783637,0.1039924437,0.1132327541,0.0602220873,0.3105487206,0.404633306,0.1524658003,0.3142208711,0.2078504619,0.8359702199,0.3117641168,0.5771658715,0.2082196595
0.3,0.55,0.1332263363,0.2528310779,0.6139425858,0.0586493137,0.1058296275,0.115453007,0.1082804299,0.3167146457,0.4301306816,0.1574413845,0.3475153157,0.2208175137,0.8536760499,0.3416262261,0.5860335719,0.2198368237
0.3,0.6,0.1304623844,0.2362762881,0.6332613275,0.0579947297,0.1075803562,0.1179653183,0.1607087514,0.3232056154,0.4567977648,0.1644473436,0.3857129091,0.2341669549,0.8653865838,0.3774257966,0.5899340497,0.2315043096
0.3,0.65,0.1268654265,0.2152261935,0.65790838,0.0573616429,0.106610479,0.1170872113,0.2274559931,0.3205343888,0.4928364337,0.1635500412,0.4361220366,0.2401293469,0.8872386299,0.4235653332,0.5949211005,0.2387096672
0.3,0.7,0.1240518442,0.1957014318,0.680246724,0.0564891635,0.1112288789,0.1226935712,0.2888438605,0.3361699973,0.5268238298,0.1703609108,0.4892978276,0.2530852905,0.9013796002,0.4760660685,0.5977497209,0.2529268436
0.3,0.75,0.1207341022,0.1678598208,0.7114060771,0.0561485579,0.1029859666,0.1155065718,0.3756864355,0.3120202544,0.5696258078,0.1670443782,0.5510597537,0.2565724716,0.9288359229,0.5357188764,0.6042374991,0.2550626619
0.3,0.8,0.1171546399,0.1424522441,0.740393116,0.055106556,0.1006845733,0.1136999777,0.4554886278,0.3058331074,0.6129135573,0.1641593988,0.6194979511,0.2543287867,0.9519613686,0.6045049622,0.6099525751,0.2524909836
0.3,0.85,0.1138036919,0.1068768522,0.7793194558,0.0548074207,0.0923638713,0.1070673804,0.5655657514,0.2820799061,0.6699705431,0.1573404875,0.7090322084,0.2493790154,0.9823166919,0.6982420721,0.6202647462,0.2447793966
0.3,0.9,0.1104573857,0.0778301853,0.811712429,0.0537451065,0.0843250319,0.1002274854,0.6560520584,0.2588896282,0.7189761488,0.1449564991,0.7880541769,0.2312260477,1.0069131069,0.7813211153,0.6264241407,0.2202043715
