pi,lambda,f0,f1,f2,sdf0,sdf1,sdf2,Q,sdQ,m,sdm,k2,sdk2,k0,k1,sdk0,sdk1
0.35,0.1,0.1407113222,0.3441882529,0.5151004249,0.0348402703,0.0499276973,0.0525015624,-0.173276081,0.1442158211,0.2750483129,0.0746457068,0.1084463567,0.0813828592,0.6401927223,0.1149311937,0.4750389769,0.0860736935
0.35,0.15,0.139299825,0.3394147463,0.5212854286,0.0347520101,0.0512370284,0.0541460692,-0.157544064,0.1487662076,0.2840977256,0.0773773958,0.1149931782,0.0861712755,0.6423493061,0.1202092763,0.4747559275,0.0897596093
0.35,0.2,0.1375256686,0.3339691577,0.5285051737,0.0346502885,0.0523399415,0.0552879168,-0.1394331417,0.1523344779,0.2946231442,0.0795077469,0.1227204633,0.0913288643,0.646844166,0.1267203393,0.4754101491,0.0935697917
0.35,0.25,0.1359467133,0.3263330167,0.5377202699,0.0345094485,0.0539777498,0.0573308017,-0.1149457636,0.1579881111,0.3080910522,0.083117623,0.1359255558,0.0992547134,0.6512892269,0.1373765559,0.4763493898,0.1004543506
0.35,0.3,0.1341028743,0.3199685079,0.5459286178,0.0344104809,0.0549993071,0.058540951,-0.0940083979,0.1614388711,0.3201700825,0.0852637934,0.1476492184,0.1068322345,0.6592819172,0.1466638136,0.479434439,0.1065696519
0.35,0.35,0.1323434141,0.3097363659,0.5579202199,0.0341285782,0.0563334369,0.0603754183,-0.0615525119,0.1662732402,0.3377896276,0.0886255778,0.1685199753,0.1165281397,0.6649824757,0.1644435667,0.4814111768,0.1149938782
0.35,0.4,0.130656136,0.3007811047,0.5685627593,0.0340141314,0.0584681887,0.0625397075,-0.0329994501,0.1730054835,0.3536001,0.0921482038,0.1892866711,0.126176693,0.6754068368,0.1831216869,0.4852174247,0.1245599601
0.35,0.45,0.1286835291,0.290192002,0.5811244689,0.033833996,0.0596428815,0.0641288517,0.0007404649,0.1771770023,0.3723234441,0.0947044819,0.2148569945,0.1351246802,0.6878898144,0.2053599896,0.4911127144,0.1330861597
0.35,0.5,0.1268725319,0.2792615346,0.5938659335,0.0336150934,0.0609005732,0.0656154134,0.0353428643,0.1814096946,0.3913662834,0.0970311582,0.2421709001,0.1435576889,0.6999495618,0.23004986,0.4970716825,0.1418001511
0.35,0.55,0.1248811297,0.2629466133,0.6121722569,0.0333401443,0.061936167,0.0670774349,0.0862790302,0.1851797749,0.4185526868,0.0998310139,0.2828419792,0.1538050038,0.715286285,0.2685438018,0.5030483987,0.1526935391
0.35,0.6,0.1228335916,0.2470541365,0.6301122719,0.0332041582,0.063037959,0.0686045242,0.136003999,0.1890963131,0.4453635091,0.1023493245,0.3250873924,0.1616553007,0.735474197,0.3090357207,0.5115236602,0.1611790263
0.35,0.65,0.1205091727,0.2262002499,0.6532905774,0.0329804753,0.0641648035,0.0700546749,0.2008900775,0.1930033186,0.4800660335,0.1046733837,0.3808670573,0.1696362313,0.7594237998,0.364039182,0.5213326849,0.1703130549
0.35,0.7,0.1181526118,0.2047936016,0.6770537866,0.0325877632,0.0643334667,0.0706138059,0.2674665834,0.1940818738,0.5156568608,0.1056619359,0.4394319614,0.1735094264,0.782962579,0.4223467582,0.5312264051,0.1747436961
0.35,0.75,0.1155963009,0.1798815796,0.7045221195,0.0323144168,0.0633402674,0.07011258,0.3447589603,0.1916528514,0.5568013247,0.1050990275,0.5076177952,0.1747162738,0.814189846,0.4912160501,0.5429726744,0.1755585719
0.35,0.8,0.1127326668,0.1484176456,0.7388496876,0.0319585642,0.0596551368,0.0669630379,0.4420143964,0.1810023694,0.6082900525,0.1003752456,0.5937158106,0.168054949,0.8522588943,0.5794643084,0.5548756292,0.1675547877
0.35,0.85,0.1100650837,0.1167452637,0.7731896526,0.0316864443,0.0563631204,0.0644023149,0.5396991252,0.1717431833,0.6598029243,0.0965071791,0.6802533314,0.1618123046,0.8922812084,0.6690904141,0.5648608716,0.1587714288
0.35,0.9,0.1071471132,0.0813032742,0.8115496126,0.031194274,0.0480886361,0.0571428978,0.6489430642,0.1473935833,0.7173244189,0.0857143467,0.7768691584,0.1441443491,0.9358524959,0.7693703431,0.5746723356,0.1363799464
0.35,0.95,0.1041153712,0.0425728068,0.853311822,0.030809125,0.0366021117,0.0479299204,0.7681662084,0.114156537,0.7799677331,0.0718948807,0.8822215054,0.1209039719,0.9859617719,0.8792389729,0.5847958681,0.1037734667
0.4,0.05,0.1275030242,0.3553270682,0.5171699075,0.033374917,0.0490657048,0.0511769265,-0.1934842289,0.1416831803,0.2783868533,0.0723800914,0.1059867086,0.0797762466,0.9446727409,0.1094281358,0.7130176913,0.0825285829
0.4,0.1,0.126855836,0.3507327668,0.5224113972,0.0332870283,0.0500596337,0.0524938835,-0.1790541365,0.1452121637,0.2859137716,0.0748100072,0.1102797811,0.0826678817,0.944364318,0.1130060164,0.7094230297,0.0848737764
0.4,0.15,0.1261006248,0.3452646838,0.5286346913,0.0332713364,0.0509745483,0.0534837717,-0.1618946763,0.148182338,0.295016196,0.076536756,0.115376722,0.0862455338,0.9452090159,0.1176751384,0.7096835904,0.0881775609
0.4,0.2,0.1254382904,0.3398912772,0.5346704324,0.0332686099,0.0521698596,0.0549601351,-0.145112122,0.1522445863,0.303783829,0.0791595959,0.1226084737,0.0911137599,0.9476776715,0.124388178,0.709087862,0.0920568904
0.4,0.25,0.1247016246,0.333804149,0.5414942264,0.0332232186,0.0531536594,0.0562498331,-0.1261140715,0.1556805565,0.3136737066,0.0816317352,0.1308044777,0.0973721876,0.9485482266,0.1318198593,0.709342879,0.0972877904
0.4,0.3,0.1239453637,0.326987803,0.5490668333,0.0330331942,0.0542639729,0.0574596257,-0.1049087728,0.1593421302,0.3249059735,0.0835672486,0.1415878017,0.1036395158,0.9456351821,0.1419159175,0.7072756583,0.1031996986
0.4,0.35,0.1230088478,0.3187447138,0.5582464384,0.0329499946,0.0558753018,0.0594409871,-0.0792429893,0.1648046864,0.3384722569,0.0868656398,0.1575862326,0.1118084374,0.9484826066,0.1566987396,0.7064535387,0.1106008515
0.4,0.4,0.1221272682,0.3106635841,0.5672091477,0.0329201407,0.057143431,0.0609013912,-0.0541180205,0.1689724748,0.3516934766,0.0894501277,0.1736995983,0.1195955447,0.9525167799,0.1719778377,0.7081167706,0.1177936959
0.4,0.45,0.1212684329,0.300676131,0.5780554361,0.0327766929,0.0586359121,0.0624212073,-0.0232968258,0.1736940394,0.3677691577,0.0920661192,0.1943002627,0.1289475069,0.9555903297,0.1921751634,0.7055272005,0.1269806506
0.4,0.5,0.1199861035,0.2885982004,0.5914156961,0.0326520791,0.0602411713,0.0645145121,0.0142192952,0.1792429708,0.3876829043,0.0954230382,0.2226382577,0.1392959551,0.9614031947,0.2188117721,0.7076766732,0.1368135464
0.4,0.55,0.1189647088,0.275296176,0.6057391152,0.0325839527,0.0623575288,0.0669296043,0.0551467633,0.186134511,0.4090788053,0.0992106225,0.2545232732,0.1506469575,0.9678014587,0.250102453,0.710839384,0.1481933308
0.4,0.6,0.1177575106,0.2595209198,0.6227215696,0.0324160112,0.062769359,0.0676552245,0.1036797301,0.187803214,0.4342674081,0.1009761284,0.2929914773,0.1589359916,0.975540524,0.2879427857,0.7116229487,0.1562695485
0.4,0.65,0.1164605849,0.2405059235,0.6430334916,0.0323287662,0.0642454871,0.0695567724,0.1620216446,0.1928445778,0.4647183454,0.1038394584,0.342059548,0.1684485225,0.986925814,0.3369818295,0.7163397441,0.1654872651
0.4,0.7,0.1147444139,0.218796001,0.6664595851,0.0321179703,0.0634589494,0.0692171263,0.2288675831,0.1909767873,0.4997297176,0.1036937791,0.3994900149,0.1727149804,1.0009650315,0.3938902989,0.7228636926,0.1690824193
0.4,0.75,0.1129899525,0.1935936016,0.6934164459,0.0319269027,0.064076184,0.0704548721,0.3062292427,0.1936170368,0.5401608098,0.1055507361,0.4680595017,0.1777619974,1.0191678444,0.4626409683,0.7304926959,0.1734145315
0.4,0.8,0.1109149213,0.1618391402,0.7272459385,0.0317002836,0.0607889702,0.0675534446,0.4035676581,0.1839901656,0.5908742314,0.1013078105,0.5542387681,0.1731217739,1.0439127945,0.5496994608,0.7411001737,0.1675891181
0.4,0.85,0.108703974,0.1274815296,0.7638144964,0.0314102968,0.0570425215,0.0646128608,0.5088514371,0.1734195704,0.6457217446,0.0969192911,0.6483634687,0.1664885995,1.0750164732,0.6450262649,0.7500459886,0.1582804018
0.4,0.9,0.1064672832,0.0904224944,0.8031102224,0.0311599271,0.0505898273,0.0592782812,0.6222652337,0.1547767601,0.7046653337,0.0889174218,0.7497638637,0.1530588411,1.1073326214,0.7481144071,0.7670060513,0.140898854
0.4,0.95,0.1038691827,0.0474085979,0.8487222194,0.0307286205,0.0385861793,0.0495026892,0.7539050237,0.1199850485,0.7730833292,0.0742540338,0.8675606992,0.1278546278,1.1507832587,0.8679338058,0.7791658011,0.1074851119
0.45,0.05,0.1155948013,0.3601912022,0.5242139965,0.0319366934,0.0489488706,0.0509546877,-0.1961684079,0.1418632702,0.2888332417,0.0721649267,0.1071263912,0.0814634557,1.6393793774,0.1078996798,1.2246783603,0.080894865
0.45,0.1,0.1156303424,0.3558180455,0.5285516121,0.0320378871,0.0500828395,0.0522113459,-0.1830844789,0.1455162066,0.295104149,0.0743760753,0.1110137024,0.084007431,1.6462188712,0.1117882022,1.226354401,0.0833223741
0.45,0.15,0.1155173207,0.3511382154,0.5333444639,0.0319868375,0.05065398,0.0529449145,-0.168931967,0.1475063744,0.3019988253,0.0758428312,0.1147603236,0.0863625882,1.6444982458,0.115487352,1.2232004718,0.0853802266
0.45,0.2,0.1155140215,0.3463227193,0.5381632592,0.0319165051,0.051977426,0.0544810838,-0.1544821795,0.1519116709,0.309067908,0.0783913185,0.1206391781,0.090863181,1.6381702722,0.1213180276,1.2241497074,0.0897439237
0.45,0.25,0.1151419145,0.3398088978,0.5450491877,0.0319442326,0.0529285236,0.055574146,-0.1345686078,0.155026323,0.3190562359,0.080532023,0.1281774937,0.0962062276,1.642034047,0.128946872,1.2222890234,0.0947076502
0.45,0.3,0.115104074,0.3339596101,0.5509363159,0.0320134066,0.0545224669,0.0574554289,-0.1169829043,0.1602805631,0.3278345164,0.083387658,0.1377139406,0.10227787,1.6458068631,0.1384970091,1.2247040118,0.1005644839
0.45,0.35,0.1149012247,0.3258651837,0.5592335916,0.0318534116,0.0560093587,0.0591778841,-0.0924967758,0.1652243196,0.340092077,0.0862443621,0.1507881538,0.1099638984,1.6373747119,0.1518231767,1.2192781916,0.1080031023
0.45,0.4,0.1147929518,0.317892177,0.5673148713,0.0318790261,0.0569647279,0.0603878846,-0.0684694826,0.1684560078,0.3519292927,0.0885526419,0.1642044101,0.117016212,1.63976604,0.1653547875,1.2190899081,0.1151994715
0.45,0.45,0.1144006998,0.3078774806,0.5777218195,0.0318906059,0.0580763125,0.0617363528,-0.0380331417,0.1721547521,0.3672508873,0.0911078184,0.1829257016,0.1260229456,1.641408796,0.1845990225,1.2194568641,0.1234716969
0.45,0.5,0.1139998,0.2972055986,0.5887946013,0.0318387998,0.060458478,0.0643508461,-0.0056165959,0.1797972225,0.3838148463,0.0950760206,0.2067636439,0.136219874,1.6416009701,0.208872731,1.215532831,0.1331956782
0.45,0.55,0.11355981,0.2840742814,0.6023659085,0.0318137322,0.0609755818,0.0651789307,0.0342173457,0.181738222,0.403951962,0.0967539625,0.2345264491,0.1457003603,1.6426806632,0.2369968317,1.2140939939,0.142250059
0.45,0.6,0.1130772307,0.2702449888,0.6166777806,0.031819949,0.0625347489,0.0669948097,0.076187803,0.1868246883,0.425276181,0.0998041682,0.2671129136,0.1557797266,1.6462932045,0.2700931251,1.2136039435,0.151822325
0.45,0.65,0.1123446138,0.2527110722,0.6349443139,0.0318132581,0.0639580885,0.0688173466,0.1295221695,0.1916432554,0.4526503374,0.1025629912,0.3109626969,0.1654666207,1.6502776898,0.3141788386,1.2146490784,0.1606327475
0.45,0.7,0.1114557861,0.2315768058,0.6569674081,0.0317670328,0.0641442471,0.0695952205,0.1938137966,0.1928706874,0.4855614096,0.1040485666,0.3647960955,0.1736194498,1.6533304637,0.368346442,1.2166648661,0.1670424889
0.45,0.75,0.1103963509,0.2052897776,0.6843138715,0.0315993787,0.0630194763,0.0690152996,0.2737343164,0.1900553068,0.5265139965,0.1033695134,0.4341257829,0.1767365481,1.6551291622,0.4380496828,1.213023547,0.1684919468
0.45,0.8,0.1091589103,0.1769749563,0.7138661335,0.0313719037,0.0630520573,0.0695310624,0.3599162209,0.1907581841,0.5708303924,0.1041737658,0.5108031607,0.1804844886,1.6590375369,0.5148229435,1.207846724,0.1707441446
0.45,0.85,0.1074923769,0.1408386403,0.7516689828,0.0312903816,0.0596823802,0.0668482732,0.4699917021,0.1811624077,0.6275102974,0.1002402835,0.6097141377,0.1749935727,1.6787502939,0.6135039058,1.2131614115,0.1629465372
0.45,0.9,0.1056796301,0.0989008748,0.7954194951,0.0309926943,0.0529897692,0.0613059754,0.5976177456,0.1618692915,0.6931292427,0.0919589632,0.7246619403,0.1612440062,1.6918667926,0.728444189,1.2188937171,0.1453656868
0.45,0.95,0.1035384654,0.0518529868,0.8446085479,0.0306435454,0.0395054415,0.0499709986,0.7409025744,0.1223818934,0.7669128218,0.0749564979,0.854147206,0.1315636545,1.71673913,0.8576105331,1.2271614803,0.1084793954
0.5,0.05,0.1056625344,0.3649579605,0.5293795051,0.0307146763,0.0488950795,0.050762872,-0.2005364159,0.1420851774,0.296540115,0.0719548961,0.1090085296,0.0814741312,4.6777370657,0.1063004392,3.4901234,0.0800118852
0.5,0.1,0.1060917271,0.3604544364,0.5334538365,0.0308035366,0.0497847296,0.0518232536,-0.1874550362,0.1450184435,0.3024648338,0.0737422104,0.1119703595,0.0840249976,4.6917395651,0.1093572393,3.5023038939,0.082272043
0.5,0.15,0.1063703574,0.3557978005,0.537831842,0.0307483257,0.0509751115,0.0530788807,-0.1737637591,0.1488353304,0.308928143,0.0757022077,0.1163950703,0.0870509248,4.6850122469,0.1141669797,3.4965703425,0.0853442009
0.5,0.2,0.1069363659,0.3518195951,0.541244039,0.0309133125,0.0519133509,0.0540901566,-0.1623951512,0.1517759709,0.3137849038,0.0776377132,0.1201123874,0.0901165699,4.7071912022,0.1186088692,3.527288595,0.0884161145
0.5,0.25,0.1071656586,0.3452572357,0.5475771057,0.0309280757,0.0532129416,0.0556917653,-0.1429373657,0.1561452189,0.3231389653,0.0801730722,0.1280960183,0.0950780868,4.7139810047,0.1269289749,3.5270884656,0.0932929944
0.5,0.3,0.1075196701,0.3393821545,0.5530981755,0.0309507583,0.0541361939,0.0567815672,-0.1256661335,0.1591882696,0.3310893027,0.0823560645,0.1351175516,0.0998449365,4.7150807298,0.13471445,3.5403113018,0.0982663448
0.5,0.35,0.1078604349,0.3319312172,0.5602083479,0.0309793671,0.0554408969,0.0582722633,-0.1036540865,0.163430982,0.3415965009,0.0848083173,0.1458719123,0.106135875,4.7202859285,0.1466746171,3.5508253531,0.1046001998
0.5,0.4,0.1080826293,0.3241141215,0.5678032492,0.0309062853,0.0564273716,0.0594984543,-0.0804249938,0.1667755702,0.3527669833,0.0870019493,0.1577085306,0.1131612676,4.7129682579,0.1596705895,3.5436660452,0.111472689
0.5,0.45,0.1083910522,0.3149905524,0.5766183954,0.0310758381,0.0576374673,0.0610096373,-0.0533627093,0.1707851808,0.3659084979,0.0893461939,0.1734418015,0.1212189333,4.7419220195,0.1769477773,3.5678307696,0.1191504089
0.5,0.5,0.1086555361,0.3046092477,0.5867352162,0.0310886047,0.0585631976,0.0622562331,-0.0224832792,0.1739896597,0.3807928768,0.0917794582,0.1921124648,0.130349726,4.7460354911,0.1972858928,3.5750933667,0.1278480592
0.5,0.55,0.108632142,0.2930546863,0.5983131717,0.0310613473,0.0600566346,0.0639154606,0.0122037991,0.1787924491,0.3979772307,0.0946254248,0.2165257348,0.1396177669,4.7349222694,0.2231983218,3.5804736254,0.1363900249
0.5,0.6,0.1086369908,0.2780732817,0.6132897276,0.031097387,0.0619942417,0.0661076617,0.0571431642,0.1850305107,0.4202623344,0.098310753,0.2498763689,0.1517544701,4.7448632842,0.2582128039,3.5787712461,0.1475755989
0.5,0.65,0.1086686328,0.2618362409,0.6294951262,0.0311935852,0.0634635681,0.0680438796,0.1058226443,0.1900251982,0.4444671832,0.1014435857,0.2883740473,0.1619743528,4.7595981005,0.2982727889,3.5904905337,0.1562103848
0.5,0.7,0.1084862784,0.2424797801,0.6490339415,0.0311423123,0.0647880836,0.0697415051,0.1640743814,0.1945171459,0.4737091977,0.1041378587,0.3361696337,0.1722456574,4.7465743564,0.3473093155,3.5855838275,0.1647896865
0.5,0.75,0.1079785054,0.2162109473,0.6758105474,0.0311665478,0.064727877,0.070172032,0.2433886528,0.1948533377,0.5137957511,0.1049896505,0.4039525893,0.1792494677,4.7497175706,0.4158118042,3.5738244067,0.1692736809
0.5,0.8,0.1072051487,0.1861394151,0.7066554361,0.0310718199,0.0630532848,0.0690240756,0.3343766058,0.1903059469,0.5600210197,0.1033906175,0.4841653953,0.1805667653,4.7283114221,0.4958241797,3.5541875936,0.1680497634
0.5,0.85,0.1063182704,0.1497963009,0.7438854286,0.0309562014,0.0601242153,0.066945181,0.4442928268,0.1822578573,0.6158387903,0.1003695621,0.5827247977,0.177528471,4.7150407398,0.5937232335,3.5217494076,0.1620511559
0.5,0.9,0.1048290927,0.1084029493,0.786767958,0.0308608641,0.054309225,0.0621388887,0.5699620595,0.1654566109,0.6801527618,0.0932038206,0.6970475621,0.1660233633,4.7105893527,0.7057954583,3.4926400622,0.1472572958
0.5,0.95,0.1032076981,0.0577722569,0.839020045,0.0305962591,0.0414409047,0.0514467565,0.7234755311,0.1279536464,0.7585300675,0.0771701348,0.8368143739,0.1376733918,4.684603849,0.8431895883,3.4642946995,0.1124824556
