pi,lambda,f0,f1,f2,sdf0,sdf1,sdf2,Q,sdQ,m,sdm,k2,sdk2
0.4,0.65,0.1358651087,0.3484369283,0.515697963,0.0109334048,0.02373079,0.0245079182,-0.1811758935,0.0702974954,0.2735505061,0.0367494416,0.1401318714,0.0586514285
0.4,0.7,0.1350132342,0.3349530992,0.5300336666,0.01093123,0.0251974485,0.0260837809,-0.1398725319,0.0749104516,0.2950521495,0.0391191633,0.1744395383,0.0624227239
0.4,0.75,0.1343227693,0.3179522119,0.5477250187,0.0108650601,0.0273290705,0.0282850359,-0.0881794051,0.0815187051,0.3215875844,0.0424273108,0.2167778173,0.0676906847
0.4,0.8,0.1332251562,0.2933392527,0.5734355911,0.0108783452,0.0283032109,0.0293895904,-0.0132429143,0.0846226789,0.3601533867,0.0440843857,0.2783073926,0.0703340631
0.4,0.85,0.1319282804,0.2571716071,0.6109001125,0.0108328761,0.0305837388,0.0318959095,0.0965568983,0.0918125002,0.4163501687,0.0478438643,0.3679660768,0.0763320917
0.4,0.9,0.1302674206,0.2022804674,0.667452112,0.0107601469,0.0306660847,0.0321941785,0.2628911772,0.0923053974,0.501178168,0.0482912677,0.5033041962,0.0770458977
0.4,0.95,0.1281528743,0.121078168,0.7507689578,0.0106254758,0.026498727,0.0284033716,0.5086126218,0.0800471627,0.6261534366,0.0426050574,0.7026949396,0.0679738812
0.45,0.05,0.1291504749,0.4047017871,0.4661477381,0.0105622535,0.0157717714,0.0160368146,-0.343255836,0.0451764154,0.1995371657,0.0234384245,0.0039748409,0.039068075
0.45,0.1,0.1293490502,0.4030086853,0.4676422644,0.0106235296,0.016077564,0.0163184717,-0.3383751062,0.0460878204,0.2017398713,0.0239243444,0.0076157303,0.0397542338
0.45,0.15,0.1294724444,0.4010286678,0.4694988878,0.0106263986,0.0164402907,0.0167526721,-0.3325584479,0.0473055421,0.2044827043,0.0246418384,0.012138742,0.0408120108
0.45,0.2,0.1296869158,0.3989132592,0.471399825,0.0106067568,0.017041163,0.0173473843,-0.3264266933,0.0491954882,0.2073435579,0.0255054861,0.016769709,0.0422608184
0.45,0.25,0.1298197826,0.3972164334,0.4729637841,0.0106027683,0.0175182386,0.0178725839,-0.3214690827,0.0507423145,0.2096656523,0.0263345958,0.0205797467,0.0435402831
0.45,0.3,0.1299914021,0.3942673707,0.4757412272,0.0105878197,0.017873936,0.0181765229,-0.3127935141,0.0518055946,0.2137465446,0.0269566366,0.0273460129,0.0442807239
0.45,0.35,0.1301529493,0.3911491877,0.478697863,0.010614172,0.0185772182,0.0189467908,-0.3036005124,0.0540582978,0.2182044614,0.0280537678,0.0345488193,0.0461572116
0.45,0.4,0.1302487753,0.3876029368,0.4821482879,0.0106171078,0.0192759234,0.0196959431,-0.2930575856,0.0562824298,0.2233322419,0.0292773953,0.0429545695,0.0479822582
0.45,0.45,0.1303904274,0.3834752312,0.4861343414,0.01064473,0.019730054,0.0202517108,-0.280816121,0.0577877582,0.2292657336,0.0302114697,0.052665191,0.0493361914
0.45,0.5,0.1305182704,0.3782913147,0.4911904149,0.0106725748,0.0203480071,0.0208995191,-0.2653922144,0.0597227791,0.2368445389,0.0311894673,0.064982541,0.0509143492
0.45,0.55,0.1306737316,0.3727535116,0.4965727568,0.0106309345,0.0215271944,0.0221016124,-0.2489342664,0.0634029248,0.2448905899,0.0330638512,0.0780947295,0.0538428281
0.45,0.6,0.1307607223,0.3648964509,0.5043428268,0.0106598516,0.0225871674,0.0232090852,-0.225450075,0.0667068274,0.2565390027,0.0347399004,0.0970237802,0.0565407972
0.45,0.65,0.1308099975,0.3552617471,0.5139282554,0.0107456827,0.0234080782,0.024118074,-0.1965952387,0.069294544,0.2709049988,0.0361354904,0.1203753157,0.0587552295
0.45,0.7,0.1308030367,0.3436636716,0.5255332917,0.0106877863,0.0247644649,0.0256241147,-0.1617940515,0.0736274443,0.2883004999,0.0384341471,0.1486469168,0.0624241696
0.45,0.75,0.1306373032,0.3267227318,0.542639965,0.0106990508,0.0261029864,0.0269791516,-0.1108054986,0.0777359627,0.3139614284,0.0404625133,0.1903213274,0.0657252419
0.45,0.8,0.1305003874,0.3045397651,0.5649598475,0.0107398022,0.0287400932,0.0297817924,-0.0441196826,0.0859426351,0.3474397713,0.0446726887,0.244695894,0.0725528934
0.45,0.85,0.13002998,0.2702937641,0.5996762559,0.0107127971,0.0310063005,0.0322407982,0.0590887278,0.0930442002,0.3995143839,0.0483611974,0.3292702486,0.0785433987
0.45,0.9,0.1291275681,0.2172372407,0.6536351912,0.0107151187,0.0304820909,0.031909707,0.2191607098,0.0916515567,0.4804527868,0.0478645605,0.460722272,0.0777368109
0.45,0.95,0.1276228443,0.1330007873,0.7393763684,0.0106238753,0.0282639483,0.0301083169,0.4733747938,0.0853633612,0.6090645526,0.0451624753,0.6696005824,0.0733483557
0.5,0.05,0.118211847,0.4099283429,0.47185981,0.0101669584,0.0158387649,0.0161098219,-0.3479968758,0.0455745963,0.2081611722,0.0234362531,0.003144246,0.0398351963
0.5,0.1,0.1188202949,0.4084414896,0.4727382154,0.0102321967,0.016265441,0.0165189575,-0.3441447638,0.0468681086,0.2094431642,0.0241125612,0.005316303,0.0408468773
0.5,0.15,0.1194842539,0.406160185,0.4743555611,0.0102748903,0.0165430859,0.0168060929,-0.3379648088,0.0477308043,0.2118255436,0.024607686,0.0093155578,0.0415568847
0.5,0.2,0.1201110597,0.404648088,0.4752408523,0.0103066019,0.0168075215,0.0171226419,-0.3340553237,0.0486010204,0.2131351475,0.0251075584,0.0115046414,0.0423396242
0.5,0.25,0.1207435016,0.4015336291,0.4777228693,0.0102629466,0.0173912519,0.0176728216,-0.3253443889,0.0504089632,0.2167676518,0.0261053116,0.0176419926,0.0437000684
0.5,0.3,0.121433979,0.3995655211,0.4790004999,0.0102942379,0.0178269135,0.0181474693,-0.3201305424,0.0517961612,0.2187092914,0.026756052,0.0208012247,0.0448737428
0.5,0.35,0.1220045614,0.3961408398,0.4818545989,0.0103202381,0.0182506873,0.0186349463,-0.3104270807,0.0531723102,0.2229185329,0.0276347653,0.0278586331,0.0460791406
0.5,0.4,0.1227086728,0.392278193,0.4850131342,0.0104062174,0.0187761855,0.0192449895,-0.2995432517,0.0548616532,0.2276160897,0.0286316598,0.0356688298,0.0475876111
0.5,0.45,0.1233855786,0.3880096726,0.4886047488,0.010413566,0.0192266122,0.0196857329,-0.2874145964,0.0562465574,0.2329543427,0.0294069219,0.0445499132,0.0486774492
0.5,0.5,0.1240421395,0.3834747938,0.4924830667,0.0104160129,0.0201602826,0.0206402857,-0.2744665209,0.059158258,0.2387829543,0.0308046472,0.0541399358,0.0510377981
0.5,0.55,0.1247437516,0.3776789428,0.4975773057,0.0103799396,0.020851357,0.0213379564,-0.2577805799,0.0613116089,0.246391977,0.0319323333,0.0667365995,0.0527629473
0.5,0.6,0.1255045864,0.3708896651,0.5036057486,0.01042112,0.0217651845,0.022337734,-0.2381735816,0.0642032953,0.2554327293,0.0334341298,0.0816432949,0.0552351246
0.5,0.65,0.1260834416,0.3625179955,0.5113985629,0.0104843475,0.0230598021,0.0237524951,-0.2136374281,0.0682878235,0.2671060172,0.0356031384,0.1009127995,0.0587334432
0.5,0.7,0.1267706448,0.3507712447,0.5224581105,0.010564802,0.0245022327,0.0251942046,-0.1790843789,0.0726854193,0.2836923582,0.0377732279,0.1282600448,0.0622983975
0.5,0.75,0.1273180205,0.33512002,0.5375619595,0.0106204044,0.0260252841,0.0268674247,-0.1326780805,0.0774847212,0.3063437828,0.040297862,0.1656077447,0.0664358145
0.5,0.8,0.1277754936,0.3137221195,0.5585023869,0.0105524847,0.0273936404,0.028274671,-0.068941852,0.0817198287,0.3377535804,0.0424120064,0.2173877112,0.0699155508
0.5,0.85,0.128009985,0.2813744814,0.5906155336,0.0106091234,0.0293993201,0.0304752154,0.0278665709,0.0880172108,0.3859233004,0.045712823,0.2967947659,0.075356897
0.5,0.9,0.1279851412,0.2312665584,0.6407483004,0.0106338761,0.0312308263,0.0326120761,0.1782151837,0.0938971296,0.4611224506,0.0489181141,0.420759427,0.0806407709
0.5,0.95,0.1270642464,0.1432173082,0.7297184454,0.0106218008,0.0286100488,0.0303077365,0.443283829,0.0862626265,0.5945776681,0.0454616048,0.6407583335,0.0749427675
