pi,lambda,f0,f1,f2,sdf0,sdf1,sdf2,Q,sdQ
0.05,0.05,0.7190477380654875,0.0734208947763059,0.2075313671582106,0.0144679117535107,0.0084282740403463,0.0131683741728207,0.0606895776055986,0.0300249222535133
0.05,0.1,0.6928440389902518,0.0720419895026242,0.2351139715071239,0.0156707265333321,0.0087055003555733,0.0148335770213454,0.0910299925018753,0.0322445777324922
0.05,0.15,0.6608042989252675,0.0694258935266183,0.269769807548112,0.0173962766566476,0.0087379957288648,0.0176223791863627,0.1309180204948754,0.0350983706440925
0.05,0.2,0.6243504123969021,0.0667025743564108,0.308947013246688,0.0187372538130561,0.0085303877913627,0.0188386090702597,0.1755418645338663,0.0358993846529853
0.05,0.25,0.5787320669832544,0.0607450637340664,0.3605228692826804,0.019977492183743,0.008520269435422,0.0203695493166922,0.2390327418145475,0.0374100881875364
0.05,0.3,0.5325851037240688,0.0545328667833043,0.4128820294926265,0.0203945904113196,0.0080536005615189,0.0208368202823782,0.3038162959260179,0.0369440214054161
0.05,0.35,0.4888162959260199,0.0478867783054239,0.4632969257685585,0.0188211050253806,0.0079853883839854,0.0197633198892984,0.3675233691577107,0.0357340966572693
0.05,0.4,0.4478347913021742,0.0417100724818799,0.5104551362159438,0.0194779220981778,0.0076745632461882,0.0210814029238494,0.427034991252184,0.036430529416226
0.05,0.45,0.410127718070482,0.0356670832291931,0.5542051987003249,0.0189381079840753,0.0069836694305587,0.0204203852306159,0.4828710322419386,0.0343877240917335
0.05,0.5,0.3779857535616102,0.030728567858036,0.5912856785803569,0.0182545075799993,0.0065369187063521,0.019591493494516,0.5298285428642847,0.0326653309072203
0.05,0.55,0.3502701824543877,0.0259112721819549,0.6238185453636588,0.0178325610384964,0.006271473144816,0.0190802008894954,0.5719960009997488,0.0316231471791274
0.05,0.6,0.3254413896525869,0.0210687328167962,0.6534898775306152,0.0169811844836683,0.0055534696018656,0.0177913310353665,0.6113524118970227,0.0288982702390977
0.05,0.65,0.3036988252936768,0.0176355911022247,0.6786655836040985,0.0158529026086619,0.0050957995404804,0.0166065992218627,0.643394401399649,0.0267981983028236
0.05,0.7,0.2846483379155201,0.0141909522619347,0.7011607098225449,0.0153449846158862,0.004455729807559,0.0159884150526569,0.6727788052986754,0.024899874667775
0.05,0.75,0.2671139715071223,0.0112296925768559,0.7216563359160206,0.0152776800348805,0.0041056032602368,0.0159139126386671,0.6991969507623088,0.0241251191591408
0.05,0.8,0.2515836040989752,0.0084928767808049,0.7399235191202204,0.0143571609696075,0.0034764222624795,0.0147461740533841,0.7229377655586106,0.0216990185783432
0.05,0.85,0.2377653086728326,0.0059447638090477,0.7562899275181192,0.0145624570801409,0.002881787327415,0.0148170820683339,0.7444003999000236,0.0205806567231639
