pi,lambda,f0,f1,f2,sdf0,sdf1,sdf2,Q,sdQ,m
0.05,0.05,0.2148602849287688,0.3411744563859036,0.4439652586853302,0.0123965206739147,0.0164995168826442,0.0170898520397139,-0.2383836540864769,0.0500888858050023,0.1659478880279954
0.05,0.1,0.17371232191952,0.3432344413896528,0.4830532366908278,0.0122795346260491,0.0206259429722407,0.0212436323435097,-0.2034156460884779,0.0624955182879911,0.2245798550362416
0.05,0.15,0.1453824043988993,0.3314056485878534,0.5232119470132477,0.0121437939013069,0.0222194882498557,0.0234438705685131,-0.1395993501624591,0.0678828470682246,0.2848179205198715
0.05,0.2,0.125117220694826,0.3174141464633838,0.5574686328417878,0.0108458750626001,0.0233685085066964,0.0243694496933229,-0.0773596600849797,0.0711064667067159,0.3362029492626817
0.05,0.25,0.1077838040489886,0.3054696325918518,0.5867465633591608,0.0098272578894417,0.0245025129341865,0.0256469638322269,-0.0241927018245429,0.0746519897006,0.3801198450387411
0.05,0.3,0.0953991502124472,0.2818687828042983,0.6227320669832531,0.0094274540188578,0.0295803486751435,0.0307658364741073,0.0589945013746565,0.0899265338243944,0.4340981004748796
0.05,0.35,0.0856378405398654,0.2790952261934509,0.6352669332666818,0.0089854915132988,0.029331956629333,0.029895806207858,0.0770764808797799,0.0885597194665241,0.4529003999000227
0.05,0.4,0.0766170957260688,0.2483356660834794,0.6750472381904529,0.0086537764971765,0.0286837506284039,0.0294897442850138,0.178375906023494,0.0868572455418218,0.5125708572856793
0.05,0.45,0.0698257935516121,0.2234156460884784,0.7067585603599099,0.0081644898509563,0.021754262688924,0.0224539237623831,0.259927268182953,0.0659624491402312,0.5601378405398649
0.05,0.5,0.0639992501874531,0.1968035491127223,0.7391972006998251,0.0078892489780485,0.0280469409633324,0.028802801116592,0.3455901024743804,0.0848966830432568,0.6087958010497376
0.05,0.55,0.0586508372906775,0.1917113221694575,0.7496378405398644,0.007549457260212,0.0331151459950947,0.0342966041720688,0.3662151962009493,0.1005268961622583,0.6244567608097966
0.05,0.6,0.0545813546613348,0.1489977505623587,0.7964208947763061,0.0074686305481282,0.0262818139583012,0.0273514771685036,0.4984253936515885,0.0799151050851061,0.6946313421644592
0.05,0.65,0.0509095226193456,0.128695826043489,0.8203946513371646,0.0067781127017077,0.0242459832771065,0.0249687096459679,0.5630029992501866,0.0734606762001811,0.730591977005747
0.05,0.7,0.0473251687078233,0.1059695076230946,0.8467053236690866,0.0069821192254057,0.0194569028877286,0.0207566710758605,0.6347663084228973,0.0596704768513178,0.7700579855036298
0.05,0.75,0.0445733566608349,0.096465383654087,0.8589612596850819,0.0065126169820596,0.0212950196973147,0.0222458479005139,0.6660304923769078,0.0648358872951435,0.7884418895276228
0.05,0.8,0.0419460134966262,0.0716968257935517,0.8863571607098251,0.0064076582874571,0.0242030641122543,0.025071620496817,0.7429635091227216,0.0734777487213257,0.8295357410647375
0.05,0.85,0.0395306173456638,0.0394768807798053,0.920992501874529,0.0062201788433926,0.0157700674655512,0.0169104093316531,0.8420387403149182,0.0484505442627555,0.8814887528117934
0.05,0.9,0.0376365908522873,0.0360434891277184,0.9263199200199936,0.0060103577909144,0.0170559845281046,0.0180692037896969,0.8542329417645566,0.0521811728459063,0.8894798800299903
0.05,0.95,0.0361737065733569,0.0809100224943754,0.8829162709322683,0.0059897052083453,0.0875303998735562,0.0882646545208812,0.7210962259435175,0.2633254542679937,0.8243744063984024
0.1,0.05,0.1346288427893017,0.3839082729317663,0.4814628842789313,0.010864757608227,0.0195874917751478,0.0198476871342443,-0.2863536615846013,0.05902267068454,0.2221943264183969
0.1,0.1,0.1192646838290437,0.3759277680579861,0.5048075481129721,0.0103880303694329,0.0198674490371106,0.0200378255559765,-0.2470479880030002,0.0597727236301978,0.2572113221694582
