pi,lambda,f0,f1,f2,sdf0,sdf1,sdf2,Q,sdQ,m
0.05,0.05,0.2056575856035991,0.3812481879530114,0.4130942264433875,0.0131190404782222,0.0180745853988595,0.0178659695834766,-0.3494021494626353,0.0540151403811956,0.1196413396650812
0.05,0.1,0.1665746063484123,0.3905376155960999,0.442887778055486,0.0116427657797127,0.0198080071489585,0.0202194993282902,-0.3381874531367139,0.0598355136262074,0.164331667083229
0.05,0.15,0.1400877280679819,0.3982649337665569,0.4616473381654591,0.0111835616805217,0.0218127323495214,0.0218841117831605,-0.3348825293676547,0.0655095764822035,0.1924710072481886
0.05,0.2,0.1200662334416401,0.3912859285178701,0.4886478380404914,0.0107305806941884,0.029133455415448,0.0297400941651124,-0.2939240189952489,0.0880070049960086,0.232971757060737
0.05,0.25,0.1049725068732825,0.3830439890027485,0.5119835041239683,0.0100058105088501,0.0298992652833458,0.0304988889603873,-0.2541044738815288,0.090297419527079,0.2679752561859525
0.05,0.3,0.0924246438390407,0.3898562859285187,0.5177190702324422,0.0095486586769749,0.038227694033282,0.0380857986490414,-0.2619935016245951,0.1145411867156055,0.2765786053486634
0.05,0.35,0.0830814796300927,0.3792291927018249,0.537689327668083,0.0092130266150786,0.033566764925639,0.0342420970235885,-0.2207690577355668,0.1013756268748667,0.3065339915021244
0.05,0.4,0.0747340664833791,0.3743846538365412,0.5508812796800794,0.0085225149858817,0.0312670554167863,0.0319352885060085,-0.1978880279930029,0.0944693993395813,0.326321919520119
0.05,0.45,0.069080229942514,0.3514166458385402,0.5795031242189477,0.0083894464386581,0.035781365441341,0.0363505990698477,-0.1233301674581327,0.1079133299525298,0.3692546863284215
0.05,0.5,0.0627973006748312,0.3297215696075979,0.6074811297175692,0.007927430397791,0.0385305587441414,0.0387525767701119,-0.0519620094976266,0.1158136942583948,0.4112216945763538
0.05,0.55,0.0583736565858536,0.3246195951012257,0.617006748312922,0.0076308974472886,0.0466979256063479,0.0469301790370428,-0.0322324418895293,0.1403260302497386,0.425510122469383
