pi,lambda,f0,f1,f2,sdf0,sdf1,sdf2,Q,sdQ,m
0.15,0.3,0.0731789552611844,0.2703784053986497,0.6564426393401634,0.0082974976353264,0.0207514764187181,0.0216125836362092,0.115685828542864,0.0631155364736455,0.4846639590102451
0.15,0.35,0.0686050987253185,0.2541429642589348,0.677251937015746,0.00824193630141,0.0202348846330038,0.0209433524506472,0.1689660084978764,0.0614131217166549,0.5158779055236191
0.15,0.4,0.0640647338165457,0.2365196200949764,0.6994156460884786,0.0076480754759206,0.0187155063371429,0.0196526192946058,0.2263764058985257,0.0570836319688917,0.5491234691327178
0.15,0.45,0.0601129717570608,0.2151497125718577,0.7247373156710839,0.0074381942829864,0.0174982807881907,0.0184464557488038,0.2944378905273684,0.0534430173251854,0.5871059735066257
0.15,0.5,0.0569370157460637,0.1966553361659589,0.7464076480879773,0.0074030420768763,0.0185409392195544,0.0196509676986179,0.3530969757560593,0.0567328461377268,0.6196114721319659
0.15,0.55,0.0534808797800553,0.1727693076730812,0.773749812546861,0.0072892864414697,0.0173024136393038,0.0187602409523399,0.4282111972006985,0.0533650682309475,0.6606247188202916
0.15,0.6,0.0501834541364661,0.1492604348912768,0.8005561109722532,0.0070082334554406,0.0202439288852441,0.0213838236354418,0.5020352411896996,0.0618716814059302,0.7008341664583799
0.15,0.65,0.0474746313421646,0.1305131217195698,0.8220122469382685,0.0067643860601171,0.0177865086590211,0.0188847451657418,0.5609860034991289,0.0544577624837841,0.7330183704074027
0.15,0.7,0.0453181704573859,0.1129032741814552,0.84177855536116,0.0067498142383281,0.0159102762948056,0.0170882839984737,0.6159720069982495,0.0489088365880849,0.76266783304174
0.15,0.75,0.0431214696325921,0.0887435641089729,0.868134966258437,0.0064216229599409,0.0173444724391937,0.0186367990694517,0.6906478380404911,0.0533257439478391,0.8022024493876554
0.15,0.8,0.0407573106723322,0.0685728567858036,0.8906698325418633,0.0062299949571174,0.0151030378752665,0.0164538509837955,0.753524118970256,0.0466599267343286,0.8360047488127949
0.15,0.85,0.0390222444388904,0.0507208197950514,0.9102569357660578,0.0062625677689933,0.0132853599472414,0.0148008603637802,0.808815296175955,0.0413715802582632,0.8653854036490867
