interac_r,mcs
3.5,1.3977868957925286
4.0,2.1500014387247144
5.0,7.221929496295187
5.5,16.516132743799208
6.0,39.64597998371882
6.3,54.018961662664566
6.4,52.86697663869358
6.5,56.103050407442126
6.6,50.61228939544103
6.7,38.01131853594003
7.0,18.26691349713901
7.5,5.117359413202934
8.0,3.1486988847583643
9.0,3.4782608695652173
10.0,1.5
