interac_r,mcs
3.5,1.2014506637470919
4.0,1.695420622963456
5.0,3.562274368231047
5.5,4.89965334792921
6.0,6.170151544216382
6.3,6.452231163130944
6.4,6.56596035543404
6.5,6.4243421052631575
6.6,6.411648568608094
6.7,6.348524685947999
7.0,6.091460333501769
7.5,5.090305444887118
8.0,3.28125
9.0,1.24
10.0,1.0
