arena_r,interac_r,pi1,pi2,q1,q2,lambda,f0,f1,f2,sdf0,sdf1,sdf2,Q,sdQ,m,sdm,k0,k1,k2,sdk0,sdk1,sdk2
20.0,3.0,0.3,0.3,7,10,0.3,0.218712197,0.3215828543,0.4597049488,0.0654818949,0.0742267576,0.078720514,-0.1834607598,0.2075395627,,,,,,,,
20.0,3.0,0.3,0.3,7,10,0.6,0.3287143214,0.2758105474,0.3954751312,0.0741155911,0.071050551,0.0771241429,-0.1561459635,0.1927362015,,,,,,,,
20.0,3.0,0.3,0.3,7,10,0.9,0.6622386903,0.1392793052,0.1984820045,0.0748047246,0.0547498672,0.0633035063,-0.0800766058,0.1371706813,,,,,,,,
20.0,3.5,0.3,0.3,7,10,0.3,0.1928867783,0.3217991752,0.4853140465,0.0631297223,0.0783928021,0.0837422387,-0.1582843039,0.2234729346,,,,,,,,
20.0,3.5,0.3,0.3,7,10,0.6,0.2596650837,0.2855872282,0.4547476881,0.0721194755,0.0803529888,0.0888886967,-0.1164267683,0.2281244847,,,,,,,,
20.0,3.5,0.3,0.3,7,10,0.9,0.4947865534,0.1828244189,0.3223890277,0.0898417097,0.075323621,0.0927304064,-0.04325981,0.2090349408,,,,,,,,
20.0,4.0,0.3,0.3,7,10,0.3,0.1744548863,0.3219907523,0.5035543614,0.0614476104,0.0818909145,0.0879120298,-0.1404271432,0.2363698132,,,,,,,,
20.0,4.0,0.3,0.3,7,10,0.6,0.214032117,0.2869293927,0.4990384904,0.0677669204,0.0876633385,0.0958689343,-0.0748202949,0.2539626197,,,,,,,,
20.0,4.0,0.3,0.3,7,10,0.9,0.3646938265,0.2019337666,0.4333724069,0.0839541938,0.0902553218,0.1078121545,0.0295048738,0.2639126888,,,,,,,,
20.0,4.5,0.3,0.3,7,10,0.3,0.1619086478,0.319627843,0.5184635091,0.0598489248,0.0846870843,0.0905233705,-0.120792177,0.2458679883,,,,,,,,
20.0,4.5,0.3,0.3,7,10,0.6,0.1749773807,0.2826222194,0.5424003999,0.0637695929,0.0951159023,0.1039718609,-0.022844039,0.2803204074,,,,,,,,
20.0,4.5,0.3,0.3,7,10,0.9,0.249876156,0.1938175456,0.5563062984,0.0778288488,0.1035554466,0.1225359693,0.1686712072,0.3118860609,,,,,,,,
20.0,5.0,0.3,0.3,7,10,0.3,0.1560023744,0.3188047988,0.5251928268,0.05905617,0.0861471027,0.0922657856,-0.1124167708,0.2511804192,,,,,,,,
20.0,5.0,0.3,0.3,7,10,0.6,0.1558756561,0.2775188703,0.5666054736,0.0609415617,0.0986457473,0.1072233625,0.0115677331,0.2923160983,,,,,,,,
20.0,5.0,0.3,0.3,7,10,0.9,0.1840892277,0.1794936266,0.6364171457,0.0676617193,0.1076463786,0.1225596221,0.2774298925,0.3247042092,,,,,,,,
