arena_r,interac_r,pi1,pi2,q1,q2,lambda,f0,f1,f2,sdf0,sdf1,sdf2,Q,sdQ,m,sdm,k0,k1,k2,sdk0,sdk1,sdk2
20.0,3.0,0.3,0.3,7,10,0.3,0.2183716293,0.3222361076,0.459392263,0.0613999604,0.0699271813,0.0745783892,-0.1850799522,0.1961753355,,,,,,,,
20.0,3.0,0.3,0.3,7,10,0.6,0.328751701,0.2762444944,0.3950038046,0.0699573742,0.0665231058,0.0732528105,-0.1574851843,0.181278228,,,,,,,,
20.0,3.0,0.3,0.3,7,10,0.9,0.6622444389,0.1394817962,0.1982737649,0.0704724612,0.0512981427,0.0593791302,-0.0806898275,0.128194791,,,,,,,,
20.0,3.5,0.3,0.3,7,10,0.3,0.1908389569,0.3225211475,0.4866398956,0.0597567176,0.0740000643,0.0791384923,-0.1584023994,0.2109574114,,,,,,,,
20.0,3.5,0.3,0.3,7,10,0.6,0.2527953567,0.2854961815,0.4617084618,0.067802012,0.0771154495,0.0851922913,-0.1092839012,0.2196809257,,,,,,,,
20.0,3.5,0.3,0.3,7,10,0.9,0.4732604627,0.1839710072,0.3427685301,0.0872003236,0.0732783163,0.0904674013,-0.0251734844,0.2038713543,,,,,,,,
20.0,4.0,0.3,0.3,7,10,0.3,0.1700000555,0.3207032686,0.5092966758,0.0573487108,0.0781964088,0.0837857873,-0.1321098614,0.2262089638,,,,,,,,
20.0,4.0,0.3,0.3,7,10,0.6,0.2002103918,0.2851017246,0.5146878836,0.0622723496,0.085382027,0.0930763826,-0.0555155656,0.2489467638,,,,,,,,
20.0,4.0,0.3,0.3,7,10,0.9,0.3136445889,0.2003074787,0.4860479325,0.0742225394,0.0916994058,0.1057415824,0.0854329751,0.2701454462,,,,,,,,
20.0,4.5,0.3,0.3,7,10,0.3,0.1588189619,0.3188953873,0.5222856508,0.0559780044,0.07968224,0.0856088841,-0.1155051237,0.2319808729,,,,,,,,
20.0,4.5,0.3,0.3,7,10,0.6,0.1675698853,0.2802794857,0.552150629,0.0591398404,0.0911268329,0.0991781975,-0.0084083424,0.2689581774,,,,,,,,
20.0,4.5,0.3,0.3,7,10,0.9,0.2186307867,0.1842628232,0.5971063901,0.0703760335,0.0983835165,0.1144674673,0.2285807437,0.2957680323,,,,,,,,
20.0,5.0,0.3,0.3,7,10,0.3,0.1525910745,0.3165104279,0.5308984976,0.0552315003,0.0817889324,0.0875123691,-0.1021223583,0.2387693107,,,,,,,,
20.0,5.0,0.3,0.3,7,10,0.6,0.1489753117,0.2724411119,0.5785835763,0.0563473093,0.0937541208,0.1019412173,0.0337013524,0.2785049512,,,,,,,,
20.0,5.0,0.3,0.3,7,10,0.9,0.1665009303,0.1563731289,0.6771259407,0.0614814767,0.0993185979,0.1136542787,0.3643796829,0.3006277507,,,,,,,,
20.0,5.5,0.3,0.3,7,10,0.3,0.1496449221,0.3159541226,0.5344009553,0.0550398694,0.0820304842,0.0879624478,-0.0975072898,0.2398487111,,,,,,,,
20.0,5.5,0.3,0.3,7,10,0.6,0.1395257852,0.2655782721,0.5948959427,0.0548594857,0.0948107663,0.1030225423,0.0637393985,0.2824115699,,,,,,,,
20.0,5.5,0.3,0.3,7,10,0.9,0.1349879197,0.1382252215,0.7267868588,0.0564031315,0.1004724347,0.1147919821,0.4503364159,0.3061653668,,,,,,,,
20.0,6.0,0.3,0.3,7,10,0.3,0.1484813241,0.3162683774,0.5352502985,0.0548146279,0.0827888046,0.0885464585,-0.0972864562,0.2421488304,,,,,,,,
20.0,6.0,0.3,0.3,7,10,0.6,0.1350312422,0.2622278875,0.6027408703,0.0541389244,0.0976361119,0.1061313449,0.0782850954,0.2917642935,,,,,,,,
20.0,6.0,0.3,0.3,7,10,0.9,0.1244432225,0.1209386542,0.7546181232,0.0535280264,0.0966849612,0.1103152256,0.5127408148,0.2947299409,,,,,,,,
20.0,6.5,0.3,0.3,7,10,0.3,0.1475315616,0.3140121636,0.5384562748,0.0546652936,0.0831314429,0.0892344958,-0.0895680524,0.2436735888,,,,,,,,
20.0,6.5,0.3,0.3,7,10,0.6,0.13274648,0.2562582688,0.6109952512,0.0538017945,0.0964810985,0.1053738415,0.0984787137,0.2887443289,,,,,,,,
20.0,6.5,0.3,0.3,7,10,0.9,0.1170711767,0.1104130634,0.7725157599,0.0520565567,0.091982016,0.1054455268,0.5516896332,0.2805363698,,,,,,,,
20.0,7.0,0.3,0.3,7,10,0.3,0.147185537,0.3134820739,0.5393323891,0.0544386545,0.0834010757,0.0892998076,-0.0876317587,0.2443985869,,,,,,,,
20.0,7.0,0.3,0.3,7,10,0.6,0.1312859563,0.2561751784,0.6125388653,0.0531394394,0.0977202875,0.1060885393,0.1001885084,0.292253763,,,,,,,,
20.0,7.0,0.3,0.3,7,10,0.9,0.1142002277,0.105083618,0.7807161543,0.0512043545,0.0909813886,0.1044320098,0.5705489183,0.2777409595,,,,,,,,
20.0,7.5,0.3,0.3,7,10,0.3,0.1467851926,0.3124176734,0.540797134,0.0545726239,0.0832646307,0.0892452172,-0.0840382127,0.2439995413,,,,,,,,
20.0,7.5,0.3,0.3,7,10,0.6,0.1303789608,0.250952373,0.6186686662,0.0531494081,0.0973346708,0.1063405839,0.1167639201,0.2917524105,,,,,,,,
20.0,7.5,0.3,0.3,7,10,0.9,0.1117126274,0.0985039296,0.789783443,0.0503492923,0.088782321,0.1021632142,0.5927755839,0.2711746073,,,,,,,,
20.0,8.0,0.3,0.3,7,10,0.3,0.146539143,0.3111391041,0.5423217529,0.0543813599,0.0842370146,0.0901808028,-0.0799564553,0.2470998073,,,,,,,,
20.0,8.0,0.3,0.3,7,10,0.6,0.1296018218,0.2450504041,0.6253477742,0.0529291081,0.0968341441,0.1056044608,0.135246966,0.29002592,,,,,,,,
