arena_r,interac_r,pi1,pi2,q1,q2,lambda,f0,f1,f2,sdf0,sdf1,sdf2,Q,sdQ,m,sdm,k0,k1,k2,sdk0,sdk1,sdk2
20.0,6.0,0.3,0.3,7,10,0.3,0.1717124052,0.321597434,0.5066901608,0.0996737757,0.1350465654,0.1446536455,-0.1365047072,0.3902944497,,,,,,,,
20.0,6.0,0.3,0.3,7,10,0.6,0.2019433475,0.2861776223,0.5118790302,0.1089396364,0.1467824053,0.1604482807,-0.0604762143,0.4275110649,,,,,,,,
20.0,6.0,0.3,0.3,7,10,0.9,0.3310385737,0.1992445222,0.4697169041,0.1364562198,0.1513464473,0.1796748318,0.0712278597,0.4438952787,,,,,,,,
20.0,6.3,0.3,0.3,7,10,0.3,0.1694559693,0.3200281596,0.510515871,0.0993109984,0.1351205936,0.1451531731,-0.1295404482,0.3911884854,,,,,,,,
20.0,6.3,0.3,0.3,7,10,0.6,0.1976715821,0.2846120137,0.5177164042,0.1083148686,0.1467513393,0.1612235407,-0.0515076231,0.4286380783,,,,,,,,
20.0,6.3,0.3,0.3,7,10,0.9,0.3204543864,0.2054299758,0.4741156378,0.1370840939,0.1550592984,0.1833668266,0.0632556861,0.4555726044,,,,,,,,
20.0,6.5,0.3,0.3,7,10,0.3,0.1684968758,0.320062651,0.5114404732,0.0992040558,0.1358515037,0.1459456217,-0.1286848288,0.3936385022,,,,,,,,
20.0,6.5,0.3,0.3,7,10,0.6,0.1929677581,0.2864963759,0.520535866,0.107024112,0.1478048281,0.1616126673,-0.0524568858,0.4318856849,,,,,,,,
20.0,6.5,0.3,0.3,7,10,0.9,0.2906486712,0.2041331334,0.5052181955,0.1339497859,0.1607897683,0.1901265191,0.0969519287,0.4771575077,,,,,,,,
20.0,7.5,0.3,0.3,7,10,0.3,0.16027993,0.3204048988,0.5193151712,0.0972853761,0.1382871797,0.1481979765,-0.1214946263,0.4021182616,,,,,,,,
20.0,7.5,0.3,0.3,7,10,0.6,0.1642729318,0.2813240023,0.5544030659,0.1018750682,0.1579683628,0.1720632912,-0.0082449388,0.4666736453,,,,,,,,
20.0,7.5,0.3,0.3,7,10,0.9,0.2287274848,0.192681163,0.5785913522,0.1225837208,0.1734968663,0.2018769426,0.1932290261,0.5223182348,,,,,,,,
20.0,8.0,0.3,0.3,7,10,0.3,0.1576625844,0.3212630176,0.5210743981,0.0970646163,0.1396930495,0.1495590558,-0.1214516371,0.4066270312,,,,,,,,
20.0,8.0,0.3,0.3,7,10,0.6,0.1589312672,0.2781138049,0.5629549279,0.1005729581,0.1581156121,0.172671876,0.0067273182,0.4682095378,,,,,,,,
20.0,8.0,0.3,0.3,7,10,0.9,0.204181288,0.1938918604,0.6019268516,0.117979421,0.1758765771,0.201443147,0.2141431309,0.5286730172,,,,,,,,
