arena_r,interac_r,pi1,pi2,q1,q2,lambda,f0,f1,f2,sdf0,sdf1,sdf2,Q,sdQ,m,sdm,k0,k1,k2,sdk0,sdk1,sdk2
20,7,0.3,0.3,7,8,0.0,0.181964009,0.3824666056,0.4355693854,0.0406759558,0.0509441605,0.0518727629,-0.3293638257,0.1426012929,0.1787184037,0.0582500377,0.5731090783,0.1067388708,0.0945093721,0.4290231128,0.0800748197,0.0711089555
20,7,0.3,0.3,7,8,0.05,0.1791024466,0.3812471882,0.4396503652,0.0406556541,0.0526195589,0.0537101421,-0.3228440112,0.1481940672,0.1846839957,0.0604598376,0.5754461829,0.1102147611,0.0981405426,0.427952137,0.0827490287,0.0736076811
20,7,0.3,0.3,7,8,0.1,0.1762231109,0.3799900025,0.4437868866,0.0406794326,0.0544672873,0.0557541972,-0.3161931184,0.154324565,0.1906929101,0.0629871624,0.5807117998,0.1141260452,0.1023066859,0.4301937501,0.0857198011,0.0773058421
20,7,0.3,0.3,7,8,0.15,0.1736275931,0.3790349635,0.4473374434,0.0407708961,0.0561615313,0.0575751821,-0.3107324835,0.1598276522,0.1961300508,0.0652004817,0.5897355883,0.117996202,0.1067942686,0.4334696333,0.0881216122,0.0803114969
20,7,0.3,0.3,7,8,0.2,0.1711773168,0.3763299175,0.4524927657,0.0406236941,0.0578136932,0.0593569064,-0.3001670693,0.1652988104,0.2027483129,0.0678493397,0.5960764031,0.1219749824,0.1120298164,0.4369880598,0.0908612587,0.0843405321
20,7,0.3,0.3,7,8,0.25,0.1686422839,0.3772299703,0.4541277458,0.0406654046,0.0600325279,0.0616317779,-0.3003321947,0.1723702536,0.20715996,0.0697485492,0.6082306979,0.1262855582,0.1167869115,0.4428018651,0.0944299711,0.0879963238
20,7,0.3,0.3,7,8,0.3,0.1660855897,0.3738254881,0.4600889222,0.0406816957,0.062388285,0.0642918372,-0.2875620539,0.1801224831,0.2153384154,0.0733115782,0.6216015774,0.1320616275,0.1249144363,0.4504824858,0.0984723187,0.0938367988
20,7,0.3,0.3,7,8,0.35,0.1633787109,0.3728056319,0.4638156572,0.0406082953,0.0645122604,0.0663019727,-0.2817956067,0.186710412,0.2211496293,0.0760101567,0.6374289094,0.1368352224,0.1308275234,0.4580521928,0.101887177,0.0982282622
20,7,0.3,0.3,7,8,0.4,0.1608216279,0.3682868727,0.4708914993,0.0404103133,0.0667060957,0.0686565886,-0.2656822461,0.1938386284,0.2301273015,0.0798262743,0.6536242384,0.142901034,0.1403562293,0.4638649891,0.1065718909,0.1048607679
20,7,0.3,0.3,7,8,0.45,0.158683829,0.3636499209,0.4776662501,0.040475599,0.0703922751,0.0728000619,-0.2496335916,0.2057994976,0.2406090977,0.08470822,0.6703302841,0.1535289855,0.1537702161,0.4731935311,0.1126140278,0.1129903374
20,7,0.3,0.3,7,8,0.5,0.1559169097,0.35903102,0.4850520703,0.0402340438,0.0723174897,0.0749103046,-0.2330099697,0.2120755067,0.2499382654,0.0886850275,0.690492799,0.1601114272,0.1644713519,0.4821441402,0.1174716538,0.1201493644
20,7,0.3,0.3,7,8,0.55,0.1535817712,0.3528319587,0.4935862701,0.0401565233,0.0762937528,0.0788811856,-0.2120776473,0.2244238219,0.2626474215,0.0937452451,0.7115237191,0.1731125023,0.1808332948,0.4901085809,0.1253880698,0.1290652571
20,7,0.3,0.3,7,8,0.6,0.1512460218,0.345531506,0.5032224722,0.0401145504,0.0802811761,0.0833185271,-0.1878405399,0.2372298041,0.2756202616,0.1010564968,0.7329787997,0.1865912358,0.1984265131,0.5007196186,0.135738773,0.1412115271
20,7,0.3,0.3,7,8,0.65,0.1486557805,0.3367994668,0.5145447527,0.0399884622,0.0853047665,0.0884591398,-0.1590541809,0.252860284,0.2923016746,0.1080288507,0.7586251881,0.2055595625,0.2213864841,0.5103674347,0.1468413911,0.1530573319
20,7,0.3,0.3,7,8,0.7,0.1463127551,0.3257007415,0.5279865034,0.0398270445,0.0905258745,0.0939429551,-0.1234149796,0.2692081967,0.3115702741,0.1160663828,0.7828757477,0.2284317677,0.2485330193,0.5185935329,0.1601023817,0.1665282597
20,7,0.3,0.3,7,8,0.75,0.1438770307,0.308165292,0.5479576772,0.0396452459,0.0957634182,0.0996104981,-0.0683729068,0.2857394906,0.3389574273,0.1259411645,0.8091019023,0.2628399249,0.2877789706,0.5273775773,0.1761558363,0.1829721847
20,7,0.3,0.3,7,8,0.8,0.1413950401,0.2881397428,0.570465217,0.0396141226,0.1028077613,0.1072560659,-0.0058142687,0.3078792755,0.3714967925,0.1373835606,0.8379468688,0.3068233735,0.3355613486,0.5386112423,0.1963550361,0.2016344295
20,7,0.3,0.3,7,8,0.85,0.1385924075,0.258952373,0.6024552195,0.0392879755,0.1092697521,0.1139962692,0.0845504735,0.327929307,0.4164786303,0.1497156419,0.8713266128,0.3701623271,0.4019582899,0.5456142894,0.2200683709,0.222149457
20,7,0.3,0.3,7,8,0.9,0.1354170902,0.2011084451,0.6634744647,0.0390243226,0.111870796,0.1174717801,0.2612575745,0.3368137643,0.5027079897,0.1603849907,0.9111600322,0.4999448947,0.5309510849,0.5553849779,0.2447490685,0.240613966
20,7,0.3,0.3,7,8,0.95,0.1319322947,0.1344858785,0.7335818268,0.0385638159,0.1097942867,0.1163692068,0.4646100697,0.3316319548,0.6051611264,0.1615336078,0.9552933544,0.6633981055,0.6857225014,0.5647557054,0.2494077556,0.2435234603
20,7,0.3,0.3,7,10,0.0,0.163944014,0.3448697826,0.4911862034,0.0390655837,0.0503059523,0.0529718399,-0.1985533617,0.1433525055,0.2408435391,0.07337943,0.4886953475,0.1163163283,0.1037230697,0.3667825013,0.0884684765,0.0780010206
20,7,0.3,0.3,7,10,0.05,0.1608789469,0.3404575523,0.4986635008,0.0390123498,0.0512140202,0.0542942526,-0.1822516038,0.1467546452,0.2514033158,0.0761385459,0.4908791178,0.1188293456,0.107087996,0.3655917826,0.0901810253,0.0806614704
20,7,0.3,0.3,7,10,0.1,0.1581121942,0.3357017968,0.5061860091,0.0388940213,0.0528350833,0.0560517068,-0.1652175845,0.1521485061,0.2622815963,0.0792302011,0.4938804473,0.1240926726,0.113330815,0.3666817666,0.0936664413,0.0851653913
20,7,0.3,0.3,7,10,0.15,0.1549541504,0.329923297,0.5151225527,0.0387703363,0.0537156482,0.0571754341,-0.1447240412,0.1552837338,0.2751926185,0.0814704705,0.5014889013,0.1291398261,0.1211074875,0.3687391316,0.09697148,0.0906403328
20,7,0.3,0.3,7,10,0.2,0.1520526535,0.3249513733,0.5229959732,0.0386313112,0.0556594202,0.0592434682,-0.1269067733,0.1616552985,0.2867613097,0.0849124494,0.5108656169,0.1373461476,0.1317987794,0.3723599064,0.1020886915,0.0976345964
20,7,0.3,0.3,7,10,0.25,0.1491838152,0.3176808576,0.5331353273,0.0385761422,0.0575485007,0.0619237508,-0.1022263878,0.1685182329,0.3018838624,0.0888704933,0.5226335866,0.1484445582,0.147661186,0.3796567856,0.108949786,0.1070603225
20,7,0.3,0.3,7,10,0.3,0.1463224749,0.3107500347,0.5429274903,0.0383895639,0.0595777953,0.0639171948,-0.0785725791,0.1749451008,0.3162617679,0.092328486,0.536404688,0.1607956291,0.1635328696,0.3856111506,0.1164919149,0.1160246264
20,7,0.3,0.3,7,10,0.35,0.1435362271,0.3028545086,0.5536092644,0.0383423177,0.0607693624,0.0655364866,-0.0520997528,0.1791712002,0.331854703,0.0954304734,0.5540652728,0.1742519767,0.182020229,0.3930135799,0.1235433793,0.1247838333
20,7,0.3,0.3,7,10,0.4,0.1404638285,0.2937938849,0.5657422867,0.0380703232,0.0628285635,0.0678017744,-0.0218454831,0.1859492219,0.349713405,0.0994159179,0.572983549,0.1924680258,0.2051324987,0.4012812792,0.1332449956,0.1353523593
20,7,0.3,0.3,7,10,0.45,0.1377501736,0.2840718154,0.5781780111,0.0379808686,0.0642902698,0.0695022251,0.0100343803,0.1908036107,0.3683339998,0.1019121722,0.5938900318,0.2131016161,0.2304740861,0.4097946233,0.1415315144,0.1436915183
20,7,0.3,0.3,7,10,0.5,0.1346841623,0.2701084173,0.5952074204,0.0376720859,0.0662003289,0.0718611907,0.0549905857,0.1973540508,0.3934298092,0.1063429339,0.6167517807,0.2438720293,0.2662030967,0.419665741,0.1545999459,0.1558801937
20,7,0.3,0.3,7,10,0.55,0.1318017162,0.256732428,0.6114658558,0.0375550425,0.0677379682,0.0735972246,0.0980009998,0.2023845003,0.4177629759,0.1090026932,0.6433584481,0.2764421038,0.3026873781,0.4286294235,0.1641344409,0.1637814867
20,7,0.3,0.3,7,10,0.6,0.1289094393,0.2423098114,0.6287807493,0.0373589534,0.0693377502,0.0758803254,0.1441611264,0.2081548227,0.4435704407,0.1127652886,0.6701794352,0.3126086917,0.3423920258,0.4386546823,0.1747715932,0.1729993754
20,7,0.3,0.3,7,10,0.65,0.1257113499,0.2227397595,0.6515488906,0.0369516549,0.0702669966,0.0769830383,0.2060693715,0.2113599296,0.4776250104,0.1146174512,0.7012599272,0.3634899423,0.395327683,0.4468743732,0.1847709105,0.1800943897
20,7,0.3,0.3,7,10,0.7,0.1227434808,0.2024628287,0.6747936905,0.0367902508,0.0699671032,0.0771689499,0.269868033,0.2110224361,0.5123360826,0.1152983142,0.7333670713,0.4181725521,0.4505410305,0.4564897014,0.1899834741,0.1836186308
20,7,0.3,0.3,7,10,0.75,0.1194173123,0.1789832542,0.7015994335,0.0363539288,0.0711584848,0.0788285883,0.3436329251,0.2153597049,0.5525055403,0.1178817181,0.770075672,0.4844376419,0.5153933672,0.463819238,0.1963080315,0.1892513299
20,7,0.3,0.3,7,10,0.8,0.1159382932,0.1488894443,0.7351722625,0.0359546634,0.0678115109,0.075961298,0.4373933739,0.2057067982,0.6027836374,0.1138437325,0.8105663185,0.5692416314,0.596703584,0.4720205748,0.1919194039,0.1844854028
20,7,0.3,0.3,7,10,0.85,0.1125775223,0.118069927,0.7693525508,0.0354960896,0.0628591775,0.0719233877,0.5332126968,0.1915897531,0.6540309089,0.1078754469,0.8518312017,0.6574593865,0.6800493629,0.4773631038,0.1810568008,0.175775227
20,7,0.3,0.3,7,10,0.9,0.1087487573,0.0815868255,0.8096644172,0.0349257056,0.0542158885,0.0644601743,0.6464907662,0.1663186934,0.7144966258,0.0966902615,0.9008043003,0.7630866622,0.7787075431,0.4816769926,0.157110892,0.157857364
20,7,0.3,0.3,7,10,0.95,0.1050815629,0.0421662918,0.8527521453,0.0343205783,0.0414368309,0.0539632688,0.7684195618,0.1291602286,0.7791282179,0.0809449031,0.9487992532,0.8775176126,0.8842522435,0.485076718,0.1203593842,0.1321991724
