f0,f1,f2,f3,f4,sdf0,sdf1,sdf2,sdf3,sdf4,Q,sdQ
0.3949462857,0.07636,0.1019694286,0.1393082857,0.287416,0.095103782,0.0576134143,0.067913322,0.081561605,0.1099345728,-0.0507505714,0.1401508659
