pi1,pi2,f0,f1,f2,sdf0,sdf1,sdf2,Q,sdQ,m,sdm,k0,k1,k2,sdk0,sdk1,sdk2
0.01,0.01,0.8544953262,0.0599029243,0.0856017496,0.0351697208,0.0236903201,0.0279042899,-0.034204099,0.0568288417,0.7817429893,0.0527545812,0.0373097649,0.3127745635,0.0275535046,0.0279230593,0.2428235707,0.0203580823
0.01,0.03,0.7302537866,0.0513415646,0.2184046488,0.0446555993,0.0220229086,0.0414953763,0.1157215196,0.0639328138,0.5953806798,0.0669833989,0.0563054109,0.3414427536,0.0485047897,0.0430741048,0.2630935309,0.036886132
0.01,0.05,0.6368226443,0.0447544614,0.3184228943,0.0483259199,0.0206573054,0.0467545037,0.2289139715,0.0666896347,0.4552492627,0.0724366928,0.0719642847,0.372709644,0.0641710832,0.0540513966,0.2752481095,0.0484368477
0.01,0.07,0.5651930517,0.0393701575,0.3954367908,0.049403176,0.0195201419,0.0486834458,0.3166964759,0.0671945067,0.3501362659,0.0698816182,0.0850187301,0.3878657193,0.0772472162,0.063726536,0.3052905977,0.0578280852
0.01,0.09,0.5073630092,0.0355525119,0.4570844789,0.0498365942,0.0184122012,0.049775935,0.3859794551,0.0670791605,0.2896015746,0.0513467961,0.0977465341,0.4187592959,0.089828556,0.073447332,0.3051935792,0.0674367696
0.01,0.11,0.4610395401,0.0319782054,0.5069822544,0.0499386285,0.017539493,0.0500460366,0.4430258435,0.0661202466,0.291216071,0.0507855283,0.1103144801,0.4341862534,0.1017590444,0.0835791923,0.3274044311,0.076513389
0.01,0.13,0.4225115721,0.0296334416,0.5478549863,0.049542374,0.0170622484,0.0498353928,0.488588103,0.0654868492,0.3289295426,0.0647473602,0.1228085836,0.4502002142,0.1130790526,0.0927483654,0.361999569,0.0855613327
0.01,0.15,0.389187953,0.0276090977,0.5832029493,0.0487123772,0.0163577279,0.0492811008,0.5279847538,0.0643858749,0.3760736316,0.0713579974,0.1343711333,0.4818689613,0.1245329326,0.1016592508,0.3586971608,0.0936070671
0.01,0.17,0.3613636591,0.0251377656,0.6134985754,0.0480108916,0.0156202518,0.0487108635,0.5632230442,0.0630246528,0.4204849538,0.0724466615,0.1463594599,0.5021028814,0.1358604945,0.1114246287,0.3605376358,0.1024382697
0.01,0.19,0.3364689828,0.023411897,0.6401191202,0.0473560466,0.0151178838,0.0482389423,0.5932953262,0.0621860019,0.4602203699,0.0722266632,0.1599040994,0.5179915235,0.1476716649,0.1202440946,0.3783674721,0.1120138591
0.01,0.21,0.3151084729,0.0220981755,0.6627933517,0.0464310943,0.0147197959,0.0472740101,0.6185970007,0.0607687205,0.4941937766,0.0708970723,0.1725672952,0.5307655515,0.1591617972,0.1290869669,0.4032856555,0.1194848223
0.01,0.23,0.2966904774,0.0206614346,0.682648088,0.0455601239,0.0142144252,0.0464469703,0.6413252187,0.0594374684,0.5239730317,0.0696666587,0.1852458612,0.5334469668,0.1706321707,0.1389725685,0.428672883,0.1283953326
0.01,0.25,0.2800452387,0.0197193202,0.7002354411,0.0450492852,0.0138181751,0.0458655823,0.6607968008,0.058290055,0.5503533117,0.0687977024,0.1990927626,0.5437308173,0.1828616506,0.1513977575,0.4483627647,0.1389265359
0.01,0.27,0.2654009998,0.0185609098,0.7160380905,0.0443201009,0.0133801437,0.0452176646,0.6789162709,0.0572672538,0.5740571357,0.0678264969,0.2145759379,0.5700963116,0.1967861209,0.1608964052,0.4407699983,0.1476027267
0.01,0.29,0.2517973507,0.0173904024,0.7308122469,0.0435378667,0.0130377261,0.0445045776,0.6960314421,0.0563096299,0.5962183704,0.0667568664,0.2287392165,0.5954322348,0.208856537,0.1727500134,0.4386324035,0.1590760781
0.01,0.31,0.2395578605,0.0168828793,0.7435592602,0.0426278862,0.0129087362,0.0435937713,0.7097935016,0.0553786073,0.6153388903,0.0653906569,0.242770298,0.6235271611,0.222804612,0.1844761656,0.4501058445,0.1669065899
0.01,0.33,0.2289103224,0.0159205699,0.7551691077,0.0419614658,0.0125174046,0.0429402222,0.723327968,0.0543154795,0.6327536616,0.0644103333,0.2596347405,0.6394700825,0.2373426201,0.1966559211,0.4491875766,0.1776155463
0.01,0.35,0.2188203449,0.0154168458,0.7657628093,0.0412560789,0.0123152154,0.0422764403,0.7349291177,0.0535513892,0.6486442139,0.0634146604,0.276739387,0.6588327061,0.2521165312,0.2097064881,0.4608795794,0.1891406755
0.01,0.37,0.2098577356,0.014752162,0.7753901025,0.0407768815,0.0121265843,0.0417779449,0.7458857786,0.0528488997,0.6630851537,0.0626669174,0.2956258755,0.677389974,0.2689369943,0.2256582494,0.4732952558,0.201523078
0.01,0.39,0.2011434641,0.0140371907,0.7848193452,0.0400756304,0.0117334819,0.0410350781,0.7567449638,0.051629141,0.6772290177,0.0615526172,0.3151744678,0.6830564359,0.2845774342,0.2397131067,0.476930644,0.213771759
0.01,0.41,0.1935932517,0.0135651087,0.7928416396,0.0394912133,0.0115827148,0.0405082626,0.7657114221,0.0510744736,0.6892624594,0.0607623938,0.3377647338,0.6970917842,0.3026609107,0.2541714997,0.4958719973,0.2276454567
0.01,0.43,0.1862820795,0.0130780805,0.80063984,0.0389467187,0.0113123189,0.0399255681,0.7744836791,0.0501624414,0.7009597601,0.0598883522,0.3612958261,0.7010117685,0.3201245599,0.2711309042,0.5115649037,0.2435734687
0.01,0.45,0.1793991502,0.0125866033,0.8080142464,0.0383675106,0.0111814603,0.0393987973,0.7828410397,0.0496267496,0.7120213697,0.059098196,0.3837037919,0.7154552433,0.3416285139,0.2923907524,0.528901042,0.2574636068
0.01,0.47,0.1734019995,0.0120189953,0.8145790052,0.0378598292,0.0109469941,0.0388355368,0.7905410147,0.0487532923,0.7218685079,0.0582533052,0.4127516832,0.7204803085,0.3636400423,0.3103881338,0.5433425331,0.272689137
0.01,0.49,0.1674689328,0.0118094476,0.8207216196,0.0371596944,0.0107943481,0.0381741774,0.7971027243,0.0480544003,0.7310824294,0.0572612661,0.4399853759,0.7236919484,0.3834110056,0.3308189774,0.5690629388,0.2917958428
0.03,0.01,0.7636223444,0.1597738065,0.076603849,0.0426177167,0.036812315,0.026534586,-0.2429437641,0.0813055499,0.6454335166,0.063926575,0.0514273589,0.1826132443,0.0258624426,0.0385077858,0.139274342,0.0192110749
0.03,0.03,0.6622983754,0.1392835791,0.1984180455,0.0473135922,0.0345192225,0.0399712755,-0.0801491127,0.0864026441,0.4934475631,0.0709703883,0.0671002114,0.197291839,0.0453645375,0.0507821383,0.1506195712,0.03450373
0.03,0.05,0.5845754561,0.1222963259,0.2931282179,0.0489445817,0.0328333072,0.0452834645,0.0485355661,0.0884804425,0.3768886778,0.0733394238,0.0807321704,0.2139900311,0.059478398,0.0606242237,0.1603286866,0.0449244656
0.03,0.07,0.5236899775,0.1099362659,0.3663737566,0.0500321582,0.0312686905,0.0481239503,0.1465012247,0.0883611684,0.2882270182,0.070535488,0.0944388303,0.2254068364,0.0721287818,0.0709536438,0.1734155667,0.0541668669
0.03,0.09,0.4741950512,0.0996372407,0.4261677081,0.0499199273,0.0301269973,0.0492976247,0.2268932267,0.0880487643,0.2390924769,0.0530768891,0.1067815999,0.2403742088,0.0831606338,0.0801266198,0.1839879268,0.0626605305
0.03,0.11,0.4330984754,0.0908339415,0.4760675831,0.0496303411,0.028669956,0.0499419832,0.2943997001,0.0865335876,0.2447009248,0.0521747854,0.1191998678,0.2510124969,0.0943906271,0.0895431473,0.1909223435,0.0705472092
0.03,0.13,0.3986348413,0.084008048,0.5173571107,0.0486884302,0.0276793515,0.0498254478,0.3493410147,0.08546039,0.2831657086,0.0652767763,0.1300715155,0.2651780888,0.1041470732,0.0985071596,0.1978600442,0.0784986125
0.03,0.15,0.3692458885,0.0777114221,0.5530426893,0.0483383701,0.026874152,0.0496670064,0.397619845,0.0840271314,0.3310256436,0.0717101437,0.1432576849,0.277511653,0.1146521575,0.1084804502,0.2080114766,0.086043175
0.03,0.17,0.3435990502,0.0722236941,0.5841772557,0.047412489,0.0258072266,0.0492386338,0.4397298675,0.082301389,0.3765237441,0.0732106194,0.15563938,0.2854351341,0.1246221665,0.1168117936,0.2154426246,0.0936926334
0.03,0.19,0.3211459135,0.0672953762,0.6115587103,0.0467443397,0.024936574,0.048675543,0.476967958,0.0804291938,0.417384104,0.0728744568,0.1683451401,0.2954900751,0.1342634064,0.1272069955,0.221537095,0.1016493828
0.03,0.21,0.3021586603,0.0633860035,0.6344553362,0.0458649989,0.024299465,0.048000047,0.5076833292,0.0790417693,0.4516905774,0.0719734548,0.1812342684,0.3072139132,0.1444595887,0.1365626618,0.228722394,0.1086386905
0.03,0.23,0.2851023744,0.0596928268,0.6552047988,0.0451263855,0.0236792725,0.0476897339,0.5358191452,0.0781946193,0.4828077981,0.0715322713,0.1951212035,0.3122593709,0.1558507602,0.1466055803,0.2431928472,0.1169780204
0.03,0.25,0.2691568608,0.0567404649,0.6741026743,0.0442646541,0.0233587214,0.0469010227,0.5606217446,0.077163319,0.5111540115,0.070351534,0.2080680617,0.3314156961,0.1659763927,0.1577267149,0.2458995977,0.1243580779
0.03,0.27,0.2557047738,0.0537248688,0.6905703574,0.0436068461,0.0224683706,0.0462730625,0.5831206198,0.075162763,0.535855836,0.0694079696,0.2237820611,0.3359616857,0.1758735139,0.1682434149,0.2492747721,0.1336826342
0.03,0.29,0.2435343164,0.0509453137,0.7055203699,0.0430190054,0.0219472148,0.0456670453,0.6036297426,0.0737919295,0.5582805549,0.068500568,0.2401206303,0.3406731103,0.1879968938,0.1801519353,0.2616363767,0.1408514322
